id,Data source citation,Class,Order,Family,Genus,Species,Sub species,Authority,Common Name,Location of population,Country list,Region,Decimal Latitude,Decimal Longitude,Are coordinates for specific location?,system,biome,realm,Native,Alien,Invasive,Units,Sampling method,Data transformed,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,
25586,"Gregory, S. V. 2018. Aquatic Vertebrate Population Study in Mack Creek, Andrews Experimental Forest, 1987 to present.in A. F. L. Site, editor.",Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,clarkii,,"(Richardson 1836)",Cutthroat trout,"Mack Creek, H. J. Andrews Experimental Forest, Western Oregon","United States",North America,44.21445,-122.162495,true,Freshwater,Temperate floodplain rivers and wetlands,Nearctic,Yes,No,No,Number of individuals,The same 150m reach of stream sampled using two-pass electrofishing,No,,,,,,,,,,,,,,,,,,603,302,308,513,626,616,615,642,390,691,872,888,564,673,692,544,561,563,538,617,758,663,862,561,766,790,742,695,
