"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014"
1,-0.00449855486668543,-0.00540149967451813,-0.00547311195546392,-0.00341198261575314,-0.00299833895457251,-0.00348074093265932,-0.00333415981493197,-0.0032297368212136,-0.00216052060090138,-0.0018642649184864,-0.00209023973305774,-0.00325070724415825,-0.00518621463098961,-0.000234698578009151,0.00592792153414894,0.00658264695636739,-0.003946176778658,0.00358821840426273,-0.00254113564222292,5.29445009802052e-05,0.00367681858175992,0.000316348069781855,-0.00084362667291546,-0.0027621605377874,-0.00147621396177693,-0.00236332976005408,0.00210565818507548,0.00326329817847123,-0.00205129666489037,-0.00373221891797025,-0.00419084275047435,-0.00390717135488373,0.000174732240290629,0.00398928527390064,0.0151969361275357,0.00709941563919332,0.00468704883563455,0.00288634524004624,0.00190218167737188,0.00149115091386235,0.00158960558728728,0.0055051079925469,-0.0023680046793403,-0.00380749960806519
