"LPI_final" "CI_low" "CI_high"
"1970" 1 1 1
"1971" 0.971366916699439 0.910821327282677 1.04024898667814
"1972" 0.927531247872693 0.794789100398338 1.07643019963842
"1973" 0.718628724629773 0.573843334745003 0.873976544847879
"1974" 0.567864428982477 0.439031126169342 0.729784275612418
"1975" 0.500188630215809 0.361811539847047 0.673370149959081
"1976" 0.477609357968717 0.349050130266273 0.684373838753799
"1977" 0.501289315338739 0.349342736339465 0.67355255490113
"1978" 0.47086475316081 0.326912763206863 0.6966493404624
"1979" 0.534907158792092 0.373340908524495 0.769319317506303
"1980" 0.612412883275331 0.421132118756087 0.898705612016778
"1981" 0.645617177638845 0.438662337078293 0.989349883722059
"1982" 0.674805664287243 0.4537702779571 1.01210191871886
"1983" 0.65438901565132 0.436971086705422 0.972797052380647
"1984" 0.598357586661685 0.394121882236967 0.89405387960542
"1985" 0.572203082040123 0.374788032490443 0.906280137897667
"1986" 0.592207492865358 0.383230972914369 0.939306504999263
"1987" 0.652703476387367 0.426240844159093 1.01452842921486
"1988" 0.60152301422345 0.377194178564466 1.00589249634336
"1989" 0.684528584295882 0.417138862239816 1.12121959366616
"1990" 0.730635709030754 0.454675542060993 1.23024810990744
"1991" 0.770535343080338 0.469695564819978 1.34201587174687
"1992" 0.669466643208453 0.409026922422397 1.21010975015566
"1993" 0.657591567675779 0.401170732637257 1.20328142368654
"1994" 0.648103583879008 0.384347651414311 1.17529659101489
"1995" 0.683182714606869 0.394468723982969 1.21118248461866
"1996" 0.67885246326979 0.391530125381377 1.15519819731994
"1997" 0.681973534317896 0.381460722132307 1.18212348793944
"1998" 0.672955439131866 0.384435512638836 1.17429781624444
"1999" 0.624696071805159 0.354076603519862 1.16526664282278
"2000" 0.664700921691244 0.370362498958295 1.29926171992798
"2001" 0.59652541554573 0.328621011945168 1.08121400870197
"2002" 0.510156249935691 0.292633128423707 0.947453610299238
"2003" 0.464210995879921 0.257705331147592 0.826798413869788
"2004" 0.462227864657506 0.255382746909273 0.936525564603322
"2005" 0.455428304653338 0.230998331312917 0.828850873448975
"2006" 0.575182512686715 0.270135673317935 1.14903026619723
"2007" 0.639794717234581 0.296017805094106 1.273399572106
"2008" 0.740655061318301 0.372260663067468 1.40320507274584
"2009" 0.553706348161456 0.284717798810348 1.13877895062726
"2010" 0.795073532211619 0.337292482927681 1.99614417832098
"2011" 0.70507620208259 0.295670586248555 1.72620257302915
"2012" 0.464700242517552 0.138475540796368 1.47564903027233
"2013" 0.538241346036534 0.160389977563997 1.70917776162186
"2014" -99 NA NA
"2015" -99 NA NA
"2016" -99 NA NA
"2017" -99 NA NA
"2018" -99 NA NA
