population_id,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
3057,1,-0.0020454920716525,-0.00138936264616052,-0.000891413028239252,-0.000576525121367966,-0.000335496056773299,-9.0311798741749e-05,0.000109558622891637,0.000191265256809681,0.00019367024943473,0.000238404458655639,0.000409564021463082,0.000719555406518246,0.00114604421414755,0.00161990514158949,0.00200210050853644,0.00216588834419773,0.00211262231012666,0.00194940312406044,0.00177665483141587,0.00168847969196628,0.00185314796545755,0.0024189754560302,0.00325788510313618,0.00393576108921689,0.00408419500608981,0.00375789565965001,0.00331404602053309,0.00299022284121253,0.00274732005442002,0.00251339489425417,0.00239849216028698,0.00257976809454663,0.00308626557344482,0.00380195535836247,0.00461516814564089,0.00545944161515821,0.00624090531515753,0.00683641667124169,0.00718707089226522,0.00733928177055454,0.00738354379505413,-1,-1,-1
3059,1,0.00528976897796629,0.00161933121959756,0.000681099653704553,0.00386619442014802,0.00871151561999628,0.0111699334032017,0.00994348073766371,0.0080789947150558,0.00919016249166882,0.0124323302884757,0.0131712848989841,0.00936837842756266,0.00513074433362637,0.00570623058455655,0.0102664980153063,0.0128597474027546,0.0106357444833607,0.0076286754275825,0.00861963814930611,0.0122609841678698,0.0136208115534555,0.0118795129177677,0.0111929902199197,0.0136576729596583,0.0157271633399997,0.0138127095379152,0.0101021592783721,0.00925648751995978,0.0112463352444843,0.0118456636891993,0.0100260138848756,0.0101795976394813,0.0150761034340547,0.0204487436872607,0.0202406387320213,0.0151923936499934,0.0119586153446762,0.014029338499626,0.0177794566347478,0.0187022597335078,0.0175553641697614,-1,-1,-1
3060,1,-0.0166125367586636,-0.0149799886866575,-0.0116941844232212,-0.00902933503274905,-0.00842377913001813,-0.00924073607248976,-0.0101076524835824,-0.0101882102376603,-0.00924219795568493,-0.00772379414091406,-0.00698217623925412,-0.00814609630000951,-0.0104063540880748,-0.0114783218417411,-0.0102973329029517,-0.00823971804538481,-0.00703038421089208,-0.00661518032095532,-0.00629271854127755,-0.00697702226157637,-0.0104222579576965,-0.0161598414284994,-0.020952613729152,-0.0221121405237348,-0.0203146388514446,-0.0182838317294325,-0.0174613485307449,-0.0169283011821264,-0.0150811545010614,-0.0112795086828741,-0.00603366701795482,-0.000721150869806841,0.00264733138545781,0.0024492308888171,-0.000964811151768608,-0.00512202727909883,-0.00754500126424218,-0.00792366157406588,-0.00777517604162159,-0.00821936237418397,-0.00884887175266047,-1,-1,-1
3061,1,-0.00759104996101945,-0.00871479328285119,-0.00781494502574998,-0.00209850568870762,0.0038173992322843,0.00316453831303909,-0.00302546164172723,-0.00681185349968905,-0.00518578157519578,-0.00471809911580845,-0.0104050615854065,-0.0155792873843469,-0.0104420179464713,0.00199441638917996,0.00778859103516549,0.00122679276543125,-0.00692599722955223,-0.00519405195070421,0.00222766127968044,0.00298835697587441,-0.00431301146756058,-0.0089265180807,-0.00516548161708552,-0.000140895516828499,-0.000864098271139868,-0.00282564472142421,0.00169336995435398,0.0100293371414142,0.012384180541087,0.00614074786123242,-0.00110603611825988,-0.00258713620092832,0.00059513363492214,0.00428262910162913,0.00644448791810348,0.00554487942725124,0.000165735865763295,-0.0061987497229834,-0.00566619802261048,0.00374954063789423,0.0131046386271771,-1,-1,-1
3062,1,-0.0100696103798367,-0.00907810701862888,-0.00865938058546989,-0.00821560092154294,-0.00752873734650583,-0.00702919409427971,-0.0071024342248911,-0.00748504233682001,-0.00757700494478242,-0.00715491099775101,-0.00651436293830476,-0.00599311930742841,-0.00563696318573148,-0.00538655031581159,-0.00534529024204466,-0.00565632252369508,-0.00618302236622748,-0.00650382224545798,-0.00628192409649997,-0.00554282582962207,-0.00451981983641736,-0.00331114567432111,-0.00183437587197244,-0.000144464788983445,0.00132558005482497,0.00195106896950836,0.00133642563987157,-0.000447241301993362,-0.0028847673093354,-0.00510288169151107,-0.00606128825589158,-0.00508701069343465,-0.00252238317264442,0.00028529471192873,0.00195366292926202,0.002122293279053,0.00147201164764099,0.000799649557131188,0.000337009310212855,-2.79266788189014e-05,-0.000273059901885087,-1,-1,-1
3064,1,-0.00706715820961462,-0.00631836539830294,-0.0056238473274568,-0.00504525182430138,-0.00461396969127553,-0.00431493747959799,-0.00413032454464007,-0.00407451640990553,-0.00416084960988578,-0.0043429627267475,-0.00451148034667903,-0.00455176831883453,-0.00439886971530651,-0.00405079484352261,-0.00355990800596168,-0.0030230402921203,-0.00255502212161512,-0.00223549055860889,-0.00206373730396819,-0.00196627733758159,-0.0018510384853917,-0.0016540405014559,-0.0013400605401741,-0.000877528379023773,-0.000239671260702345,0.000549503661970763,0.00137285957001293,0.00205506608321077,0.0024825794002129,0.00270745472751577,0.00291002877393937,0.00322361802442389,0.00358765662203125,0.00379279964210322,0.00368244335427881,0.00330041757169103,0.00283874422786934,0.00246655854440192,0.00223198124916801,0.00210394456035751,0.00204898493197725,-1,-1,-1
3065,1,-0.049576522012263,-0.0483909182900917,-0.047145990814129,-0.0458286795044862,-0.0443411893065484,-0.0426744722021335,-0.040940202354667,-0.0391858634675606,-0.0373048557048996,-0.0352280864179155,-0.0331070060754348,-0.0311962002383006,-0.0296549827178996,-0.0286128657140119,-0.0283154893807669,-0.028919190920355,-0.0300828098539099,-0.0310028809783929,-0.0310206291366277,-0.0300905332356729,-0.028553569632411,-0.0266122176641711,-0.0242294338285297,-0.0214530460812782,-0.0185743820541534,-0.0158990807264464,-0.0135179502267974,-0.0113696102904437,-0.00939222077966562,-0.00751915200010789,-0.00563606189411803,-0.00369025921480959,-0.00183935148838599,-0.000405912750126913,0.000350417896462285,0.000434201711568605,0.000149989557867825,-4.8646198710145e-05,0.000144601393211596,0.000636865445038381,0.00102908370504706,-1,-1,-1
3066,1,-0.0148402787212811,-0.0135490678567434,-0.0121496955886216,-0.0107483504956687,-0.00971815049553859,-0.00921117890103473,-0.00883239347415543,-0.00806743963146306,-0.00688178135171524,-0.0056209494199444,-0.00445098812663391,-0.00325150578993494,-0.0020336032988495,-0.00108283983683877,-0.000573409372743638,-0.000329595983376674,-0.000106414716070313,0.000155847362109274,0.000518169068343122,0.00119799407099852,0.00225514879280997,0.00331971201700654,0.0039867831793583,0.00441773176380744,0.00520670887590735,0.00661570108088294,0.00824079065846561,0.00952949310124662,0.0103661339887149,0.0110063198860473,0.0116780533212759,0.0124819617511531,0.0135400563454031,0.0149653729580732,0.0166767582409202,0.0184201540840654,0.0200004381700518,0.0213759676449334,0.0225213863259932,0.0233297524247273,0.0237149544543422,-1,-1,-1
3068,1,-0.00852297591689699,-0.00725871044329862,-0.00436464725118313,-0.0023434302172376,-0.00215772798019187,-0.00215145695015306,-0.00117826934593057,-0.000378800097474485,-0.00127074456272647,-0.0036912732982437,-0.00620839049020505,-0.0073890477067502,-0.00636189000615905,-0.00348104917094894,-0.000964458798155876,-0.00152861651821268,-0.00542880726597095,-0.00967757196312657,-0.011010917272501,-0.00902862508813018,-0.00591747326781844,-0.00397475951695392,-0.00404331400010438,-0.00532634130494802,-0.00580641838734541,-0.00394543359706412,-0.00125275281544668,-0.00197831523809833,-0.0081234934160257,-0.0152445458972172,-0.0158375625314326,-0.0076943235263256,0.00302422056207963,0.00814851845403153,0.00547981274015452,-0.000634119139437894,-0.00499892775519473,-0.00585557386846536,-0.00436794500677617,-0.00234113587785911,-0.00106832932151257,-1,-1,-1
3069,1,0.00562350554281987,-0.00279667220400037,-0.00980234049974282,-0.00949390664889727,-0.00343217711208887,0.00150367062970291,0.00171764329870627,0.000779113805972731,0.00308758538493603,0.00627783683631189,0.0040076861113314,-0.00391435041253052,-0.00890599813741877,-0.00394543887187604,0.00638321033424349,0.0104163908510901,0.00341461856305292,-0.00701565426202688,-0.0105527786573805,-0.00572845845672743,0.000512534145918675,0.00225525298414597,-3.99397773731547e-06,-0.00264349275857989,-0.00367595441753499,-0.0028927951400437,-2.87638531349943e-05,0.00461837096051365,0.00859220345953371,0.00866691462860658,0.00438896878877615,-0.000945056257614429,-0.00351713288359379,-0.00273325478443598,-0.00136582360919901,-0.0022434765156979,-0.00514194285032066,-0.00701138347256736,-0.00528210717678446,-0.00085310655994375,0.00265860255335892,-1,-1,-1
3070,1,-0.00107532131808996,-0.000348792887100213,0.0005742065063018,0.00165088884465059,0.00272536357308195,0.00368332664839954,0.00456213983090292,0.00538975546735665,0.00597461045648429,0.00601808947551863,0.0054650960246726,0.00463109270617601,0.00393658243668282,0.00359100942211976,0.00355083087450048,0.00365678617626852,0.00371945743790547,0.00356693742791792,0.00316273123497945,0.00268832264251284,0.00241857695574232,0.00249606798766056,0.00288330881264687,0.00351992457468986,0.00441455064402574,0.00552201808982478,0.00659764174956623,0.00726627213724496,0.00725943587465372,0.00658183406919677,0.00547665355139959,0.00425703040825143,0.00314420125544845,0.00221649212966191,0.00148782791487601,0.00101829529784159,0.000913025290493419,0.00119390886661674,0.00170390378968654,0.00218027443913327,0.00243334559360464,-1,-1,-1
3073,1,-0.0046171638346546,-0.00431140739722324,-0.00395294829380299,-0.00357383015546853,-0.00319397726874837,-0.0028158632577302,-0.00242923367483172,-0.00202085627139958,-0.00158062475487319,-0.00110257792457924,-0.000588510036863221,-5.56110325874437e-05,0.000464985808615315,0.000947582736609887,0.0013932365812287,0.00182733400124147,0.00227364975727207,0.00273451003980618,0.00319836524541395,0.00366150860273673,0.00413707239992367,0.00464527669063031,0.00519967265519727,0.00579953967700875,0.00642614537580721,0.00704284846863257,0.00760567876490714,0.00808264060002212,0.00846626441715864,0.00876836536824044,0.00900496135872397,0.00918670948352068,0.00931874868085997,0.00940374248007897,0.00944564711886736,0.00945607947093163,0.00945839092362516,0.00947914673012662,0.00952835778545341,0.00958785713702842,0.00962599448695012,-1,-1,-1
3076,1,0.000466908445381997,0.000610545282856756,0.000771023507975421,0.000915077116881324,0.00105519556241551,0.00124106123271128,0.0015233601516822,0.00192831985655573,0.00245500188429593,0.00307492102982043,0.00372536962974879,0.00432128772387397,0.00480177390169667,0.00517487548463369,0.00550440539274422,0.00583945084100601,0.00615689495183891,0.00637738614369998,0.00643421977201608,0.00632246950130744,0.00608901134179818,0.00578928737690776,0.0054561195977364,0.00509751576691719,0.00471382395933739,0.00431870696144665,0.00394627502889611,0.00363014245058602,0.00336731076618646,0.00310942439903361,0.00280551373266602,0.00245900637087437,0.00213542425669799,0.00190973734733924,0.0018083773351556,-1,-1,-1,-1,-1,-1,-1,-1,-1
3079,1,-0.00250553999116826,-0.00297794958282022,-0.000881926470047145,0.00398842572998831,0.00863039680539973,0.00995412012540231,0.00864592115838514,0.00781588975542763,0.00837593771992962,0.00819773778002608,0.00605477669921151,0.00396808090690953,0.00454827745482939,0.00783576493217991,0.0121505973706768,0.0165319363044604,0.0204837892075107,0.0223606577622766,0.0204211400964404,0.0155883703679589,0.0111189273800441,0.00872026835373474,0.00642249952028973,0.00140664580907512,-0.00585761452049016,-0.0113470782710042,-0.0110604115607837,-0.00432354997579176,0.00580580750928994,0.0144678486774977,0.0177672132730925,0.0150903020355787,0.00943739291823575,0.00504422004108307,0.00411102436241695,0.0056939305174426,0.00751292030634432,0.00830274374127016,0.00831746902533459,0.0082296908624554,0.00824458513111093,-1,-1,-1
3080,1,0.000690311974324037,-0.00228905924603959,-0.00242991907351969,0.00657921112554163,0.0171956987887808,0.0172459824853191,0.00873774846627484,0.00579346646880155,0.0134444615254539,0.0196496648438523,0.0128805442117114,-0.000985890209517462,-0.00642945736513117,0.00191952359233355,0.0145057000092437,0.0198373596359471,0.0157207456943726,0.00760608356781318,0.00141250165651845,-0.000110401886519833,0.00240814485250981,0.00572564007958152,0.00639313212732188,0.00418418445122844,0.00281798035325093,0.00652708203608087,0.0156104339838481,0.0248001721122583,0.0263077193879827,0.0168553521416027,0.00313438542451873,-0.00242942700181664,0.00532263560089428,0.0172141134831606,0.0197698416292052,0.0112098230001922,0.00215027356425271,0.000396108150314323,0.00196673893236271,0.000156224573120756,-0.00351113478862569,-1,-1,-1
3082,1,-0.00396861011836902,-0.00490332492904044,-0.00576091908217236,-0.00615432573521729,-0.00604535107531473,-0.00562722695903273,-0.00505742379875274,-0.00439059081000681,-0.00370722088474562,-0.00314684144334165,-0.00275248582959237,-0.00237570482374594,-0.00183726824065822,-0.00117944025241445,-0.000716449321982948,-0.000835600724986008,-0.00173841265378571,-0.00328506251098554,-0.00499576504815563,-0.006236974612435,-0.00654906574174569,-0.00589873585088369,-0.00462617173295554,-0.00314648381257876,-0.00171769914077669,-0.000448396308096954,0.000596463221101073,0.00136167968393014,0.00179810223435201,0.00183058420061083,0.00142890607404628,0.000837352057994178,0.000639488372170594,0.00132758494005025,0.00270473257251252,0.00391498320901446,0.00427682974424148,0.00400408958537835,0.00388308094128875,0.00427362952400001,0.00473735462484054,-1,-1,-1
3083,1,-0.00193986571644844,-0.00174775206589395,-0.00148779940316346,-0.00116750056590942,-0.000813183322299627,-0.000448829177274623,-8.24221987798524e-05,0.000278832031465281,0.000612968614066123,0.000900042866896156,0.00114933821822605,0.00139251054280487,0.00164929871148933,0.00191475322704138,0.00218068485383727,0.00245063831600356,0.00272544358251992,0.00299130999798469,0.00323895902538929,0.00348703527011784,0.00377090119803247,0.00410939572404811,0.00449204118416879,0.00489344390193636,0.00528571376217768,0.00563933597239552,0.00593224305840429,0.00616844862103555,0.00637676590576186,0.0065798277525449,0.00676919072698923,0.00691913908988967,0.00702047822161872,0.00709176476061801,0.00715953382560919,0.0072362659214249,0.00731750032103268,0.00739148686526664,0.00744768184381495,0.00748116947362615,0.00749454545099032,-1,-1,-1
3087,1,0.0210809336101099,0.0305051422088446,0.0337273013244577,0.0233998133196365,-0.00429078985369946,-0.0395512241677016,-0.0598715640432614,-0.0491891953678105,-0.0153758176298611,0.016965865054073,0.0305629302976058,0.0274953070036876,0.0190217449603138,0.0117524687150238,0.00672485254765642,0.00521901144329417,0.00896673190457808,0.0163844494456278,0.0229878357820656,0.0250977635535201,0.0209683708242769,0.0102677395083506,-0.00411258800152936,-0.0148761146978513,-0.0149483271553428,-0.00432806039951128,0.00928897750744362,0.0168474743425084,0.0143603464841089,0.0051778383454697,-0.00180764273425149,0.00151026250200803,0.0139119722263195,0.0237400428249381,0.0206914981673911,0.00806037946383631,-0.00194624078996219,-0.00481764406792196,-0.00837077116577056,-0.0183777850206082,-0.0280464321059137,-1,-1,-1
3088,1,-0.008348703029747,-0.00943047598786118,-0.010268578641151,-0.0106615311252415,-0.0108977847990527,-0.0110867551202722,-0.0106116259905389,-0.00876186922645372,-0.00581054436602557,-0.00297238305694125,-0.0012172319549858,-0.000492882343238077,-0.00020210936752918,-4.24922070870748e-05,-0.000135973712411364,-0.000618952289340835,-0.00141513311309027,-0.00228206053698077,-0.00284326106681698,-0.00269943085003876,-0.0017901454900936,-0.000626396690779685,6.51668358550017e-05,-2.95844511164489e-05,-0.000652958632899492,-0.00137990502581309,-0.00198305876603566,-0.00240695641695132,-0.00260445263207687,-0.00249724215805447,-0.00201048935280468,-0.00115629306822962,-0.000223085497383924,0.00016094426125246,-0.000578685674284429,-0.00239126764104503,-0.00459398880524164,-0.00652216537837591,-0.00799757959109593,-0.00907650915955005,-0.00966939399945843,-1,-1,-1
3089,1,0.00152374016825774,-0.000852523916793912,-0.00128883328258678,0.00169307056444412,0.00525545584557741,0.00529492366943907,0.0016048168508167,-0.00162341698388946,-0.00117496561195396,0.000812783169888975,-0.000262278453117548,-0.00458782540966962,-0.00639875636699239,-0.000850737871129992,0.00887049463828338,0.0138060291535101,0.00924382372613664,0.000755962823316914,-0.00147460515951336,0.00600887406505868,0.0158266175559635,0.0174809697145338,0.0082156098845273,-0.00452376651890818,-0.0107674012805881,-0.00723031858517209,0.00068142630236534,0.00465921797325508,0.000837924870972118,-0.00753491249222016,-0.0135410130131809,-0.0126529460703011,-0.00610072274253715,0.00122618737932623,0.00581563894642811,0.00798208424654234,0.00943353128095814,0.00983536567914112,0.00737701369334409,0.00244405572147011,-0.00146738432887517,-1,-1,-1
3090,1,-0.00186276382618911,0.00376765075697982,0.0376561991626186,0.0648711865941046,0.0332257890501916,-0.048192356039879,-0.100457195047476,-0.0702800287958545,0.000218667355205593,0.0339028584257116,0.0196534073099187,0.00690481266027709,0.0182959394676221,0.0256213930770763,0.0140021810490933,0.0113923115789555,0.0325762118204738,0.0431511531244182,0.0150554702389323,-0.0182705369384277,-0.00661920436947638,0.0380169933393844,0.0544331996389641,0.0191499727734337,-0.0229711805016412,-0.0229964091690652,0.0112862983395616,0.0339579398669426,0.0179649267807703,-0.0209291431511444,-0.0435723312620411,-0.0228553751224002,0.0279428496510137,0.060166575402425,0.0398907173936237,-0.00706273643794431,-0.0246086130125303,-0.00366670198737684,0.00435201646865724,-0.0335155943153279,-0.0788496904367716,-1,-1,-1
14552,1,-0.0157936693187672,0.00533797342755038,0.0391061205240231,0.0540020289308875,0.0198215460621751,-0.0483672406938689,-0.0920195237704132,-0.0716944297577484,-0.0134389923100433,0.0260576944174181,0.027495041230013,0.0175273157444125,0.0181131914921793,0.0206022815904042,0.0156538526465962,0.016098514734791,0.0303862849112529,0.0376035398550258,0.0170868684653402,-0.0107191076678028,-0.00560498323660408,0.0316736710886427,0.0525595780286477,0.0257645207165901,-0.0176848420478507,-0.0256149453840162,0.0058905134298981,0.0305764513125537,0.0150701653685378,-0.0211025869901712,-0.0349282444977167,-0.0115791461075183,0.0246972039556288,0.0416106551618082,0.0291380089655838,0.00233766461017804,-0.0167690884775921,-0.0188834337257903,-0.012733170088348,-0.0116236436840222,-0.0159249616621618,-0.0138789071255386,-0.000597895046172914,0.0124610597555221
3091,1,0.000354867390330926,0.000119524146089567,-1.24679287956918e-05,-1.11814924481056e-05,7.88913340456186e-05,0.000208266220999866,0.000418550288725124,0.000835332648492497,0.00154049561490445,0.00246711754832361,0.00344827662571721,0.00436515862527933,0.00522024127831923,0.00606579198526143,0.00690236611334547,0.00768192133481719,0.00839551956075796,0.00911617192030399,0.00993682843130891,0.01087562477478,0.0118433876459986,0.0126863043409697,0.0132556346054644,0.0134634973571774,0.0133024422357176,0.0128142655903302,0.0120311225146141,0.0109625403102958,0.00967091746779317,0.00835651405404023,0.00731374361045223,0.00674426439547393,0.00659805776866779,0.00661904860345372,0.00656082649571005,0.00635680230263713,0.00609627573704957,0.00588061309356719,0.00573626674540689,0.00564496719101074,0.00559856457217417,-1,-1,-1
3094,1,-0.0132441205817144,-0.0129670902332912,-0.0126462191579279,-0.0122809104968535,-0.0118565964583605,-0.0113320590908352,-0.0106533145198231,-0.00979375235269064,-0.00877745764943261,-0.00766046742759319,-0.00650120703385754,-0.0053569101568986,-0.00429162680083767,-0.00336303506019459,-0.0025991262204848,-0.0020003464429621,-0.00156171582508441,-0.00127606541407776,-0.00111564290600014,-0.00103182151451858,-0.000983896944774743,-0.000956201319361583,-0.000939528261442224,-0.000911086329944522,-0.000847855739432468,-0.000752856623101317,-0.000657066961987418,-0.000600884245966049,-0.000618050372201029,-0.000717905880877834,-0.000860660099705535,-0.000961086044017123,-0.000949128853751091,-0.000835853046207702,-0.000700710194110332,-0.000607729729331763,-0.000553081931424559,-0.000500307567395442,-0.000439658253071851,-0.000391722486633717,-0.000370350433792077,-1,-1,-1
3095,1,0.00243886808684568,0.00282618660125844,0.00123210192977874,-0.00334988485836085,-0.0100345867655609,-0.0154548617117725,-0.0161253076795607,-0.0116664533099888,-0.00510462458157646,0.000158937029847372,0.0030155689876834,0.00419608206185562,0.00435633875493235,0.00369086968874521,0.0028743677505112,0.0029820441191668,0.00420792469554243,0.00559736825466817,0.00642805152982873,0.00706759928386491,0.00793502185688144,0.00827838781916834,0.00676469714052153,0.00305514915448191,-0.00174609772481027,-0.00595655749613599,-0.00809452205522887,-0.00716510568153694,-0.0031429520659676,0.00254596092273851,0.00758381123646901,0.0102053834302502,0.0100732129903141,0.00799814506084728,0.00534703308598106,0.00357395237167046,0.00339674512390253,0.00401174110749114,0.0037849754704109,0.00224039591393743,0.000753717306140045,-1,-1,-1
3096,1,-0.00162484240869643,-0.000682400406407158,-7.01455495710768e-06,0.000353039320922954,0.00102228209009775,0.00211547908510501,0.00283749795069865,0.00251211311508048,0.00138502494024484,0.000146652604241515,-0.000620505747582767,-0.000199794190889391,0.00200985822187499,0.00512941077325529,0.00661488801370108,0.0049011468427595,0.00193346947144096,0.00154959519779457,0.00513342725945509,0.010142210861628,0.0132066501780499,0.0132519681885149,0.0109559900169542,0.00683488159058049,0.00151975223197731,-0.00295530964866875,-0.00412681275881344,-0.00158490222912783,0.00267383525087517,0.00642023568056521,0.00862545234208972,0.00885432225777827,0.00692555136267137,0.00391962450368444,0.00216684974865711,0.00291337682156845,0.00453636580823746,0.00417082422812176,0.000926405358699922,-0.00327118145860583,-0.0058734298987968,-1,-1,-1
3098,1,0.0166633981391067,0.00504149941694437,-0.0118722906896434,-0.0119261094608578,-0.00451854140536573,-0.0141916996315796,-0.0350938517981224,-0.0328893274117601,0.00440703565059453,0.0443612112179446,0.0510089179328919,0.0286141530146251,0.00923237841873037,0.0099943362329904,0.0206973748424154,0.0271592931595168,0.0281230750734875,0.0274110325334221,0.0236849961308565,0.0145459128419824,0.00354181183400448,-0.00272012866759008,-0.00176814475290299,0.00317085670573058,0.00729722633456942,0.00917071655583712,0.0122738614889147,0.0199111772315834,0.0273482411673255,0.0239428326215961,0.0079279344091191,-0.00619010452656821,-0.00376146942552835,0.0095049061693383,0.0143137348873517,0.00484627444258845,-0.0039616597957981,-2.92306920508523e-05,0.00856279923481029,0.00879378519980933,0.00342849488990871,-1,-1,-1
3102,1,-0.00482701006703945,-0.00450565140048209,-0.00451804578190607,-0.00395068703266288,-0.00281743323516315,-0.00200551759532963,-0.00221637985769296,-0.00337592454999414,-0.0050068379471091,-0.0066690135305556,-0.00790684625901705,-0.00824061774215479,-0.0075787204001998,-0.00644101606463343,-0.00547901889197844,-0.00488190904591768,-0.00447186961285229,-0.0042226915322654,-0.0043435795574347,-0.00486054516099677,-0.00542139136433617,-0.00561189878204149,-0.00527553224111066,-0.00447782473769154,-0.00340482130684649,-0.00243873960547569,-0.00210972592009118,-0.00268854211089142,-0.00382893849347909,-0.00476657397303071,-0.00488851959887393,-0.00405986812356807,-0.00252288096719022,-0.000706949401311996,0.000852458207336482,0.00166778255555056,0.00159894419695716,0.000988287980638214,0.000382602900001694,9.0401131321971e-05,4.03342577839361e-05,-1,-1,-1
3103,1,-0.00570451391723981,-0.00562318311184229,-0.00552442392470276,-0.00540909953482083,-0.00528454460869932,-0.00516041800889222,-0.00504181082089872,-0.00492943970735271,-0.00482434053370806,-0.0047277347328667,-0.0046367088158632,-0.00454460913432109,-0.00444711394813546,-0.00434519473681383,-0.00424137203449049,-0.00413590349893034,-0.00402755637978203,-0.00391527181640439,-0.00379811769465221,-0.00367711553002659,-0.00355907139309797,-0.00345482167982114,-0.00336974350837727,-0.00329785889310275,-0.00322890544886234,-0.00315961111654239,-0.00309387250271342,-0.00303312080523765,-0.00297230429204598,-0.00290675487147873,-0.00283806161931355,-0.00277035587663721,-0.00270497397388536,-0.00264326093056177,-0.00259225329405788,-0.00256182240541936,-0.00255475647153158,-0.00256258296842549,-0.00257265725608224,-0.0025778888691621,-0.00257894148574311,-1,-1,-1
3104,1,0.00236903733366267,0.00243374571772703,0.00374163205743006,0.00586818773628761,0.0058499091640607,0.00167195375861851,-0.00437518254785829,-0.00767676315996657,-0.0063308020220767,-0.00253250379845948,0.000903791632151263,0.00339784013753808,0.00548925844079096,0.00690053511225719,0.00714538142866439,0.0068501811585252,0.00689983547171658,0.00695430894775273,0.00630410780928314,0.00567460437391709,0.00641117148627024,0.00790853488747301,0.00775863018443135,0.00513857870735612,0.00244327797778987,0.00234920016276474,0.0043747072481588,0.0057939311633457,0.00525425036655092,0.00383398507937449,0.00276817257270201,0.00204637407155484,0.00184431936093454,0.00358359396812657,0.00799710145328181,0.0128705565171277,0.0144034134857018,0.0110812726533025,0.00520392692086613,0.000332491946026581,-0.0018904615464892,-1,-1,-1
3105,1,-0.0032025019852161,-0.00660584933005559,-0.00660577857689149,-0.0029641921468806,-0.000282487675332566,-0.00187786997259765,-0.00629710422541341,-0.0105505530897492,-0.0141077366716585,-0.0176028809768308,-0.0195539281406159,-0.017589143797537,-0.0126845388208885,-0.00930082906004637,-0.0103920081220241,-0.0140361803267484,-0.0157922664734655,-0.0129818870915709,-0.00617390299662568,0.00162858709237645,0.0060533395983553,0.0034497625482971,-0.00572319986108716,-0.0158212544638521,-0.0200196511566096,-0.0159720194956564,-0.00735577500218465,-0.000520232807058929,-5.14879508607402e-05,-0.00606719527647392,-0.013961532350956,-0.0174208010426471,-0.0137571022609405,-0.00646771069117569,-0.00127258059512292,-0.000242572034364952,-0.00186397281116768,-0.00599039695478143,-0.0146497089643108,-0.0265672905574259,-0.0351642069463188,-1,-1,-1
3106,1,0.000336158072226977,-7.9242165656801e-05,-0.000538331852685481,-0.000708306117209068,-0.000529830425130218,-0.000165781982259805,0.000289544767797079,0.000895962825210539,0.00166090703214339,0.00240235390158761,0.00290252197529917,0.00311394951135946,0.00312180671310291,0.00295401855749455,0.00254299899606569,0.00189089705164225,0.00118762169181297,0.000701554186735676,0.000562104501498961,0.000671453429460289,0.000816103234372534,0.000843254296674978,0.000746504611053966,0.000636093440198771,0.00066105742915834,0.000914134593366978,0.00131155300757557,0.00153680573969317,0.00122329099984086,0.000341825232840653,-0.000614031278988625,-0.00100291091125082,-0.000677121015750348,-0.000123929628440322,0.000150119290606154,0.000262408560736338,0.00079117226932568,0.00200976538788078,0.00350969218689534,0.00464296714311185,0.00514175545410933,-1,-1,-1
3109,1,-0.00255614970376083,-0.00199702065714935,-0.000721350806696164,0.00128234079335243,0.00264295548528065,0.00196159988122141,-0.000473630016344373,-0.00297743331010147,-0.00437016788042222,-0.00489012739153483,-0.00514703164368197,-0.00500905193144074,-0.00406842928073442,-0.00267058137324167,-0.00170820853340026,-0.00147210373197604,-0.00131048825853081,-0.000530784947833929,0.000790415506224551,0.00199543653754203,0.00242052843088275,0.00163294748812248,-0.000394980956907487,-0.00288113070659635,-0.00427569127652844,-0.00335364378218939,-0.000476423835549467,0.00252718681292241,0.00394637781967333,0.00355697916980013,0.00239978366571242,0.00151562222211094,0.00119230046941821,0.0012989901302255,0.00185907679558339,0.00295990047047345,0.00423105343815738,0.00481784630137877,0.00414819973959218,0.00266975162074568,0.001545642935184,-1,-1,-1
3110,1,-0.00140657259519283,-0.00405281380766165,-0.00701311515086989,-0.00951743038376796,-0.0110741704354871,-0.0116481969089308,-0.0112859273957198,-0.0098465377793906,-0.00728304571243887,-0.00407733563467771,-0.00116242730492289,0.00070996428747927,0.00149996095268934,0.00171700220725879,0.00173783426801899,0.00140173131510091,0.000399234745046551,-0.00101115769709659,-0.00194616944524517,-0.00174612273963537,-0.000769926372351293,-0.000120481957838203,-0.000569249548249662,-0.00190376059192765,-0.00329957312790086,-0.00407068091543139,-0.00396379215032505,-0.00300674595745143,-0.00139472604773427,0.000479838786031861,0.00207754557218287,0.00286306143587134,0.00244479085751026,0.000791158869904773,-0.00149546187201555,-0.0033344355443452,-0.00402359587724521,-0.00398513001188161,-0.00428647944801575,-0.00529281507843304,-0.00621563320412633,-1,-1,-1
