"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
1,-0.0574567165017862,-0.0293210407935263,-0.0611689146397122,-0.032412355277055,-0.0286318899215933,-0.0209096440750591,-0.0233848288448993,-0.0284353321975039,-0.0228994839183306,0.0188202526791706,0.0112484873847256,-0.0242823311880716,-0.00439931445269331,-0.000894493644765493,0.0135968614974958,0.0257608348300573,-0.0281875766395432,-0.0126693267953889,-0.0126343278938108,-0.0601150537012646,0.0222814257469277,-0.0780336671484906,0.0605434461000532,-0.015462872394613,-0.0701927511938034,-0.0555850170521699,-0.104869632793283,-0.04942332883473,-0.0475073780804691,0.0124235233187962,0.0834778427176717,-0.216888502199966,0.197066809245379,0.0124697783358982,-0.00751614750891358,-0.027952073796721,-0.0416331809437083,-0.0179862780649428,0.0339474403951681,0.0909636770831457,0.0207168531953395,0.102318396403745,0.0540883306780179,0.0376718263887125,0.0403225336117015
