"filename","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"example_data/T_Nearctic_mammalia_pops.txt",1,-0.012616692029905,-0.0200547583621661,-0.110823977013608,-0.102259907257325,-0.0551108497750892,-0.0200609880721673,0.0210156205127446,-0.02719226569456,0.0553822278942499,0.058765908134521,0.0229307586042668,0.019203642439032,-0.0133427185731701,-0.0388751989243512,-0.0194106091797198,0.0149237052669283,0.0422420278438537,-0.0354636777469077,0.0561393398931954,0.0283093061082879,0.0230916697556158,-0.0610636210588236,-0.00777270717353815,-0.00631181257275462,0.0228924465976128,-0.00276147140350926,0.00199212289139128,-0.00578121346237937,-0.0323175326044706,0.0269575059411042,-0.0469973290388495,-0.0679257403670493,-0.0409877880906169,-0.00185930081077949,-0.00643610435689149,0.101385655376524,0.0462349761159385,0.0635753451574326,-0.126336492301535,0.157127793486981,-0.0521712396466723,-0.181063157374505,0.0638041567405403,NA,NA,NA,NA,NA
