genus_species,realm_general2,lat_lon_1,lat_lon_2,elev_1,elev_2,mean_yearly_max_temp1,mean_yearly_max_temp2,distance,temp_difference,distance_km
Couesius plumbeus,Freshwater,59.4_-133.58,59.43_-126.09,NA,NA,13.365948638671878,0.8796637573263955,424031.33927092707,12.486284881345481,424.03133927092705
Ctenopharyngodon idella,Freshwater,26.47_99.15,34.95_-92.49,NA,NA,7.767740894487854,27.86477036197917,13091171.878775371,20.097029467491314,13091.17187877537
Cyprinella lutrensis,Freshwater,33.06_-101.04,33.17_-97.32,NA,NA,22.757223127256946,28.239219917317715,347045.01630122965,5.481996790060769,347.0450163012297
Cyprinella lutrensis,Freshwater,33.06_-101.04,34.86_-96.73,NA,NA,22.757223127256946,29.956406958984378,445487.65226997214,7.1991838317274315,445.48765226997216
Cyprinella lutrensis,Freshwater,33.06_-101.04,35.66_-97.47,NA,NA,22.757223127256946,27.96153945442709,437426.1328778953,5.204316327170144,437.4261328778953
Cyprinella lutrensis,Freshwater,33.06_-101.04,37.2_-113.26,NA,NA,22.757223127256946,24.03009262091146,1203013.2515420474,1.2728694936545146,1203.0132515420473
Cyprinella lutrensis,Freshwater,33.06_-101.04,37.91_-122.06,NA,NA,22.757223127256946,17.569265692274307,1975470.3498048345,5.187957434982639,1975.4703498048345
Cyprinella lutrensis,Freshwater,33.06_-101.04,32.874_-110.809,NA,NA,22.757223127256946,29.64125680082466,912284.7538170188,6.884033673567714,912.2847538170188
Cyprinella lutrensis,Freshwater,33.06_-101.04,33.21295_-97.118531,NA,NA,22.757223127256946,28.239219917317715,365917.2465669814,5.481996790060769,365.9172465669814
Cyprinella lutrensis,Freshwater,33.06_-101.04,38.984_-92.146,NA,NA,22.757223127256946,22.50102274565973,1036427.6888798436,0.2562003815972176,1036.4276888798436
Cyprinella lutrensis,Freshwater,33.06_-101.04,33.21_-97.15,NA,NA,22.757223127256946,28.239219917317715,362978.39792272047,5.481996790060769,362.9783979227205
Cyprinella lutrensis,Freshwater,33.17_-97.32,34.86_-96.73,NA,NA,28.239219917317715,29.956406958984378,195847.1511061042,1.7171870416666621,195.8471511061042
Cyprinella lutrensis,Freshwater,33.17_-97.32,35.66_-97.47,NA,NA,28.239219917317715,27.96153945442709,277527.48277481116,0.27768046289062553,277.5274827748112
Cyprinella lutrensis,Freshwater,33.17_-97.32,37.2_-113.26,NA,NA,28.239219917317715,24.03009262091146,1515835.504068182,4.209127296406255,1515.835504068182
Cyprinella lutrensis,Freshwater,33.17_-97.32,37.91_-122.06,NA,NA,28.239219917317715,17.569265692274307,2294900.5636966466,10.669954225043409,2294.9005636966467
Cyprinella lutrensis,Freshwater,33.17_-97.32,32.874_-110.809,NA,NA,28.239219917317715,29.64125680082466,1258585.5794153113,1.4020368835069448,1258.5855794153113
Cyprinella lutrensis,Freshwater,33.17_-97.32,33.21295_-97.118531,NA,NA,28.239219917317715,28.239219917317715,19367.716366829405,0,19.367716366829406
Cyprinella lutrensis,Freshwater,33.17_-97.32,38.984_-92.146,NA,NA,28.239219917317715,22.50102274565973,796900.5230262082,5.738197171657987,796.9005230262081
Cyprinella lutrensis,Freshwater,33.17_-97.32,33.21_-97.15,NA,NA,28.239219917317715,28.239219917317715,16451.0695107604,0,16.4510695107604
Cyprinella lutrensis,Freshwater,34.86_-96.73,35.66_-97.47,NA,NA,29.956406958984378,27.96153945442709,111602.42278767073,1.9948675045572877,111.60242278767073
Cyprinella lutrensis,Freshwater,34.86_-96.73,37.2_-113.26,NA,NA,29.956406958984378,24.03009262091146,1508709.334689864,5.926314338072917,1508.709334689864
Cyprinella lutrensis,Freshwater,34.86_-96.73,37.91_-122.06,NA,NA,29.956406958984378,17.569265692274307,2288055.909939279,12.38714126671007,2288.055909939279
Cyprinella lutrensis,Freshwater,34.86_-96.73,32.874_-110.809,NA,NA,29.956406958984378,29.64125680082466,1318842.1835388246,0.31515015815971736,1318.8421835388247
Cyprinella lutrensis,Freshwater,34.86_-96.73,33.21295_-97.118531,NA,NA,29.956406958984378,28.239219917317715,186818.5282945354,1.7171870416666621,186.8185282945354
Cyprinella lutrensis,Freshwater,34.86_-96.73,38.984_-92.146,NA,NA,29.956406958984378,22.50102274565973,613966.8235385785,7.455384213324649,613.9668235385784
Cyprinella lutrensis,Freshwater,34.86_-96.73,33.21_-97.15,NA,NA,29.956406958984378,28.239219917317715,187718.4757488867,1.7171870416666621,187.7184757488867
Cyprinella lutrensis,Freshwater,35.66_-97.47,37.2_-113.26,NA,NA,27.96153945442709,24.03009262091146,1422910.4255094347,3.931446833515629,1422.9104255094346
Cyprinella lutrensis,Freshwater,35.66_-97.47,37.91_-122.06,NA,NA,27.96153945442709,17.569265692274307,2200132.9868288203,10.392273762152783,2200.1329868288203
Cyprinella lutrensis,Freshwater,35.66_-97.47,32.874_-110.809,NA,NA,27.96153945442709,29.64125680082466,1264595.4644896772,1.6797173463975703,1264.5954644896772
Cyprinella lutrensis,Freshwater,35.66_-97.47,33.21295_-97.118531,NA,NA,27.96153945442709,28.239219917317715,274308.2693468726,0.27768046289062553,274.3082693468726
Cyprinella lutrensis,Freshwater,35.66_-97.47,38.984_-92.146,NA,NA,27.96153945442709,22.50102274565973,599019.0566226228,5.460516708767361,599.0190566226228
Cyprinella lutrensis,Freshwater,35.66_-97.47,33.21_-97.15,NA,NA,27.96153945442709,28.239219917317715,274310.0912230975,0.27768046289062553,274.3100912230975
Cyprinella lutrensis,Freshwater,37.2_-113.26,37.91_-122.06,NA,NA,24.03009262091146,17.569265692274307,780320.5388177065,6.460826928637154,780.3205388177065
Cyprinella lutrensis,Freshwater,37.2_-113.26,32.874_-110.809,NA,NA,24.03009262091146,29.64125680082466,530805.1038786884,5.6111641799131995,530.8051038786884
Cyprinella lutrensis,Freshwater,37.2_-113.26,33.21295_-97.118531,NA,NA,24.03009262091146,28.239219917317715,1531537.2871667743,4.209127296406255,1531.5372871667744
Cyprinella lutrensis,Freshwater,37.2_-113.26,38.984_-92.146,NA,NA,24.03009262091146,22.50102274565973,1856240.5827837393,1.5290698752517322,1856.2405827837392
Cyprinella lutrensis,Freshwater,37.2_-113.26,33.21_-97.15,NA,NA,24.03009262091146,28.239219917317715,1528928.4021210703,4.209127296406255,1528.9284021210703
Cyprinella lutrensis,Freshwater,37.91_-122.06,32.874_-110.809,NA,NA,17.569265692274307,29.64125680082466,1163584.967346128,12.071991108550353,1163.584967346128
Cyprinella lutrensis,Freshwater,37.91_-122.06,33.21295_-97.118531,NA,NA,17.569265692274307,28.239219917317715,2310855.5515129636,10.669954225043409,2310.8555515129638
Cyprinella lutrensis,Freshwater,37.91_-122.06,38.984_-92.146,NA,NA,17.569265692274307,22.50102274565973,2599020.168574841,4.931757053385422,2599.020168574841
Cyprinella lutrensis,Freshwater,37.91_-122.06,33.21_-97.15,NA,NA,17.569265692274307,28.239219917317715,2308217.710666329,10.669954225043409,2308.217710666329
Cyprinella lutrensis,Freshwater,32.874_-110.809,33.21295_-97.118531,NA,NA,29.64125680082466,28.239219917317715,1277163.4107648407,1.4020368835069448,1277.1634107648406
Cyprinella lutrensis,Freshwater,32.874_-110.809,38.984_-92.146,NA,NA,29.64125680082466,22.50102274565973,1810286.1575502492,7.140234055164932,1810.2861575502493
Cyprinella lutrensis,Freshwater,32.874_-110.809,33.21_-97.15,NA,NA,29.64125680082466,28.239219917317715,1274246.2314140864,1.4020368835069448,1274.2462314140864
Cyprinella lutrensis,Freshwater,33.21295_-97.118531,38.984_-92.146,NA,NA,28.239219917317715,22.50102274565973,782482.104148097,5.738197171657987,782.4821041480969
Cyprinella lutrensis,Freshwater,33.21295_-97.118531,33.21_-97.15,NA,NA,28.239219917317715,28.239219917317715,2949.2357584123597,0,2.94923575841236
Cyprinella lutrensis,Freshwater,38.984_-92.146,33.21_-97.15,NA,NA,22.50102274565973,28.239219917317715,784372.8468274669,5.738197171657987,784.3728468274669
Cyprinella spiloptera,Freshwater,39.490383_-84.325019,36.94_-81.05,NA,NA,23.024564947786466,15.70184874227431,403243.7691608324,7.322716205512156,403.2437691608324
Cyprinodon dearborni,Marine,10.643_-64.064,10.43_-64.2,NA,NA,28.93725008964539,29.09375,27995.57918908077,0.15649991035461142,27.99557918908077
Cyprinodon nevadensis,Freshwater,34.07_-117.28,36.93_-117.31,NA,NA,18.46670061740452,32.51592936788195,318385.3462316914,14.049228750477432,318.3853462316914
Cyprinodon nevadensis,Freshwater,34.07_-117.28,36.34312_-118.745585,NA,NA,18.46670061740452,25.835180546875,285997.56572056067,7.368479929470482,285.99756572056066
Cyprinodon nevadensis,Freshwater,36.93_-117.31,36.34312_-118.745585,NA,NA,32.51592936788195,25.835180546875,143916.72823271007,6.680748821006951,143.91672823271006
Cyprinus carpio,Freshwater,26.47_99.15,42.08_-81.34,NA,NA,7.767740894487854,24.373418013541674,12406390.750516485,16.60567711905382,12406.390750516486
Cyprinus carpio,Freshwater,26.47_99.15,48.96_16.55,NA,NA,7.767740894487854,17.13501866723091,7311047.3233853225,9.367277772743055,7311.047323385323
Cyprinus carpio,Freshwater,26.47_99.15,52.34_18.35,NA,NA,7.767740894487854,20.733162751432292,7110719.837728805,12.965421856944438,7110.719837728805
Cyprinus carpio,Freshwater,26.47_99.15,55.71_37.57,NA,NA,7.767740894487854,16.660858159852435,5848125.006778796,8.89311726536458,5848.125006778796
Cyprinus carpio,Freshwater,26.47_99.15,58.44_38.42,NA,NA,7.767740894487854,14.043783659809034,5843356.632070034,6.276042765321179,5843.356632070034
Cyprinus carpio,Freshwater,42.08_-81.34,48.96_16.55,NA,NA,24.373418013541674,17.13501866723091,7122972.403687145,7.238399346310764,7122.972403687145
Cyprinus carpio,Freshwater,42.08_-81.34,52.34_18.35,NA,NA,24.373418013541674,20.733162751432292,7011547.516854118,3.640255262109381,7011.547516854118
Cyprinus carpio,Freshwater,42.08_-81.34,55.71_37.57,NA,NA,24.373418013541674,16.660858159852435,7727607.694540194,7.712559853689239,7727.607694540195
Cyprinus carpio,Freshwater,42.08_-81.34,58.44_38.42,NA,NA,24.373418013541674,14.043783659809034,7544830.584059972,10.32963435373264,7544.830584059972
Cyprinus carpio,Freshwater,48.96_16.55,52.34_18.35,NA,NA,17.13501866723091,20.733162751432292,397097.6942582371,3.598144084201383,397.0976942582371
Cyprinus carpio,Freshwater,48.96_16.55,55.71_37.57,NA,NA,17.13501866723091,16.660858159852435,1606335.5712270553,0.4741605073784747,1606.3355712270552
Cyprinus carpio,Freshwater,48.96_16.55,58.44_38.42,NA,NA,17.13501866723091,14.043783659809034,1773009.5904411024,3.0912350074218757,1773.0095904411023
Cyprinus carpio,Freshwater,52.34_18.35,55.71_37.57,NA,NA,20.733162751432292,16.660858159852435,1306768.8270297823,4.072304591579858,1306.7688270297824
Cyprinus carpio,Freshwater,52.34_18.35,58.44_38.42,NA,NA,20.733162751432292,14.043783659809034,1431503.575344348,6.689379091623259,1431.503575344348
Cyprinus carpio,Freshwater,55.71_37.57,58.44_38.42,NA,NA,16.660858159852435,14.043783659809034,308216.7292521619,2.617074500043401,308.21672925216194
Danio rerio,Freshwater,1.35_103.81,25.67_91.93,NA,NA,27.549189203776052,22.480849362630213,2992205.6508329986,5.068339841145839,2992.2056508329983
Danio rerio,Freshwater,1.35_103.81,33.22_-97.13,NA,NA,27.549189203776052,28.239219917317715,15606136.587538,0.6900307135416632,15606.136587538
Danio rerio,Freshwater,25.67_91.93,33.22_-97.13,NA,NA,22.480849362630213,28.239219917317715,13412054.966370918,5.758370554687502,13412.054966370917
Dorosoma cepedianum,Freshwater,35.96_-83.92,41.65_-82.83,NA,NA,23.11523773285591,24.373418013541674,640409.9069243053,1.2581802806857638,640.4099069243052
Dorosoma cepedianum,Freshwater,35.96_-83.92,42.08_-81.34,NA,NA,23.11523773285591,24.373418013541674,716785.809811726,1.2581802806857638,716.7858098117259
Dorosoma cepedianum,Freshwater,35.96_-83.92,38.34_-90.37,NA,NA,23.11523773285591,24.120921897395842,630445.276749768,1.0056841645399324,630.4452767497679
Dorosoma cepedianum,Freshwater,41.65_-82.83,42.08_-81.34,NA,NA,24.373418013541674,24.373418013541674,132471.7017434985,0,132.4717017434985
Dorosoma cepedianum,Freshwater,41.65_-82.83,38.34_-90.37,NA,NA,24.373418013541674,24.120921897395842,740706.2515105945,0.25249611614583145,740.7062515105945
Dorosoma cepedianum,Freshwater,42.08_-81.34,38.34_-90.37,NA,NA,24.373418013541674,24.120921897395842,872627.5093594419,0.25249611614583145,872.6275093594419
Etheostoma blennioides,Freshwater,42.6_-78.47,39.72_-84.394,NA,NA,20.54786186527778,19.301490427126744,590778.1718050374,1.2463714381510371,590.7781718050375
Etheostoma caeruleum,Freshwater,42.6_-78.47,39.72_-84.394,NA,NA,20.54786186527778,19.301490427126744,590778.1718050374,1.2463714381510371,590.7781718050375
Etheostoma caeruleum,Freshwater,42.6_-78.47,38.189801_-91.908238,NA,NA,20.54786186527778,28.738795351779515,1238745.1015395995,8.190933486501734,1238.7451015395995
Etheostoma caeruleum,Freshwater,39.72_-84.394,38.189801_-91.908238,NA,NA,19.301490427126744,28.738795351779515,672181.9835354923,9.437304924652771,672.1819835354923
Etheostoma flabellare,Freshwater,39.51_-84.65,39.97_-82.81,NA,NA,18.034694137413197,20.407030702777778,165614.29476455518,2.3723365653645807,165.61429476455518
Etheostoma flabellare,Freshwater,39.51_-84.65,42.6_-78.47,NA,NA,18.034694137413197,20.54786186527778,622188.6635093951,2.513167727864584,622.188663509395
Etheostoma flabellare,Freshwater,39.51_-84.65,39.72_-84.394,NA,NA,18.034694137413197,19.301490427126744,32069.114235380235,1.2667962897135467,32.06911423538023
Etheostoma flabellare,Freshwater,39.51_-84.65,39_-84,NA,NA,18.034694137413197,23.024564947786466,79764.45332911854,4.989870810373269,79.76445332911854
Etheostoma flabellare,Freshwater,39.51_-84.65,38.524_-92.472,NA,NA,18.034694137413197,22.50102274565973,685146.091801505,4.466328608246531,685.146091801505
Etheostoma flabellare,Freshwater,39.97_-82.81,42.6_-78.47,NA,NA,20.407030702777778,20.54786186527778,466270.0172259331,0.14083116250000316,466.2700172259331
Etheostoma flabellare,Freshwater,39.97_-82.81,39.72_-84.394,NA,NA,20.407030702777778,19.301490427126744,138211.55985616523,1.105540275651034,138.21155985616522
Etheostoma flabellare,Freshwater,39.97_-82.81,39_-84,NA,NA,20.407030702777778,23.024564947786466,148699.78981221354,2.617534245008688,148.69978981221354
Etheostoma flabellare,Freshwater,39.97_-82.81,38.524_-92.472,NA,NA,20.407030702777778,22.50102274565973,847905.6569224243,2.0939920428819505,847.9056569224243
Etheostoma flabellare,Freshwater,42.6_-78.47,39.72_-84.394,NA,NA,20.54786186527778,19.301490427126744,590778.1718050374,1.2463714381510371,590.7781718050375
Etheostoma flabellare,Freshwater,42.6_-78.47,39_-84,NA,NA,20.54786186527778,23.024564947786466,614375.2675326492,2.476703082508685,614.3752675326492
Etheostoma flabellare,Freshwater,42.6_-78.47,38.524_-92.472,NA,NA,20.54786186527778,22.50102274565973,1266186.4010690579,1.9531608803819474,1266.1864010690579
Etheostoma flabellare,Freshwater,39.72_-84.394,39_-84,NA,NA,19.301490427126744,23.024564947786466,87028.5317052834,3.723074520659722,87.0285317052834
Etheostoma flabellare,Freshwater,39.72_-84.394,38.524_-92.472,NA,NA,19.301490427126744,22.50102274565973,709960.5021844547,3.1995323185329845,709.9605021844548
Etheostoma flabellare,Freshwater,39_-84,38.524_-92.472,NA,NA,23.024564947786466,22.50102274565973,737022.5319614785,0.5235422021267375,737.0225319614785
Etheostoma nigrum,Freshwater,38.32_-92.54,39.3_-105.47,NA,NA,24.66438265451389,9.042352283116326,1125911.1286264313,15.622030371397564,1125.9111286264313
Etheostoma nigrum,Freshwater,38.32_-92.54,39.51_-84.65,NA,NA,24.66438265451389,18.034694137413197,695870.5922647057,6.629688517100693,695.8705922647057
Etheostoma nigrum,Freshwater,38.32_-92.54,40.42_-104.6,NA,NA,24.66438265451389,11.251150666015631,1062927.926084178,13.413231988498259,1062.9279260841781
Etheostoma nigrum,Freshwater,38.32_-92.54,42.6_-78.47,NA,NA,24.66438265451389,20.54786186527778,1281426.110294035,4.116520789236109,1281.426110294035
Etheostoma nigrum,Freshwater,39.3_-105.47,39.51_-84.65,NA,NA,9.042352283116326,18.034694137413197,1786965.1728998078,8.992341854296871,1786.9651728998078
Etheostoma nigrum,Freshwater,39.3_-105.47,40.42_-104.6,NA,NA,9.042352283116326,11.251150666015631,145157.38461002015,2.208798382899305,145.15738461002016
Etheostoma nigrum,Freshwater,39.3_-105.47,42.6_-78.47,NA,NA,9.042352283116326,20.54786186527778,2289603.099683205,11.505509582161455,2289.603099683205
Etheostoma nigrum,Freshwater,39.51_-84.65,40.42_-104.6,NA,NA,18.034694137413197,11.251150666015631,1701513.2869519428,6.783543471397566,1701.5132869519427
Etheostoma nigrum,Freshwater,39.51_-84.65,42.6_-78.47,NA,NA,18.034694137413197,20.54786186527778,622188.6635093951,2.513167727864584,622.188663509395
Etheostoma nigrum,Freshwater,40.42_-104.6,42.6_-78.47,NA,NA,11.251150666015631,20.54786186527778,2182920.01904115,9.29671119926215,2182.9200190411498
Etheostoma spectabile,Freshwater,34.28_-96.7,34.61_-96.63,NA,NA,29.13878824544271,29.956406958984378,37293.253703600574,0.8176187135416662,37.29325370360058
Etheostoma spectabile,Freshwater,34.28_-96.7,35.66_-97.47,NA,NA,29.13878824544271,27.96153945442709,168915.50983423291,1.1772487910156215,168.91550983423292
Etheostoma spectabile,Freshwater,34.28_-96.7,48.362839_-96.164033,NA,NA,29.13878824544271,18.901246225477433,1568323.9612908976,10.237542019965279,1568.3239612908976
Etheostoma spectabile,Freshwater,34.28_-96.7,34.454398_-96.635722,NA,NA,29.13878824544271,29.13878824544271,20292.46157806687,0,20.292461578066867
Etheostoma spectabile,Freshwater,34.28_-96.7,38.938_-92.014,NA,NA,29.13878824544271,22.50102274565973,666271.235529411,6.637765499782983,666.271235529411
Etheostoma spectabile,Freshwater,34.61_-96.63,35.66_-97.47,NA,NA,29.956406958984378,27.96153945442709,139676.70773392837,1.9948675045572877,139.67670773392837
Etheostoma spectabile,Freshwater,34.61_-96.63,48.362839_-96.164033,NA,NA,29.956406958984378,18.901246225477433,1531444.126382292,11.055160733506945,1531.444126382292
Etheostoma spectabile,Freshwater,34.61_-96.63,34.454398_-96.635722,NA,NA,29.956406958984378,29.13878824544271,17329.481857984832,0.8176187135416662,17.32948185798483
Etheostoma spectabile,Freshwater,34.61_-96.63,38.938_-92.014,NA,NA,29.956406958984378,22.50102274565973,633470.7384571729,7.455384213324649,633.4707384571728
Etheostoma spectabile,Freshwater,35.66_-97.47,48.362839_-96.164033,NA,NA,27.96153945442709,18.901246225477433,1418135.1212120675,9.060293228949657,1418.1351212120676
Etheostoma spectabile,Freshwater,35.66_-97.47,34.454398_-96.635722,NA,NA,27.96153945442709,29.13878824544271,154241.33725364506,1.1772487910156215,154.24133725364507
Etheostoma spectabile,Freshwater,35.66_-97.47,38.938_-92.014,NA,NA,27.96153945442709,22.50102274565973,605264.51352269575,5.460516708767361,605.2645135226958
Etheostoma spectabile,Freshwater,48.362839_-96.164033,34.454398_-96.635722,NA,NA,18.901246225477433,29.13878824544271,1548773.1146046536,10.237542019965279,1548.7731146046535
Etheostoma spectabile,Freshwater,48.362839_-96.164033,38.938_-92.014,NA,NA,18.901246225477433,22.50102274565973,1100693.9504463298,3.5997765201822958,1100.6939504463298
Etheostoma spectabile,Freshwater,34.454398_-96.635722,38.938_-92.014,NA,NA,29.13878824544271,22.50102274565973,647321.1267777963,6.637765499782983,647.3211267777963
Fundulus notatus,Freshwater,33.17_-97.32,38.524_-92.472,NA,NA,28.239219917317715,22.50102274565973,739046.7772952722,5.738197171657987,739.0467772952722
Galaxias maculatus,Freshwater,-37.27_174.87,-35.15_173.68,NA,0,23.22911973697917,22.497705257595488,259066.5850575907,0.7314144793836839,259.0665850575907
Galaxias maculatus,Freshwater,-37.27_174.87,-37.595991_175.104216,NA,NA,23.22911973697917,22.70014362217882,41779.58666464332,0.5289761148003507,41.77958666464332
Galaxias maculatus,Freshwater,-35.15_173.68,-37.595991_175.104216,0,NA,22.497705257595488,22.70014362217882,300713.8557345861,0.2024383645833332,300.71385573458605
Gambusia affinis,Freshwater,-37.27_174.87,29.48_-81.68,NA,NA,23.22911973697917,31.473903442491324,13061347.211159723,8.244783705512152,13061.347211159722
Gambusia affinis,Freshwater,-37.27_174.87,33_-109.9,NA,NA,23.22911973697917,24.376458230642363,11041527.95763103,1.1473384936631916,11041.52795763103
Gambusia affinis,Freshwater,-37.27_174.87,35.66_-97.47,NA,NA,23.22911973697917,27.96153945442709,12141012.741429737,4.732419717447918,12141.012741429737
Gambusia affinis,Freshwater,-37.27_174.87,35.96_-83.92,NA,NA,23.22911973697917,23.11523773285591,13218015.672188839,0.11388200412326199,13218.01567218884
Gambusia affinis,Freshwater,-37.27_174.87,40.76_-111.92,NA,NA,23.22911973697917,25.170043328385418,11441712.743462237,1.9409235914062464,11441.712743462236
Gambusia affinis,Freshwater,-37.27_174.87,32.874_-110.809,NA,NA,23.22911973697917,29.64125680082466,10966704.005217776,6.412137063845488,10966.704005217776
Gambusia affinis,Freshwater,29.48_-81.68,33_-109.9,NA,NA,31.473903442491324,24.376458230642363,2706132.6115240552,7.09744521184896,2706.1326115240554
Gambusia affinis,Freshwater,29.48_-81.68,35.66_-97.47,NA,NA,31.473903442491324,27.96153945442709,1630570.0290646127,3.5123639880642337,1630.5700290646128
Gambusia affinis,Freshwater,29.48_-81.68,35.96_-83.92,NA,NA,31.473903442491324,23.11523773285591,751166.2446125128,8.358665709635414,751.1662446125127
Gambusia affinis,Freshwater,29.48_-81.68,40.76_-111.92,NA,NA,31.473903442491324,25.170043328385418,3006328.276608442,6.303860114105905,3006.328276608442
Gambusia affinis,Freshwater,29.48_-81.68,32.874_-110.809,NA,NA,31.473903442491324,29.64125680082466,2790979.887972589,1.8326466416666634,2790.979887972589
Gambusia affinis,Freshwater,33_-109.9,35.66_-97.47,NA,NA,24.376458230642363,27.96153945442709,1179477.7612127636,3.5850812237847265,1179.4777612127637
Gambusia affinis,Freshwater,33_-109.9,35.96_-83.92,NA,NA,24.376458230642363,23.11523773285591,2399466.9824419008,1.2612204977864536,2399.4669824419007
Gambusia affinis,Freshwater,33_-109.9,40.76_-111.92,NA,NA,24.376458230642363,25.170043328385418,882290.5443251645,0.7935850977430547,882.2905443251645
