record_species,record,order,family1,genus1,species1,family2,genus2,species2,family3,genus_species,genus3,species3,stage,n_numb,n_cat,n_comment,raw_ctm1,raw_ctm2,acclim,acclim_time,acclim_time_life_120,log_acclim_time,acclim_temp,safety,heating_rate,photoperiod,ep1,ep1_descrip,ep2,elevation,log_elevation,locality,geog_cat,abs_lat,log_abs_lat,latitude,longitude,source,comments,year,citation,reference,range,log_range,introduced,elev_min,elev_max,svl,log_svl,habitat,tmxslope,bioclim5,iucn_2014,iucn_2104risk
501_Anaxyrus americanus,501,Anura,Bufonidae,Bufo,americanus,Bufonidae,Bufo,americanus,Bufonidae,Anaxyrus americanus,Anaxyrus,americanus,larva,10,B,N given,42.1,NA,Y,3,3,0.6,30,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.54,34.683,-82.837,Field,Gosner stage 36,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",5638611,6.75,Not introduced,NA,NA,113,2.05,Terrestrial,0.01137455,32,Not threatened,0
502_Anaxyrus americanus,502,Anura,Bufonidae,Bufo,americanus,Bufonidae,Bufo,americanus,Bufonidae,Anaxyrus americanus,Anaxyrus,americanus,larva,10,B,N given,42.1,NA,Y,3,3,0.6,30,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.54,34.683,-82.837,Field,Gosner stage 39,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",5638611,6.75,Not introduced,NA,NA,113,2.05,Terrestrial,0.01137455,32,Not threatened,0
536_Anaxyrus woodhousii,536,Anura,Bufonidae,Bufo,woodhousii,Bufonidae,Bufo,woodhousii,Bufonidae,Anaxyrus woodhousii,Anaxyrus,woodhousii,larva,10,B,N given,41,NA,Y,3,3,0.6,30,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.54,34.683,-82.837,Field,Gosner stage 46,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",3240610,6.51,Not introduced,NA,NA,87,1.94,Terrestrial,0.01137455,32,Not threatened,0
529_Anaxyrus woodhousii,529,Anura,Bufonidae,Bufo,woodhousii,Bufonidae,Bufo,woodhousii,Bufonidae,Anaxyrus woodhousii,Anaxyrus,woodhousii,larva,10,B,N given,41.5,NA,Y,3,3,0.6,30,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.54,34.683,-82.837,Field,Gosner stage 27,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",3240610,6.51,Not introduced,NA,NA,87,1.94,Terrestrial,0.01137455,32,Not threatened,0
535_Anaxyrus woodhousii,535,Anura,Bufonidae,Bufo,woodhousii,Bufonidae,Bufo,woodhousii,Bufonidae,Anaxyrus woodhousii,Anaxyrus,woodhousii,larva,9,A,N given,41.7,NA,Y,3,3,0.6,30,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.54,34.683,-82.837,Field,Gosner stage 43,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",3240610,6.51,Not introduced,NA,NA,87,1.94,Terrestrial,0.01137455,32,Not threatened,0
530_Anaxyrus woodhousii,530,Anura,Bufonidae,Bufo,woodhousii,Bufonidae,Bufo,woodhousii,Bufonidae,Anaxyrus woodhousii,Anaxyrus,woodhousii,larva,9,A,N given,42.2,NA,Y,3,3,0.6,30,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.54,34.683,-82.837,Field,Gosner stage 32,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",3240610,6.51,Not introduced,NA,NA,87,1.94,Terrestrial,0.01137455,32,Not threatened,0
531_Anaxyrus woodhousii,531,Anura,Bufonidae,Bufo,woodhousii,Bufonidae,Bufo,woodhousii,Bufonidae,Anaxyrus woodhousii,Anaxyrus,woodhousii,larva,10,B,N given,42.5,NA,Y,3,3,0.6,30,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.54,34.683,-82.837,Field,Gosner stage 36,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",3240610,6.51,Not introduced,NA,NA,87,1.94,Terrestrial,0.01137455,32,Not threatened,0
532_Anaxyrus woodhousii,532,Anura,Bufonidae,Bufo,woodhousii,Bufonidae,Bufo,woodhousii,Bufonidae,Anaxyrus woodhousii,Anaxyrus,woodhousii,larva,7,A,N given,42.5,NA,Y,3,3,0.6,30,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.54,34.683,-82.837,Field,Gosner stage 39,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",3240610,6.51,Not introduced,NA,NA,87,1.94,Terrestrial,0.01137455,32,Not threatened,0
533_Anaxyrus woodhousii,533,Anura,Bufonidae,Bufo,woodhousii,Bufonidae,Bufo,woodhousii,Bufonidae,Anaxyrus woodhousii,Anaxyrus,woodhousii,larva,3,A,N given,42.6,NA,Y,3,3,0.6,30,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.54,34.683,-82.837,Field,Gosner stage 41,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",3240610,6.51,Not introduced,NA,NA,87,1.94,Terrestrial,0.01137455,32,Not threatened,0
534_Anaxyrus woodhousii,534,Anura,Bufonidae,Bufo,woodhousii,Bufonidae,Bufo,woodhousii,Bufonidae,Anaxyrus woodhousii,Anaxyrus,woodhousii,larva,3,A,N given,42.9,NA,Y,3,3,0.6,30,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.54,34.683,-82.837,Field,Gosner stage 42,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",3240610,6.51,Not introduced,NA,NA,87,1.94,Terrestrial,0.01137455,32,Not threatened,0
698_Desmognathus fuscus,698,Caudata,Plethodontidae,Desmognathus,fuscus,Plethodontidae,Desmognathus,fuscus,Plethodontidae,Desmognathus fuscus,Desmognathus,fuscus,Adult,7,A,Given,35,NA,Y,3,3,0.6,25,5.6,0.8,12:12,L,Animals unresponsive to prodding,NA,336,2.53,"Preble County, Ohio",Temperate,39.778,1.6,39.778,-84.69,Field,NA,1982,Layne and Claussen 1982b,"Layne, J. R., and D. L. Claussen. 1982. The time courses of CTMax and CTMin acclimation in the salamander Desmognathus fuscus. Journal of Thermal Biology 7:139-141.",1524467,6.18,Not introduced,NA,NA,78,1.89,Terrestrial,0.003431373,29.2,Not threatened,0
60_Eurycea bislineata,60,Caudata,Plethodontidae,Eurycea,bislineata,Plethodontidae,Eurycea,bislineata,Plethodontidae,Eurycea bislineata,Eurycea,bislineata,Adult,7,A,Given,35.1,NA,Y,3,3,0.6,25,5.8,0.8,12:12,L,Loss of righting response,NA,336,2.53,"Preble County, Ohio",Temperate,39.778,1.6,39.778,-84.69,Field,NA,1982,Layne and Claussen 1982,"Layne Jr, J. R., and D. L. Claussen. 1982. Seasonal variation in the thermal acclimation of critical thermal maxima (CTMax) and minima (CTMin) in the salamander Eurycea bislineata. Journal of Thermal Biology 7:29-33.",1195927,6.08,Not introduced,NA,NA,78,1.89,Terrestrial,0.003431373,29.2,Not threatened,0
65_Eurycea bislineata,65,Caudata,Plethodontidae,Eurycea,bislineata,Plethodontidae,Eurycea,bislineata,Plethodontidae,Eurycea bislineata,Eurycea,bislineata,Adult,7,A,Given,35.1,NA,Y,3,3,0.6,25,5.8,0.8,12:12,L,Loss of righting response,NA,336,2.53,"Preble County, Ohio",Temperate,39.778,1.6,39.778,-84.69,Field,NA,1982,Layne and Claussen 1982,"Layne Jr, J. R., and D. L. Claussen. 1982. Seasonal variation in the thermal acclimation of critical thermal maxima (CTMax) and minima (CTMin) in the salamander Eurycea bislineata. Journal of Thermal Biology 7:29-33.",1195927,6.08,Not introduced,NA,NA,78,1.89,Terrestrial,0.003431373,29.2,Not threatened,0
1024_Lithobates catesbeiana,1024,Anura,Ranidae,Rana,catesbeiana,Ranidae,Rana,catesbeiana,Ranidae,Lithobates catesbeiana,Lithobates,catesbeiana,Adult,3,A,Given,33.6,NA,Y,3,3,0.6,23,7.5,NA,12:12,L,Loss of righting response,NA,422,2.63,"Long Island, New York",Temperate,42,1.623,42,-73.135,Field,NA,1962,Brattstrom and Lawrence 1962,"Brattstrom, B. H., and P. Lawrence. 1962. The rate of thermal acclimation in anuran amphibians. Physiological Zoology 35:148-156.",6914656,6.84,Introduced,NA,NA,146,2.16,Aquatic & terrestrial,0.026780712,25.7,Not threatened,0
994_Lithobates pipiens,994,Anura,Ranidae,Rana,pipiens,Ranidae,Rana,pipiens,Ranidae,Lithobates pipiens,Lithobates,pipiens,Adult,3,A,Given,31.9,NA,Y,3,3,0.6,7,6.3,NA,0:24,L,Loss of righting response,NA,349,2.54,Supplier,Temperate,43.681,1.64,43.6805335,-90.082397,Supplier,Location estimated,1962,Brattstrom and Lawrence 1962,"Brattstrom, B. H., and P. Lawrence. 1962. The rate of thermal acclimation in anuran amphibians. Physiological Zoology 35:148-156.",6011807,6.78,Not introduced,100,600,113,2.05,Terrestrial,0.019469788,28.1,Not threatened,0
997_Lithobates pipiens,997,Anura,Ranidae,Rana,pipiens,Ranidae,Rana,pipiens,Ranidae,Lithobates pipiens,Lithobates,pipiens,Adult,3,A,Given,33.8,NA,Y,3,3,0.6,12,7.4,NA,0:24,L,Loss of righting response,NA,349,2.54,Supplier,Temperate,43.681,1.64,43.6805335,-90.082397,Supplier,Location estimated,1962,Brattstrom and Lawrence 1962,"Brattstrom, B. H., and P. Lawrence. 1962. The rate of thermal acclimation in anuran amphibians. Physiological Zoology 35:148-156.",6011807,6.78,Not introduced,100,600,113,2.05,Terrestrial,0.019469788,28.1,Not threatened,0
1000_Lithobates pipiens,1000,Anura,Ranidae,Rana,pipiens,Ranidae,Rana,pipiens,Ranidae,Lithobates pipiens,Lithobates,pipiens,Adult,3,A,Given,34.5,NA,Y,3,3,0.6,23,6.4,NA,0:24,L,Loss of righting response,NA,349,2.54,Supplier,Temperate,43.681,1.64,43.6805335,-90.082397,Supplier,Location estimated,1962,Brattstrom and Lawrence 1962,"Brattstrom, B. H., and P. Lawrence. 1962. The rate of thermal acclimation in anuran amphibians. Physiological Zoology 35:148-156.",6011807,6.78,Not introduced,100,600,113,2.05,Terrestrial,0.019469788,28.1,Not threatened,0
1020_Lithobates pipiens,1020,Anura,Ranidae,Rana,pipiens,Ranidae,Rana,pipiens,Ranidae,Lithobates pipiens,Lithobates,pipiens,Adult,3,A,Given,34.5,NA,Y,3,3,0.6,23,6.4,NA,12:12,L,Loss of righting response,NA,349,2.54,Supplier,Temperate,43.681,1.64,43.6805335,-90.082397,Supplier,Location estimated,1962,Brattstrom and Lawrence 1962,"Brattstrom, B. H., and P. Lawrence. 1962. The rate of thermal acclimation in anuran amphibians. Physiological Zoology 35:148-156.",6011807,6.78,Not introduced,100,600,113,2.05,Terrestrial,0.019469788,28.1,Not threatened,0
458_Lithobates sylvaticus,458,Anura,Ranidae,Rana,sylvatica,Ranidae,Rana,sylvatica,Ranidae,Lithobates sylvaticus,Lithobates,sylvaticus,larva,10,B,N given,37.8,NA,Y,3,3,0.6,30,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,1181,3.07,"Highlands, North Carolina",Subtropical,35.053,1.545,35.053,-83.197,Field,Gosner stage 46,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",9096515,6.96,Not introduced,NA,NA,55,1.74,Aquatic & terrestrial,0.003295318,25.5,Not threatened,0
457_Lithobates sylvaticus,457,Anura,Ranidae,Rana,sylvatica,Ranidae,Rana,sylvatica,Ranidae,Lithobates sylvaticus,Lithobates,sylvaticus,larva,10,B,N given,38.9,NA,Y,3,3,0.6,30,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,1181,3.07,"Highlands, North Carolina",Subtropical,35.053,1.545,35.053,-83.197,Field,Gosner stage 43,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",9096515,6.96,Not introduced,NA,NA,55,1.74,Aquatic & terrestrial,0.003295318,25.5,Not threatened,0
450_Lithobates sylvaticus,450,Anura,Ranidae,Rana,sylvatica,Ranidae,Rana,sylvatica,Ranidae,Lithobates sylvaticus,Lithobates,sylvaticus,larva,2,A,N given,39,NA,Y,3,3,0.6,30,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,1181,3.07,"Highlands, North Carolina",Subtropical,35.053,1.545,35.053,-83.197,Field,Gosner stage 27,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",9096515,6.96,Not introduced,NA,NA,55,1.74,Aquatic & terrestrial,0.003295318,25.5,Not threatened,0
452_Lithobates sylvaticus,452,Anura,Ranidae,Rana,sylvatica,Ranidae,Rana,sylvatica,Ranidae,Lithobates sylvaticus,Lithobates,sylvaticus,larva,8,A,N given,39.1,NA,Y,3,3,0.6,30,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,1181,3.07,"Highlands, North Carolina",Subtropical,35.053,1.545,35.053,-83.197,Field,Gosner stage 32,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",9096515,6.96,Not introduced,NA,NA,55,1.74,Aquatic & terrestrial,0.003295318,25.5,Not threatened,0
454_Lithobates sylvaticus,454,Anura,Ranidae,Rana,sylvatica,Ranidae,Rana,sylvatica,Ranidae,Lithobates sylvaticus,Lithobates,sylvaticus,larva,10,B,N given,39.4,NA,Y,3,3,0.6,30,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,1181,3.07,"Highlands, North Carolina",Subtropical,35.053,1.545,35.053,-83.197,Field,Gosner stage 39,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",9096515,6.96,Not introduced,NA,NA,55,1.74,Aquatic & terrestrial,0.003295318,25.5,Not threatened,0
453_Lithobates sylvaticus,453,Anura,Ranidae,Rana,sylvatica,Ranidae,Rana,sylvatica,Ranidae,Lithobates sylvaticus,Lithobates,sylvaticus,larva,10,B,N given,39.4,NA,Y,3,3,0.6,30,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,1181,3.07,"Highlands, North Carolina",Subtropical,35.053,1.545,35.053,-83.197,Field,Gosner stage 36,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",9096515,6.96,Not introduced,NA,NA,55,1.74,Aquatic & terrestrial,0.003295318,25.5,Not threatened,0
456_Lithobates sylvaticus,456,Anura,Ranidae,Rana,sylvatica,Ranidae,Rana,sylvatica,Ranidae,Lithobates sylvaticus,Lithobates,sylvaticus,larva,10,B,N given,39.5,NA,Y,3,3,0.6,30,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,1181,3.07,"Highlands, North Carolina",Subtropical,35.053,1.545,35.053,-83.197,Field,Gosner stage 42,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",9096515,6.96,Not introduced,NA,NA,55,1.74,Aquatic & terrestrial,0.003295318,25.5,Not threatened,0
455_Lithobates sylvaticus,455,Anura,Ranidae,Rana,sylvatica,Ranidae,Rana,sylvatica,Ranidae,Lithobates sylvaticus,Lithobates,sylvaticus,larva,10,B,N given,39.5,NA,Y,3,3,0.6,30,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,1181,3.07,"Highlands, North Carolina",Subtropical,35.053,1.545,35.053,-83.197,Field,Gosner stage 41,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",9096515,6.96,Not introduced,NA,NA,55,1.74,Aquatic & terrestrial,0.003295318,25.5,Not threatened,0
451_Lithobates sylvaticus,451,Anura,Ranidae,Rana,sylvatica,Ranidae,Rana,sylvatica,Ranidae,Lithobates sylvaticus,Lithobates,sylvaticus,larva,2,A,N given,39.6,NA,Y,3,3,0.6,30,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,1181,3.07,"Highlands, North Carolina",Subtropical,35.053,1.545,35.053,-83.197,Field,Gosner stage 29,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",9096515,6.96,Not introduced,NA,NA,55,1.74,Aquatic & terrestrial,0.003295318,25.5,Not threatened,0
122_Pseudacris regilla,122,Anura,Hylidae,Hyla,regilla,Hylidae,Pseudacris,regilla,Hylidae,Pseudacris regilla,Pseudacris,regilla,Adult,8,A,Given,34.8,NA,Y,3,3,0.6,0,10.6,1,NA,L,Loss of righting response,NA,1167,3.07,"Clinton, Montana",Temperate,46.77,1.67,46.77,-113.714,Field,NA,1973,Claussen 1973,"Claussen, D. L. 1973. The thermal relations of the tailed frog, Ascaphus truei, and the pacific treefrog, Hyla regilla. Comparative Biochemistry and Physiology part A 44:137-153.",1540984,6.19,Not introduced,NA,3000,33,1.52,Terrestrial,0.025106042,27.8,Not threatened,0
123_Pseudacris regilla,123,Anura,Hylidae,Hyla,regilla,Hylidae,Pseudacris,regilla,Hylidae,Pseudacris regilla,Pseudacris,regilla,Adult,8,A,Given,35.1,NA,Y,3,3,0.6,10,9.3,1,NA,L,Loss of righting response,NA,1167,3.07,"Clinton, Montana",Temperate,46.77,1.67,46.77,-113.714,Field,NA,1973,Claussen 1973,"Claussen, D. L. 1973. The thermal relations of the tailed frog, Ascaphus truei, and the pacific treefrog, Hyla regilla. Comparative Biochemistry and Physiology part A 44:137-153.",1540984,6.19,Not introduced,NA,3000,33,1.52,Terrestrial,0.025106042,27.8,Not threatened,0
124_Pseudacris regilla,124,Anura,Hylidae,Hyla,regilla,Hylidae,Pseudacris,regilla,Hylidae,Pseudacris regilla,Pseudacris,regilla,Adult,8,A,Given,35.3,NA,Y,3,3,0.6,20,7.9,1,NA,L,Loss of righting response,NA,1167,3.07,"Clinton, Montana",Temperate,46.77,1.67,46.77,-113.714,Field,NA,1973,Claussen 1973,"Claussen, D. L. 1973. The thermal relations of the tailed frog, Ascaphus truei, and the pacific treefrog, Hyla regilla. Comparative Biochemistry and Physiology part A 44:137-153.",1540984,6.19,Not introduced,NA,3000,33,1.52,Terrestrial,0.025106042,27.8,Not threatened,0
481_Pseudacris triseriata,481,Anura,Hylidae,Pseudacris,triseriata,Hylidae,Pseudacris,triseriata,Hylidae,Pseudacris triseriata,Pseudacris,triseriata,larva,10,B,N given,38.8,NA,Y,3,3,0.6,30,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.54,34.683,-82.837,Field,Gosner stage 43,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",3425336,6.53,Not introduced,NA,NA,33,1.52,Terrestrial,0.01137455,32,Not threatened,0
475_Pseudacris triseriata,475,Anura,Hylidae,Pseudacris,triseriata,Hylidae,Pseudacris,triseriata,Hylidae,Pseudacris triseriata,Pseudacris,triseriata,larva,10,B,N given,38.9,NA,Y,3,3,0.6,30,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.54,34.683,-82.837,Field,Gosner stage 27,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",3425336,6.53,Not introduced,NA,NA,33,1.52,Terrestrial,0.01137455,32,Not threatened,0
482_Pseudacris triseriata,482,Anura,Hylidae,Pseudacris,triseriata,Hylidae,Pseudacris,triseriata,Hylidae,Pseudacris triseriata,Pseudacris,triseriata,larva,10,B,N given,39.4,NA,Y,3,3,0.6,30,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.54,34.683,-82.837,Field,Gosner stage 46,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",3425336,6.53,Not introduced,NA,NA,33,1.52,Terrestrial,0.01137455,32,Not threatened,0
478_Pseudacris triseriata,478,Anura,Hylidae,Pseudacris,triseriata,Hylidae,Pseudacris,triseriata,Hylidae,Pseudacris triseriata,Pseudacris,triseriata,larva,10,B,N given,39.7,NA,Y,3,3,0.6,30,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.54,34.683,-82.837,Field,Gosner stage 39,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",3425336,6.53,Not introduced,NA,NA,33,1.52,Terrestrial,0.01137455,32,Not threatened,0
476_Pseudacris triseriata,476,Anura,Hylidae,Pseudacris,triseriata,Hylidae,Pseudacris,triseriata,Hylidae,Pseudacris triseriata,Pseudacris,triseriata,larva,10,B,N given,39.7,NA,Y,3,3,0.6,30,NA,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.54,34.683,-82.837,Field,Gosner stage 32,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",3425336,6.53,Not introduced,NA,NA,33,1.52,Terrestrial,0.01137455,32,Not threatened,0
