genus,species,parameter_value,parameter_tmax_or_tmin,error_estimate,error_type,sample_size,metric_type,metric_description,ramping_rate,ramping_to_reach_st,duration_of_chronic_exposure,acclim_temp,acclim_time,temp_before_pretreament_held_or_ff_for_field_fresh,timing_of_collection,latitude,longitude,elevation_of_collection,location_description,ref,life_stage,phylum,class,order,family,realm_specific,realm_general,notes,genus_species,extractor,original_compilation,n_cat,Reference,DOI,Continent,Realm,Number of species with Tmax,Number of species with Tmin
Cophosaurus,texanus,15.4,tmin,1.9,SE,4,critical,onset_of_rigor,1.5,NA,NA,NA,NA,FF,Summer,29.22,-102.88,560,"Boquillas Canyon, Big Bend National Park, Texas",Bashey_&_Dunham_1997,adult,Chordata,Lepidosauria,Squamata,Iguanidae,desert,terrestrial,NA,Cophosaurus_texanus,group,intratherm_team,NA,"Bashey, F. & Dunham, A. E. Elevational variation in the thermal constraints on and microhabitat preferences of the greater earless lizard Cophosaurus texanus. Copeia, 725-737 (1997).",10.2307/1447290,North America,Terrestrial,1,1
Eleutherodactylus,coqui,37.2,tmax,0.8,SD,10,critical,no_response_to_prodding,0.5,NA,NA,NA,NA,FF,Spring,18.4,-66.05,15,University of Puerto Rico,Christian_et_al_1988,adult,Chordata,Amphibia,Anura,Eleutherodactylidae,NA,terrestrial,NA,Eleutherodactylus_coqui,group,intratherm_team,NA,"Christian, K. A., Nunez, F., Clos, L. & Diaz, L. Thermal relations of some tropical frogs along an altitudinal gradient. Biotropica, 236-239 (1988).",10.2307/2388239,North America,Terrestrial,2,2
Eleutherodactylus,coqui,37,tmax,0.45,SD,9,critical,no_response_to_prodding,0.5,NA,NA,NA,NA,FF,Autumn,18.4,-66.05,15,University of Puerto Rico,Christian_et_al_1988,adult,Chordata,Amphibia,Anura,Eleutherodactylidae,NA,terrestrial,NA,Eleutherodactylus_coqui,group,intratherm_team,NA,"Christian, K. A., Nunez, F., Clos, L. & Diaz, L. Thermal relations of some tropical frogs along an altitudinal gradient. Biotropica, 236-239 (1988).",10.2307/2388239,North America,Terrestrial,2,2
Eleutherodactylus,coqui,7.3,tmin,1.5,SD,10,critical,no_response_to_prodding,0.5,NA,NA,20,1w,NA,Spring,18.4,-66.05,15,University of Puerto Rico,Christian_et_al_1988,adult,Chordata,Amphibia,Anura,Eleutherodactylidae,NA,terrestrial,NA,Eleutherodactylus_coqui,group,intratherm_team,NA,"Christian, K. A., Nunez, F., Clos, L. & Diaz, L. Thermal relations of some tropical frogs along an altitudinal gradient. Biotropica, 236-239 (1988).",10.2307/2388239,North America,Terrestrial,2,2
Eleutherodactylus,coqui,37.1,tmax,0.66,SD,12,critical,no_response_to_prodding,0.5,NA,NA,NA,NA,FF,Spring,18.29,-65.8,700,El Yunque National Forest,Christian_et_al_1988,adult,Chordata,Amphibia,Anura,Eleutherodactylidae,NA,terrestrial,NA,Eleutherodactylus_coqui,group,intratherm_team,NA,"Christian, K. A., Nunez, F., Clos, L. & Diaz, L. Thermal relations of some tropical frogs along an altitudinal gradient. Biotropica, 236-239 (1988).",10.2307/2388239,North America,Terrestrial,2,2
Eleutherodactylus,coqui,36.8,tmax,0.6,SD,12,critical,no_response_to_prodding,0.5,NA,NA,NA,NA,FF,Autumn,18.29,-65.8,700,El Yunque National Forest,Christian_et_al_1988,adult,Chordata,Amphibia,Anura,Eleutherodactylidae,NA,terrestrial,NA,Eleutherodactylus_coqui,group,intratherm_team,NA,"Christian, K. A., Nunez, F., Clos, L. & Diaz, L. Thermal relations of some tropical frogs along an altitudinal gradient. Biotropica, 236-239 (1988).",10.2307/2388239,North America,Terrestrial,2,2
Eleutherodactylus,coqui,7.5,tmin,0.5,SD,8,critical,no_response_to_prodding,0.5,NA,NA,20,1w,NA,Spring,18.29,-65.8,700,El Yunque National Forest,Christian_et_al_1988,adult,Chordata,Amphibia,Anura,Eleutherodactylidae,NA,terrestrial,NA,Eleutherodactylus_coqui,group,intratherm_team,NA,"Christian, K. A., Nunez, F., Clos, L. & Diaz, L. Thermal relations of some tropical frogs along an altitudinal gradient. Biotropica, 236-239 (1988).",10.2307/2388239,North America,Terrestrial,2,2
Eleutherodactylus,portoricensus,36.3,tmax,0.72,SD,13,critical,no_response_to_prodding,0.5,NA,NA,25,NA,FF,Spring_to_autumn,18.2,-65.8,500,El_Yunque_forest,Christian_et_al_1988,NA,Chordata,Amphibia,Anura,Eleutherodactylidae,NA,terrestrial,NA,Eleutherodactylus_portoricensus,group,intratherm_team,NA,"Christian, K. A., Nunez, F., Clos, L. & Diaz, L. Thermal relations of some tropical frogs along an altitudinal gradient. Biotropica, 236-239 (1988).",10.2307/2388239,North America,Terrestrial,2,2
Eleutherodactylus,portoricensus,36.2,tmax,0.47,SD,14,critical,no_response_to_prodding,0.5,NA,NA,25,NA,FF,Spring_to_autumn,18.2,-65.8,500,El_Yunque_forest,Christian_et_al_1988,NA,Chordata,Amphibia,Anura,Eleutherodactylidae,NA,terrestrial,NA,Eleutherodactylus_portoricensus,group,intratherm_team,NA,"Christian, K. A., Nunez, F., Clos, L. & Diaz, L. Thermal relations of some tropical frogs along an altitudinal gradient. Biotropica, 236-239 (1988).",10.2307/2388239,North America,Terrestrial,2,2
Eleutherodactylus,portoricensus,7.5,tmin,0.72,SD,10,critical,no_response_to_prodding,0.5,NA,NA,20,NA,FF,Spring_to_autumn,18.2,-65.8,500,El_Yunque_forest,Christian_et_al_1988,NA,Chordata,Amphibia,Anura,Eleutherodactylidae,NA,terrestrial,NA,Eleutherodactylus_portoricensus,group,intratherm_team,NA,"Christian, K. A., Nunez, F., Clos, L. & Diaz, L. Thermal relations of some tropical frogs along an altitudinal gradient. Biotropica, 236-239 (1988).",10.2307/2388239,North America,Terrestrial,2,2
Rana,pipiens,37,tmax,NA,NA,NA,critical,righting_ability,1,NA,NA,26,2.5w,NA,Summer,17,NA,2011.68,"Mexico, Chiapas, E.Casas",Brattstrom_1968,adult,Chordata,Amphibia,Anura,Ranidae,NA,terrestrial,NA,Rana_pipiens,group,intratherm_team,10-100,"Brattstrom, B. H. Thermal acclimation in anuran amphibians as a function of latitude and altitude. Comparative Biochemistry and Physiology 24, 93-111 (1968).",10.1016/0010-406X(68)90961-4,North America,Terrestrial,35,39
Rana,pipiens,35.2,tmax,NA,NA,NA,critical,righting_ability,1,NA,NA,26,2.5w,NA,Summer,17,NA,2255.52,"Mexico, Chiapas, W. Casas",Brattstrom_1968,adult,Chordata,Amphibia,Anura,Ranidae,NA,terrestrial,NA,Rana_pipiens,group,intratherm_team,10-100,"Brattstrom, B. H. Thermal acclimation in anuran amphibians as a function of latitude and altitude. Comparative Biochemistry and Physiology 24, 93-111 (1968).",10.1016/0010-406X(68)90961-4,North America,Terrestrial,35,39
Rana,pipiens,30.8,tmax,NA,NA,NA,critical,righting_ability,1,NA,NA,5,2.5w,NA,Summer,17,NA,2255.52,"Mexico, Chiapas, W. Casas",Brattstrom_1968,adult,Chordata,Amphibia,Anura,Ranidae,NA,terrestrial,NA,Rana_pipiens,group,intratherm_team,10-100,"Brattstrom, B. H. Thermal acclimation in anuran amphibians as a function of latitude and altitude. Comparative Biochemistry and Physiology 24, 93-111 (1968).",10.1016/0010-406X(68)90961-4,North America,Terrestrial,35,39
Rana,pipiens,30,tmax,NA,NA,NA,critical,righting_ability,1,NA,NA,5,2.5w,NA,Summer,17,NA,2011.68,"Mexico, Chiapas, E.Casas",Brattstrom_1968,adult,Chordata,Amphibia,Anura,Ranidae,NA,terrestrial,NA,Rana_pipiens,group,intratherm_team,10-100,"Brattstrom, B. H. Thermal acclimation in anuran amphibians as a function of latitude and altitude. Comparative Biochemistry and Physiology 24, 93-111 (1968).",10.1016/0010-406X(68)90961-4,North America,Terrestrial,35,39
Rana,pipiens,-1.6,tmin,NA,NA,NA,lethal,50percent_damage,NA,NA,24h,23,7d,NA,Summer,17,NA,2255.52,"Mexico, Chiapas, W. Casas",Brattstrom_1968,adult,Chordata,Amphibia,Anura,Ranidae,NA,terrestrial,NA,Rana_pipiens,group,intratherm_team,10-100,"Brattstrom, B. H. Thermal acclimation in anuran amphibians as a function of latitude and altitude. Comparative Biochemistry and Physiology 24, 93-111 (1968).",10.1016/0010-406X(68)90961-4,North America,Terrestrial,35,39
Rana,pipiens,-1.6,tmin,NA,NA,NA,lethal,50percent_damage,NA,NA,24h,23,7d,NA,Summer,17,NA,2011.68,"Mexico, Chiapas, E.Casas",Brattstrom_1968,adult,Chordata,Amphibia,Anura,Ranidae,NA,terrestrial,NA,Rana_pipiens,group,intratherm_team,10-100,"Brattstrom, B. H. Thermal acclimation in anuran amphibians as a function of latitude and altitude. Comparative Biochemistry and Physiology 24, 93-111 (1968).",10.1016/0010-406X(68)90961-4,North America,Terrestrial,35,39
Rana,pipiens,35.7,tmax,NA,NA,NA,critical,righting_ability,1,NA,NA,26,2.5w,NA,Summer,10,NA,1554.48,"Costa Rica, Vol. Turrialba",Brattstrom_1968,adult,Chordata,Amphibia,Anura,Ranidae,NA,terrestrial,NA,Rana_pipiens,group,intratherm_team,10-100,"Brattstrom, B. H. Thermal acclimation in anuran amphibians as a function of latitude and altitude. Comparative Biochemistry and Physiology 24, 93-111 (1968).",10.1016/0010-406X(68)90961-4,North America,Terrestrial,35,39
Rana,pipiens,31,tmax,NA,NA,NA,critical,righting_ability,1,NA,NA,5,2.5w,NA,Summer,10,NA,1554.48,"Costa Rica, Vol. Turrialba",Brattstrom_1968,adult,Chordata,Amphibia,Anura,Ranidae,NA,terrestrial,NA,Rana_pipiens,group,intratherm_team,10-100,"Brattstrom, B. H. Thermal acclimation in anuran amphibians as a function of latitude and altitude. Comparative Biochemistry and Physiology 24, 93-111 (1968).",10.1016/0010-406X(68)90961-4,North America,Terrestrial,35,39
Rana,pipiens,-1.6,tmin,NA,NA,NA,lethal,50percent_damage,NA,NA,24h,23,7d,NA,Summer,10,NA,1554.48,"Costa Rica, Vol. Turrialba",Brattstrom_1968,adult,Chordata,Amphibia,Anura,Ranidae,NA,terrestrial,NA,Rana_pipiens,group,intratherm_team,10-100,"Brattstrom, B. H. Thermal acclimation in anuran amphibians as a function of latitude and altitude. Comparative Biochemistry and Physiology 24, 93-111 (1968).",10.1016/0010-406X(68)90961-4,North America,Terrestrial,35,39
Haplogloia,andersonii,25.6,tmax,NA,NA,NA,lethal,50percent_survival,NA,NA,2w,NA,4w,20,Spring,-14,-76.3,NA,Bahia_Mendieta_Peru,Peters_&_Breeman_1993,gametophyte,Phaeophyceae,Phaeophyceae,Ectocarpales,Chordariaceae,NA,marine,NA,Haplogloia_andersonii,group,intratherm_team,NA,"Peters, A. & Breeman, A. Temperature tolerance and latitudinal range of brown algae from temperate Pacific South America. Marine Biology 115, 143-150 (1993).",10.1007/BF00349396,South America,Aquatic,22,NA
Hyla,chloris,40,tmax,NA,NA,2,critical,onset_of_spasm,1,NA,NA,30,10d,NA,Winter,-17,NA,304.8,"Qld, Cairns, Australia",Brattstrom_1970,adult,Chordata,Amphibia,Anura,Hylidae,NA,terrestrial,NA,Hyla_chloris,group,intratherm_team,NA,"Brattstrom, B. H. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35, 69-103 (1970).",10.1016/0010-406X(70)90915-1,Oceania,Terrestrial,38,NA
Hyla,chloris,38.9,tmax,NA,NA,2,critical,righting_ability,1,NA,NA,30,10d,NA,Winter,-17,NA,304.8,"Qld, Cairns, Australia",Brattstrom_1970,adult,Chordata,Amphibia,Anura,Hylidae,NA,terrestrial,NA,Hyla_chloris,group,intratherm_team,NA,"Brattstrom, B. H. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35, 69-103 (1970).",10.1016/0010-406X(70)90915-1,Oceania,Terrestrial,38,NA
Hyla,gracilenta,38.3,tmax,NA,NA,NA,critical,righting_ability,1,NA,NA,30,NA,NA,Summer,-17,NA,1000,Cairns_Queensland_Australia,Brattstrom_1970,NA,Chordata,Amphibia,Anura,Hylidae,trees,terrestrial,NA,Hyla_gracilenta,group,intratherm_team,NA,"Brattstrom, B. H. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35, 69-103 (1970).",10.1016/0010-406X(70)90915-1,Oceania,Terrestrial,38,NA
Hyla,lesueuri,35.6,tmax,NA,NA,NA,critical,onset_of_spasm,1,NA,NA,30,NA,NA,Summer,-17,NA,1000,Cairns_Queensland_Australia,Brattstrom_1970,NA,Chordata,Amphibia,Anura,Hylidae,trees,terrestrial,NA,Hyla_lesueuri,group,intratherm_team,NA,"Brattstrom, B. H. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35, 69-103 (1970).",10.1016/0010-406X(70)90915-1,Oceania,Terrestrial,38,NA
Hyla,lesueuri,34.2,tmax,NA,NA,NA,critical,righting_ability,1,NA,NA,30,NA,NA,Summer,-17,NA,1000,Cairns_Queensland_Australia,Brattstrom_1970,NA,Chordata,Amphibia,Anura,Hylidae,trees,terrestrial,NA,Hyla_lesueuri,group,intratherm_team,NA,"Brattstrom, B. H. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35, 69-103 (1970).",10.1016/0010-406X(70)90915-1,Oceania,Terrestrial,38,NA
Hyla,lesueuri,32.7,tmax,NA,NA,NA,critical,righting_ability,1,NA,NA,10,NA,NA,Summer,-17,NA,1000,Cairns_Queensland_Australia,Brattstrom_1970,NA,Chordata,Amphibia,Anura,Hylidae,trees,terrestrial,NA,Hyla_lesueuri,group,intratherm_team,NA,"Brattstrom, B. H. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35, 69-103 (1970).",10.1016/0010-406X(70)90915-1,Oceania,Terrestrial,38,NA
Hyla,chloris,39.5,tmax,NA,NA,29,critical,onset_of_spasm,1,NA,NA,30,10d,NA,Winter,-18,NA,2400,"Qld, Atherton, Australia",Brattstrom_1970,adult,Chordata,Amphibia,Anura,Hylidae,NA,terrestrial,NA,Hyla_chloris,group,intratherm_team,NA,"Brattstrom, B. H. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35, 69-103 (1970).",10.1016/0010-406X(70)90915-1,Oceania,Terrestrial,38,NA
Hyla,chloris,38.3,tmax,NA,NA,29,critical,righting_ability,1,NA,NA,30,10d,NA,Winter,-18,NA,2400,"Qld, Atherton, Australia",Brattstrom_1970,adult,Chordata,Amphibia,Anura,Hylidae,NA,terrestrial,NA,Hyla_chloris,group,intratherm_team,NA,"Brattstrom, B. H. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35, 69-103 (1970).",10.1016/0010-406X(70)90915-1,Oceania,Terrestrial,38,NA
Hyla,chloris,38,tmax,NA,NA,29,critical,onset_of_spasm,1,NA,NA,10,10d,NA,Winter,-18,NA,2400,"Qld, Atherton, Australia",Brattstrom_1970,adult,Chordata,Amphibia,Anura,Hylidae,NA,terrestrial,NA,Hyla_chloris,group,intratherm_team,NA,"Brattstrom, B. H. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35, 69-103 (1970).",10.1016/0010-406X(70)90915-1,Oceania,Terrestrial,38,NA
Hyla,chloris,37,tmax,NA,NA,29,critical,righting_ability,1,NA,NA,10,10d,NA,Winter,-18,NA,2400,"Qld, Atherton, Australia",Brattstrom_1970,adult,Chordata,Amphibia,Anura,Hylidae,NA,terrestrial,NA,Hyla_chloris,group,intratherm_team,NA,"Brattstrom, B. H. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35, 69-103 (1970).",10.1016/0010-406X(70)90915-1,Oceania,Terrestrial,38,NA
Hyla,glauerti,41.7,tmax,NA,NA,NA,critical,onset_of_spasm,1,NA,NA,30,NA,NA,Summer,-18,NA,1000,Tully_Queensland_Australia,Brattstrom_1970,NA,Chordata,Amphibia,Anura,Hylidae,trees,terrestrial,NA,Hyla_glauerti,group,intratherm_team,NA,"Brattstrom, B. H. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35, 69-103 (1970).",10.1016/0010-406X(70)90915-1,Oceania,Terrestrial,38,NA
Hyla,glauerti,41.6,tmax,NA,NA,NA,critical,righting_ability,1,NA,NA,30,NA,NA,Summer,-18,NA,1000,Tully_Queensland_Australia,Brattstrom_1970,NA,Chordata,Amphibia,Anura,Hylidae,trees,terrestrial,NA,Hyla_glauerti,group,intratherm_team,NA,"Brattstrom, B. H. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35, 69-103 (1970).",10.1016/0010-406X(70)90915-1,Oceania,Terrestrial,38,NA
Hyla,rubella,41.6,tmax,NA,NA,NA,critical,righting_ability,1,NA,NA,30,NA,NA,Summer,-18,NA,2400,Atherton_Queensland_Australia,Brattstrom_1970,NA,Chordata,Amphibia,Anura,Hylidae,trees,terrestrial,NA,Hyla_rubella,group,intratherm_team,NA,"Brattstrom, B. H. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35, 69-103 (1970).",10.1016/0010-406X(70)90915-1,Oceania,Terrestrial,38,NA
Hyla,rothi,40.1,tmax,NA,NA,NA,critical,onset_of_spasm,1,NA,NA,30,NA,NA,Summer,-18,NA,1000,Tully_Queensland_Australia,Brattstrom_1970,NA,Chordata,Amphibia,Anura,Hylidae,trees,terrestrial,NA,Hyla_rothi,group,intratherm_team,NA,"Brattstrom, B. H. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35, 69-103 (1970).",10.1016/0010-406X(70)90915-1,Oceania,Terrestrial,38,NA
Hyla,gracilenta,39.6,tmax,NA,NA,NA,critical,onset_of_spasm,1,NA,NA,30,NA,NA,Summer,-18,NA,2400,Atherton_Queensland_Australia,Brattstrom_1970,NA,Chordata,Amphibia,Anura,Hylidae,trees,terrestrial,NA,Hyla_gracilenta,group,intratherm_team,NA,"Brattstrom, B. H. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35, 69-103 (1970).",10.1016/0010-406X(70)90915-1,Oceania,Terrestrial,38,NA
Hyla,rothi,39.4,tmax,NA,NA,NA,critical,righting_ability,1,NA,NA,30,NA,NA,Summer,-18,NA,1000,Tully_Queensland_Australia,Brattstrom_1970,NA,Chordata,Amphibia,Anura,Hylidae,trees,terrestrial,NA,Hyla_rothi,group,intratherm_team,NA,"Brattstrom, B. H. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35, 69-103 (1970).",10.1016/0010-406X(70)90915-1,Oceania,Terrestrial,38,NA
Hyla,rubella,39.4,tmax,NA,NA,NA,critical,onset_of_spasm,1,NA,NA,30,NA,NA,Summer,-18,NA,1000,Tully_Queensland_Australia,Brattstrom_1970,NA,Chordata,Amphibia,Anura,Hylidae,trees,terrestrial,NA,Hyla_rubella,group,intratherm_team,NA,"Brattstrom, B. H. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35, 69-103 (1970).",10.1016/0010-406X(70)90915-1,Oceania,Terrestrial,38,NA
Hyla,gracilenta,39,tmax,NA,NA,NA,critical,onset_of_spasm,1,NA,NA,10,NA,NA,Summer,-18,NA,2400,Atherton_Queensland_Australia,Brattstrom_1970,NA,Chordata,Amphibia,Anura,Hylidae,trees,terrestrial,NA,Hyla_gracilenta,group,intratherm_team,NA,"Brattstrom, B. H. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35, 69-103 (1970).",10.1016/0010-406X(70)90915-1,Oceania,Terrestrial,38,NA
Hyla,glauerti,38.9,tmax,NA,NA,NA,critical,onset_of_spasm,1,NA,NA,10,NA,NA,Summer,-18,NA,1000,Tully_Queensland_Australia,Brattstrom_1970,NA,Chordata,Amphibia,Anura,Hylidae,trees,terrestrial,NA,Hyla_glauerti,group,intratherm_team,NA,"Brattstrom, B. H. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35, 69-103 (1970).",10.1016/0010-406X(70)90915-1,Oceania,Terrestrial,38,NA
Hyla,rubella,38.7,tmax,NA,NA,NA,critical,righting_ability,1,NA,NA,30,NA,NA,Summer,-18,NA,1000,Tully_Queensland_Australia,Brattstrom_1970,NA,Chordata,Amphibia,Anura,Hylidae,trees,terrestrial,NA,Hyla_rubella,group,intratherm_team,NA,"Brattstrom, B. H. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35, 69-103 (1970).",10.1016/0010-406X(70)90915-1,Oceania,Terrestrial,38,NA
Hyla,gracilenta,38.3,tmax,NA,NA,NA,critical,righting_ability,1,NA,NA,30,NA,NA,Summer,-18,NA,2400,Atherton_Queensland_Australia,Brattstrom_1970,NA,Chordata,Amphibia,Anura,Hylidae,trees,terrestrial,NA,Hyla_gracilenta,group,intratherm_team,NA,"Brattstrom, B. H. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35, 69-103 (1970).",10.1016/0010-406X(70)90915-1,Oceania,Terrestrial,38,NA
Hyla,glauerti,37.5,tmax,NA,NA,NA,critical,righting_ability,1,NA,NA,10,NA,NA,Summer,-18,NA,1000,Tully_Queensland_Australia,Brattstrom_1970,NA,Chordata,Amphibia,Anura,Hylidae,trees,terrestrial,NA,Hyla_glauerti,group,intratherm_team,NA,"Brattstrom, B. H. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35, 69-103 (1970).",10.1016/0010-406X(70)90915-1,Oceania,Terrestrial,38,NA
Hyla,rubella,37.3,tmax,NA,NA,NA,critical,onset_of_spasm,1,NA,NA,10,NA,NA,Summer,-18,NA,1000,Tully_Queensland_Australia,Brattstrom_1970,NA,Chordata,Amphibia,Anura,Hylidae,trees,terrestrial,NA,Hyla_rubella,group,intratherm_team,NA,"Brattstrom, B. H. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35, 69-103 (1970).",10.1016/0010-406X(70)90915-1,Oceania,Terrestrial,38,NA
Hyla,gracilenta,36.6,tmax,NA,NA,NA,critical,righting_ability,1,NA,NA,10,NA,NA,Summer,-18,NA,2400,Atherton_Queensland_Australia,Brattstrom_1970,NA,Chordata,Amphibia,Anura,Hylidae,trees,terrestrial,NA,Hyla_gracilenta,group,intratherm_team,NA,"Brattstrom, B. H. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35, 69-103 (1970).",10.1016/0010-406X(70)90915-1,Oceania,Terrestrial,38,NA
Limnodynastes,peroni,36.3,tmax,NA,NA,NA,critical,onset_of_spasm,1,NA,NA,30,NA,NA,Summer,-18,NA,1000,Tully_Queensland_Australia,Brattstrom_1970,NA,Chordata,Amphibia,Anura,Hylidae,NA,terrestrial,NA,Limnodynastes_peroni,group,intratherm_team,NA,"Brattstrom, B. H. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35, 69-103 (1970).",10.1016/0010-406X(70)90915-1,Oceania,Terrestrial,38,NA
Hyla,rubella,35.7,tmax,NA,NA,NA,critical,righting_ability,1,NA,NA,10,NA,NA,Summer,-18,NA,1000,Tully_Queensland_Australia,Brattstrom_1970,NA,Chordata,Amphibia,Anura,Hylidae,trees,terrestrial,NA,Hyla_rubella,group,intratherm_team,NA,"Brattstrom, B. H. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35, 69-103 (1970).",10.1016/0010-406X(70)90915-1,Oceania,Terrestrial,38,NA
Hyla,rothi,34.5,tmax,NA,NA,NA,critical,onset_of_spasm,1,NA,NA,10,NA,NA,Summer,-18,NA,1000,Tully_Queensland_Australia,Brattstrom_1970,NA,Chordata,Amphibia,Anura,Hylidae,trees,terrestrial,NA,Hyla_rothi,group,intratherm_team,NA,"Brattstrom, B. H. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35, 69-103 (1970).",10.1016/0010-406X(70)90915-1,Oceania,Terrestrial,38,NA
Limnodynastes,peroni,34.1,tmax,NA,NA,NA,critical,righting_ability,1,NA,NA,30,NA,NA,Summer,-18,NA,1000,Tully_Queensland_Australia,Brattstrom_1970,NA,Chordata,Amphibia,Anura,Hylidae,NA,terrestrial,NA,Limnodynastes_peroni,group,intratherm_team,NA,"Brattstrom, B. H. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35, 69-103 (1970).",10.1016/0010-406X(70)90915-1,Oceania,Terrestrial,38,NA
Hyla,rothi,31.9,tmax,NA,NA,NA,critical,righting_ability,1,NA,NA,10,NA,NA,Summer,-18,NA,1000,Tully_Queensland_Australia,Brattstrom_1970,NA,Chordata,Amphibia,Anura,Hylidae,trees,terrestrial,NA,Hyla_rothi,group,intratherm_team,NA,"Brattstrom, B. H. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35, 69-103 (1970).",10.1016/0010-406X(70)90915-1,Oceania,Terrestrial,38,NA
Limnodynastes,peroni,30.6,tmax,NA,NA,NA,critical,righting_ability,1,NA,NA,10,NA,NA,Summer,-18,NA,1000,Tully_Queensland_Australia,Brattstrom_1970,NA,Chordata,Amphibia,Anura,Hylidae,NA,terrestrial,NA,Limnodynastes_peroni,group,intratherm_team,NA,"Brattstrom, B. H. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35, 69-103 (1970).",10.1016/0010-406X(70)90915-1,Oceania,Terrestrial,38,NA
Hyla,caerulea,40,tmax,NA,NA,7,critical,onset_of_spasm,1,NA,NA,30,10d,NA,Winter,-20,NA,304.8,"Qld, Townsville, Australia",Brattstrom_1970,adult,Chordata,Amphibia,Anura,Hylidae,NA,terrestrial,NA,Hyla_caerulea,group,intratherm_team,NA,"Brattstrom, B. H. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35, 69-103 (1970).",10.1016/0010-406X(70)90915-1,Oceania,Terrestrial,38,NA
Hyla,caerulea,39.3,tmax,NA,NA,7,critical,righting_ability,1,NA,NA,30,10d,NA,Winter,-20,NA,304.8,"Qld, Townsville, Australia",Brattstrom_1970,adult,Chordata,Amphibia,Anura,Hylidae,NA,terrestrial,NA,Hyla_caerulea,group,intratherm_team,NA,"Brattstrom, B. H. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35, 69-103 (1970).",10.1016/0010-406X(70)90915-1,Oceania,Terrestrial,38,NA
Hyla,rubella,40.8,tmax,NA,NA,NA,critical,onset_of_spasm,1,NA,NA,30,NA,NA,Summer,-20,NA,1000,Townsville_Queensland_Australia,Brattstrom_1970,NA,Chordata,Amphibia,Anura,Hylidae,trees,terrestrial,NA,Hyla_rubella,group,intratherm_team,NA,"Brattstrom, B. H. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35, 69-103 (1970).",10.1016/0010-406X(70)90915-1,Oceania,Terrestrial,38,NA
Hyla,glauerti,40.6,tmax,NA,NA,NA,critical,onset_of_spasm,1,NA,NA,30,NA,NA,Summer,-20,NA,1000,Townsville_Queensland_Australia,Brattstrom_1970,NA,Chordata,Amphibia,Anura,Hylidae,trees,terrestrial,NA,Hyla_glauerti,group,intratherm_team,NA,"Brattstrom, B. H. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35, 69-103 (1970).",10.1016/0010-406X(70)90915-1,Oceania,Terrestrial,38,NA
Hyla,glauerti,40.3,tmax,NA,NA,NA,critical,onset_of_spasm,1,NA,NA,10,NA,NA,Summer,-20,NA,1000,Townsville_Queensland_Australia,Brattstrom_1970,NA,Chordata,Amphibia,Anura,Hylidae,trees,terrestrial,NA,Hyla_glauerti,group,intratherm_team,NA,"Brattstrom, B. H. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35, 69-103 (1970).",10.1016/0010-406X(70)90915-1,Oceania,Terrestrial,38,NA
