genus,species,parameter_value,parameter_tmax_or_tmin,error_estimate,error_type,sample_size,metric_type,metric_description,ramping_rate,ramping_to_reach_st,duration_of_chronic_exposure,acclim_temp,acclim_time,temp_before_pretreament_held_or_ff_for_field_fresh,timing_of_collection,latitude,longitude,elevation_of_collection,location_description,ref,life_stage,phylum,class,order,family,realm_specific,realm_general,notes,genus_species,extractor,original_compilation,n_cat,Reference,DOI,Continent,Realm,Number of species with Tmax,Number of species with Tmin
Pacifastacus,leniusculus,4.4,tmin,NA,"NA",20,critical,50percent_loss_equilibrium,0.3,"NA","NA",25,2w,held,"NA",46.280449,-119.273682,"NA","Columbia river, Richland Washington",Becker_et_al_1977,adult,Arthropoda,Malacostraca,Decapoda,Astacidae,river,freshwater,NA,Pacifastacus_leniusculus,SO,intratherm_team,NA,"Becker, C., Genoway, R. & Schneider, M. Comparative cold resistance of three Columbia River organisms. Trans. Am. Fish. Soc. 106, 178-184 (1977).",0.1577/1548-8659(1977)106<178:CCROTC>2.0.CO;2,North America,Aquatic,NA,2
Pacifastacus,leniusculus,1.8,tmin,NA,"NA",20,critical,50percent_loss_equilibrium,0.3,"NA","NA",20,2w,held,"NA",46.280449,-119.273682,"NA","Columbia river, Richland Washington",Becker_et_al_1977,adult,Arthropoda,Malacostraca,Decapoda,Astacidae,river,freshwater,NA,Pacifastacus_leniusculus,SO,intratherm_team,NA,"Becker, C., Genoway, R. & Schneider, M. Comparative cold resistance of three Columbia River organisms. Trans. Am. Fish. Soc. 106, 178-184 (1977).",0.1577/1548-8659(1977)106<178:CCROTC>2.0.CO;2,North America,Aquatic,NA,2
Pacifastacus,leniusculus,0.4,tmin,NA,"NA",20,critical,50percent_loss_equilibrium,0.3,"NA","NA",15,2w,held,"NA",46.280449,-119.273682,"NA","Columbia river, Richland Washington",Becker_et_al_1977,adult,Arthropoda,Malacostraca,Decapoda,Astacidae,river,freshwater,NA,Pacifastacus_leniusculus,SO,intratherm_team,NA,"Becker, C., Genoway, R. & Schneider, M. Comparative cold resistance of three Columbia River organisms. Trans. Am. Fish. Soc. 106, 178-184 (1977).",0.1577/1548-8659(1977)106<178:CCROTC>2.0.CO;2,North America,Aquatic,NA,2
Pacifastacus,leniusculus,3.9,tmin,NA,"NA",20,critical,50percent_loss_equilibrium,0.1667,"NA","NA",25,2w,held,"NA",46.280449,-119.273682,"NA","Columbia river, Richland Washington",Becker_et_al_1977,adult,Arthropoda,Malacostraca,Decapoda,Astacidae,river,freshwater,NA,Pacifastacus_leniusculus,SO,intratherm_team,NA,"Becker, C., Genoway, R. & Schneider, M. Comparative cold resistance of three Columbia River organisms. Trans. Am. Fish. Soc. 106, 178-184 (1977).",0.1577/1548-8659(1977)106<178:CCROTC>2.0.CO;2,North America,Aquatic,NA,2
Pacifastacus,leniusculus,1.6,tmin,NA,"NA",20,critical,50percent_loss_equilibrium,0.1667,"NA","NA",20,2w,held,"NA",46.280449,-119.273682,"NA","Columbia river, Richland Washington",Becker_et_al_1977,adult,Arthropoda,Malacostraca,Decapoda,Astacidae,river,freshwater,NA,Pacifastacus_leniusculus,SO,intratherm_team,NA,"Becker, C., Genoway, R. & Schneider, M. Comparative cold resistance of three Columbia River organisms. Trans. Am. Fish. Soc. 106, 178-184 (1977).",0.1577/1548-8659(1977)106<178:CCROTC>2.0.CO;2,North America,Aquatic,NA,2
Pacifastacus,leniusculus,0.2,tmin,NA,"NA",20,critical,50percent_loss_equilibrium,0.1667,"NA","NA",15,2w,held,"NA",46.280449,-119.273682,"NA","Columbia river, Richland Washington",Becker_et_al_1977,adult,Arthropoda,Malacostraca,Decapoda,Astacidae,river,freshwater,NA,Pacifastacus_leniusculus,SO,intratherm_team,NA,"Becker, C., Genoway, R. & Schneider, M. Comparative cold resistance of three Columbia River organisms. Trans. Am. Fish. Soc. 106, 178-184 (1977).",0.1577/1548-8659(1977)106<178:CCROTC>2.0.CO;2,North America,Aquatic,NA,2
Pacifastacus,leniusculus,3.7,tmin,NA,"NA",20,critical,50percent_loss_equilibrium,0.0833,"NA","NA",25,2w,held,"NA",46.280449,-119.273682,"NA","Columbia river, Richland Washington",Becker_et_al_1977,adult,Arthropoda,Malacostraca,Decapoda,Astacidae,river,freshwater,NA,Pacifastacus_leniusculus,SO,intratherm_team,NA,"Becker, C., Genoway, R. & Schneider, M. Comparative cold resistance of three Columbia River organisms. Trans. Am. Fish. Soc. 106, 178-184 (1977).",0.1577/1548-8659(1977)106<178:CCROTC>2.0.CO;2,North America,Aquatic,NA,2
Pacifastacus,leniusculus,1.4,tmin,NA,"NA",20,critical,50percent_loss_equilibrium,0.0833,"NA","NA",20,2w,held,"NA",46.280449,-119.273682,"NA","Columbia river, Richland Washington",Becker_et_al_1977,adult,Arthropoda,Malacostraca,Decapoda,Astacidae,river,freshwater,NA,Pacifastacus_leniusculus,SO,intratherm_team,NA,"Becker, C., Genoway, R. & Schneider, M. Comparative cold resistance of three Columbia River organisms. Trans. Am. Fish. Soc. 106, 178-184 (1977).",0.1577/1548-8659(1977)106<178:CCROTC>2.0.CO;2,North America,Aquatic,NA,2
Pacifastacus,leniusculus,0.1,tmin,NA,"NA",20,critical,50percent_loss_equilibrium,0.0833,"NA","NA",15,2w,held,"NA",46.280449,-119.273682,"NA","Columbia river, Richland Washington",Becker_et_al_1977,adult,Arthropoda,Malacostraca,Decapoda,Astacidae,river,freshwater,NA,Pacifastacus_leniusculus,SO,intratherm_team,NA,"Becker, C., Genoway, R. & Schneider, M. Comparative cold resistance of three Columbia River organisms. Trans. Am. Fish. Soc. 106, 178-184 (1977).",0.1577/1548-8659(1977)106<178:CCROTC>2.0.CO;2,North America,Aquatic,NA,2
Pacifastacus,leniusculus,2.8,tmin,NA,"NA",20,critical,50percent_loss_equilibrium,0.05,"NA","NA",25,2w,held,"NA",46.280449,-119.273682,"NA","Columbia river, Richland Washington",Becker_et_al_1977,adult,Arthropoda,Malacostraca,Decapoda,Astacidae,river,freshwater,NA,Pacifastacus_leniusculus,SO,intratherm_team,NA,"Becker, C., Genoway, R. & Schneider, M. Comparative cold resistance of three Columbia River organisms. Trans. Am. Fish. Soc. 106, 178-184 (1977).",0.1577/1548-8659(1977)106<178:CCROTC>2.0.CO;2,North America,Aquatic,NA,2
Pacifastacus,leniusculus,0.5,tmin,NA,"NA",20,critical,50percent_loss_equilibrium,0.05,"NA","NA",20,2w,held,"NA",46.280449,-119.273682,"NA","Columbia river, Richland Washington",Becker_et_al_1977,adult,Arthropoda,Malacostraca,Decapoda,Astacidae,river,freshwater,NA,Pacifastacus_leniusculus,SO,intratherm_team,NA,"Becker, C., Genoway, R. & Schneider, M. Comparative cold resistance of three Columbia River organisms. Trans. Am. Fish. Soc. 106, 178-184 (1977).",0.1577/1548-8659(1977)106<178:CCROTC>2.0.CO;2,North America,Aquatic,NA,2
Pacifastacus,leniusculus,0.1,tmin,NA,"NA",20,critical,50percent_loss_equilibrium,0.05,"NA","NA",15,2w,held,"NA",46.280449,-119.273682,"NA","Columbia river, Richland Washington",Becker_et_al_1977,adult,Arthropoda,Malacostraca,Decapoda,Astacidae,river,freshwater,NA,Pacifastacus_leniusculus,SO,intratherm_team,NA,"Becker, C., Genoway, R. & Schneider, M. Comparative cold resistance of three Columbia River organisms. Trans. Am. Fish. Soc. 106, 178-184 (1977).",0.1577/1548-8659(1977)106<178:CCROTC>2.0.CO;2,North America,Aquatic,NA,2
Pacifastacus,leniusculus,2.5,tmin,0.5,"NA",20,lethal,50percent_survival,NA,"NA","NA",25,2w,held,"NA",46.280449,-119.273682,"NA","Columbia river, Richland Washington",Becker_et_al_1977,adult,Arthropoda,Malacostraca,Decapoda,Astacidae,river,freshwater,NA,Pacifastacus_leniusculus,SO,intratherm_team,NA,"Becker, C., Genoway, R. & Schneider, M. Comparative cold resistance of three Columbia River organisms. Trans. Am. Fish. Soc. 106, 178-184 (1977).",0.1577/1548-8659(1977)106<178:CCROTC>2.0.CO;2,North America,Aquatic,NA,2
Pacifastacus,leniusculus,0.4,tmin,NA,"NA",20,lethal,50percent_survival,NA,"NA","NA",20,2w,held,"NA",46.280449,-119.273682,"NA","Columbia river, Richland Washington",Becker_et_al_1977,adult,Arthropoda,Malacostraca,Decapoda,Astacidae,river,freshwater,NA,Pacifastacus_leniusculus,SO,intratherm_team,NA,"Becker, C., Genoway, R. & Schneider, M. Comparative cold resistance of three Columbia River organisms. Trans. Am. Fish. Soc. 106, 178-184 (1977).",0.1577/1548-8659(1977)106<178:CCROTC>2.0.CO;2,North America,Aquatic,NA,2
Pacifastacus,leniusculus,0,tmin,NA,"NA",20,lethal,50percent_survival,NA,"NA","NA",15,2w,held,"NA",46.280449,-119.273682,"NA","Columbia river, Richland Washington",Becker_et_al_1977,adult,Arthropoda,Malacostraca,Decapoda,Astacidae,river,freshwater,NA,Pacifastacus_leniusculus,SO,intratherm_team,NA,"Becker, C., Genoway, R. & Schneider, M. Comparative cold resistance of three Columbia River organisms. Trans. Am. Fish. Soc. 106, 178-184 (1977).",0.1577/1548-8659(1977)106<178:CCROTC>2.0.CO;2,North America,Aquatic,NA,2
Callorhinus,ursinus,6.8,tmin,0.9,SD,6,LTNZ,lower_critical_limit,NA,"NA","NA",NA,2-4m,held,Feb - Nov,57.17828,-170.28876,"NA","St Paul Island, Alaska",Rosen_&_Trites_2014,adult,Chordata,Mammalia,Carnivora,Otariidae,NA,marine,NA,Callorhinus_ursinus,SO,intratherm_team,NA,"Rosen, D. A. & Trites, A. W. Thermal limits in young northern fur seals, Callorhinus ursinus. Marine Mammal Science 30, 1014-1028 (2014).",10.1111/mms.12097,North American,Aquatic,NA,1
Callorhinus,ursinus,8,tmin,1.7,SD,6,LTNZ,lower_critical_limit,NA,"NA","NA",NA,2-4m,held,Feb - Nov,57.17828,-170.28876,"NA","St Paul Island, Alaska",Rosen_&_Trites_2014,adult,Chordata,Mammalia,Carnivora,Otariidae,NA,marine,NA,Callorhinus_ursinus,SO,intratherm_team,NA,"Rosen, D. A. & Trites, A. W. Thermal limits in young northern fur seals, Callorhinus ursinus. Marine Mammal Science 30, 1014-1028 (2014).",10.1111/mms.12097,North American,Aquatic,NA,1
Callorhinus,ursinus,6.2,tmin,2.9,SD,6,LTNZ,lower_critical_limit,NA,"NA","NA",NA,2-4m,held,Feb - Nov,57.17828,-170.28876,"NA","St Paul Island, Alaska",Rosen_&_Trites_2014,adult,Chordata,Mammalia,Carnivora,Otariidae,NA,marine,NA,Callorhinus_ursinus,SO,intratherm_team,NA,"Rosen, D. A. & Trites, A. W. Thermal limits in young northern fur seals, Callorhinus ursinus. Marine Mammal Science 30, 1014-1028 (2014).",10.1111/mms.12097,North American,Aquatic,NA,1
Callorhinus,ursinus,3.9,tmin,1.4,SD,6,LTNZ,lower_critical_limit,NA,"NA","NA",NA,2-4m,held,Feb - Nov,57.17828,-170.28876,"NA","St Paul Island, Alaska",Rosen_&_Trites_2014,adult,Chordata,Mammalia,Carnivora,Otariidae,NA,marine,NA,Callorhinus_ursinus,SO,intratherm_team,NA,"Rosen, D. A. & Trites, A. W. Thermal limits in young northern fur seals, Callorhinus ursinus. Marine Mammal Science 30, 1014-1028 (2014).",10.1111/mms.12097,North American,Aquatic,NA,1
Callorhinus,ursinus,5.4,tmin,2.7,SD,6,LTNZ,lower_critical_limit,NA,"NA","NA",NA,2-4m,held,Feb - Nov,57.17828,-170.28876,"NA","St Paul Island, Alaska",Rosen_&_Trites_2014,adult,Chordata,Mammalia,Carnivora,Otariidae,NA,marine,NA,Callorhinus_ursinus,SO,intratherm_team,NA,"Rosen, D. A. & Trites, A. W. Thermal limits in young northern fur seals, Callorhinus ursinus. Marine Mammal Science 30, 1014-1028 (2014).",10.1111/mms.12097,North American,Aquatic,NA,1
Callorhinus,ursinus,6.5,tmin,1.5,SD,6,LTNZ,lower_critical_limit,NA,"NA","NA",NA,2-4m,held,Feb - Nov,57.17828,-170.28876,"NA","St Paul Island, Alaska",Rosen_&_Trites_2014,adult,Chordata,Mammalia,Carnivora,Otariidae,NA,marine,NA,Callorhinus_ursinus,SO,intratherm_team,NA,"Rosen, D. A. & Trites, A. W. Thermal limits in young northern fur seals, Callorhinus ursinus. Marine Mammal Science 30, 1014-1028 (2014).",10.1111/mms.12097,North American,Aquatic,NA,1
Fundulus,parvipinnis,39.7,tmax,NA,"NA",NA,lethal,50percent_survival,NA,"NA",0.5h,28,57-63d,held,summer,32.779217,-117.2342,"NA","Mission Bay, San Diego, USA",Doudoroff_1945,adult,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae,NA,marine,NA,Fundulus_parvipinnis,SO,intratherm_team,NA,"Doudoroff, P. The resistance and acclimatization of marine fishes to temperature changes. ii. experiments with Fundulus and Atherinops. The Biological Bulletin 88, 194-206 (1945).",10.2307/1538044,North America,Aquatic,2,2
Fundulus,parvipinnis,39.3,tmax,NA,"NA",NA,lethal,50percent_survival,NA,"NA",1h,28,57-63d,held,summer,32.779217,-117.2342,"NA","Mission Bay, San Diego, USA",Doudoroff_1945,adult,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae,NA,marine,NA,Fundulus_parvipinnis,SO,intratherm_team,NA,"Doudoroff, P. The resistance and acclimatization of marine fishes to temperature changes. ii. experiments with Fundulus and Atherinops. The Biological Bulletin 88, 194-206 (1945).",10.2307/1538044,North America,Aquatic,2,2
Fundulus,parvipinnis,38.5,tmax,NA,"NA",NA,lethal,50percent_survival,NA,"NA",3h,28,57-63d,held,summer,32.779217,-117.2342,"NA","Mission Bay, San Diego, USA",Doudoroff_1945,adult,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae,NA,marine,NA,Fundulus_parvipinnis,SO,intratherm_team,NA,"Doudoroff, P. The resistance and acclimatization of marine fishes to temperature changes. ii. experiments with Fundulus and Atherinops. The Biological Bulletin 88, 194-206 (1945).",10.2307/1538044,North America,Aquatic,2,2
Fundulus,parvipinnis,37.7,tmax,NA,"NA",NA,lethal,50percent_survival,NA,"NA",6h,28,57-63d,held,summer,32.779217,-117.2342,"NA","Mission Bay, San Diego, USA",Doudoroff_1945,adult,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae,NA,marine,NA,Fundulus_parvipinnis,SO,intratherm_team,NA,"Doudoroff, P. The resistance and acclimatization of marine fishes to temperature changes. ii. experiments with Fundulus and Atherinops. The Biological Bulletin 88, 194-206 (1945).",10.2307/1538044,North America,Aquatic,2,2
Fundulus,parvipinnis,37.5,tmax,NA,"NA",NA,lethal,50percent_survival,NA,"NA",12h,28,57-63d,held,summer,32.779217,-117.2342,"NA","Mission Bay, San Diego, USA",Doudoroff_1945,adult,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae,NA,marine,NA,Fundulus_parvipinnis,SO,intratherm_team,NA,"Doudoroff, P. The resistance and acclimatization of marine fishes to temperature changes. ii. experiments with Fundulus and Atherinops. The Biological Bulletin 88, 194-206 (1945).",10.2307/1538044,North America,Aquatic,2,2
Fundulus,parvipinnis,36.9,tmax,NA,"NA",NA,lethal,50percent_survival,NA,"NA",24h,28,57-63d,held,summer,32.779217,-117.2342,"NA","Mission Bay, San Diego, USA",Doudoroff_1945,adult,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae,NA,marine,NA,Fundulus_parvipinnis,SO,intratherm_team,NA,"Doudoroff, P. The resistance and acclimatization of marine fishes to temperature changes. ii. experiments with Fundulus and Atherinops. The Biological Bulletin 88, 194-206 (1945).",10.2307/1538044,North America,Aquatic,2,2
Fundulus,parvipinnis,36.5,tmax,NA,"NA",NA,lethal,50percent_survival,NA,"NA",48h,28,57-63d,held,summer,32.779217,-117.2342,"NA","Mission Bay, San Diego, USA",Doudoroff_1945,adult,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae,NA,marine,NA,Fundulus_parvipinnis,SO,intratherm_team,NA,"Doudoroff, P. The resistance and acclimatization of marine fishes to temperature changes. ii. experiments with Fundulus and Atherinops. The Biological Bulletin 88, 194-206 (1945).",10.2307/1538044,North America,Aquatic,2,2
Fundulus,parvipinnis,36.5,tmax,NA,"NA",NA,lethal,50percent_survival,NA,"NA",72h,28,57-63d,held,summer,32.779217,-117.2342,"NA","Mission Bay, San Diego, USA",Doudoroff_1945,adult,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae,NA,marine,NA,Fundulus_parvipinnis,SO,intratherm_team,NA,"Doudoroff, P. The resistance and acclimatization of marine fishes to temperature changes. ii. experiments with Fundulus and Atherinops. The Biological Bulletin 88, 194-206 (1945).",10.2307/1538044,North America,Aquatic,2,2
Fundulus,parvipinnis,36.5,tmax,NA,"NA",NA,lethal,50percent_survival,NA,"NA",96h,28,57-63d,held,summer,32.779217,-117.2342,"NA","Mission Bay, San Diego, USA",Doudoroff_1945,adult,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae,NA,marine,NA,Fundulus_parvipinnis,SO,intratherm_team,NA,"Doudoroff, P. The resistance and acclimatization of marine fishes to temperature changes. ii. experiments with Fundulus and Atherinops. The Biological Bulletin 88, 194-206 (1945).",10.2307/1538044,North America,Aquatic,2,2
Fundulus,parvipinnis,36.5,tmax,NA,"NA",NA,lethal,50percent_survival,NA,"NA",120h,28,57-63d,held,summer,32.779217,-117.2342,"NA","Mission Bay, San Diego, USA",Doudoroff_1945,adult,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae,NA,marine,NA,Fundulus_parvipinnis,SO,intratherm_team,NA,"Doudoroff, P. The resistance and acclimatization of marine fishes to temperature changes. ii. experiments with Fundulus and Atherinops. The Biological Bulletin 88, 194-206 (1945).",10.2307/1538044,North America,Aquatic,2,2
Fundulus,parvipinnis,36.5,tmax,NA,"NA",NA,lethal,50percent_survival,NA,"NA",140h,28,57-63d,held,summer,32.779217,-117.2342,"NA","Mission Bay, San Diego, USA",Doudoroff_1945,adult,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae,NA,marine,NA,Fundulus_parvipinnis,SO,intratherm_team,NA,"Doudoroff, P. The resistance and acclimatization of marine fishes to temperature changes. ii. experiments with Fundulus and Atherinops. The Biological Bulletin 88, 194-206 (1945).",10.2307/1538044,North America,Aquatic,2,2
Fundulus,parvipinnis,36.1,tmax,NA,"NA",NA,lethal,50percent_survival,NA,"NA",0.5h,20,30-51d,held,summer,32.779217,-117.2342,"NA","Mission Bay, San Diego, USA",Doudoroff_1945,adult,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae,NA,marine,NA,Fundulus_parvipinnis,SO,intratherm_team,NA,"Doudoroff, P. The resistance and acclimatization of marine fishes to temperature changes. ii. experiments with Fundulus and Atherinops. The Biological Bulletin 88, 194-206 (1945).",10.2307/1538044,North America,Aquatic,2,2
Fundulus,parvipinnis,36.1,tmax,NA,"NA",NA,lethal,50percent_survival,NA,"NA",1h,20,30-51d,held,summer,32.779217,-117.2342,"NA","Mission Bay, San Diego, USA",Doudoroff_1945,adult,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae,NA,marine,NA,Fundulus_parvipinnis,SO,intratherm_team,NA,"Doudoroff, P. The resistance and acclimatization of marine fishes to temperature changes. ii. experiments with Fundulus and Atherinops. The Biological Bulletin 88, 194-206 (1945).",10.2307/1538044,North America,Aquatic,2,2
Fundulus,parvipinnis,35.8,tmax,NA,"NA",NA,lethal,50percent_survival,NA,"NA",3h,20,30-51d,held,summer,32.779217,-117.2342,"NA","Mission Bay, San Diego, USA",Doudoroff_1945,adult,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae,NA,marine,NA,Fundulus_parvipinnis,SO,intratherm_team,NA,"Doudoroff, P. The resistance and acclimatization of marine fishes to temperature changes. ii. experiments with Fundulus and Atherinops. The Biological Bulletin 88, 194-206 (1945).",10.2307/1538044,North America,Aquatic,2,2
Fundulus,parvipinnis,35.8,tmax,NA,"NA",NA,lethal,50percent_survival,NA,"NA",6h,20,30-51d,held,summer,32.779217,-117.2342,"NA","Mission Bay, San Diego, USA",Doudoroff_1945,adult,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae,NA,marine,NA,Fundulus_parvipinnis,SO,intratherm_team,NA,"Doudoroff, P. The resistance and acclimatization of marine fishes to temperature changes. ii. experiments with Fundulus and Atherinops. The Biological Bulletin 88, 194-206 (1945).",10.2307/1538044,North America,Aquatic,2,2
Fundulus,parvipinnis,35.7,tmax,NA,"NA",NA,lethal,50percent_survival,NA,"NA",12h,20,30-51d,held,summer,32.779217,-117.2342,"NA","Mission Bay, San Diego, USA",Doudoroff_1945,adult,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae,NA,marine,NA,Fundulus_parvipinnis,SO,intratherm_team,NA,"Doudoroff, P. The resistance and acclimatization of marine fishes to temperature changes. ii. experiments with Fundulus and Atherinops. The Biological Bulletin 88, 194-206 (1945).",10.2307/1538044,North America,Aquatic,2,2
Fundulus,parvipinnis,35.5,tmax,NA,"NA",NA,lethal,50percent_survival,NA,"NA",24h,20,30-51d,held,summer,32.779217,-117.2342,"NA","Mission Bay, San Diego, USA",Doudoroff_1945,adult,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae,NA,marine,NA,Fundulus_parvipinnis,SO,intratherm_team,NA,"Doudoroff, P. The resistance and acclimatization of marine fishes to temperature changes. ii. experiments with Fundulus and Atherinops. The Biological Bulletin 88, 194-206 (1945).",10.2307/1538044,North America,Aquatic,2,2
Fundulus,parvipinnis,35.4,tmax,NA,"NA",NA,lethal,50percent_survival,NA,"NA",48h,20,30-51d,held,summer,32.779217,-117.2342,"NA","Mission Bay, San Diego, USA",Doudoroff_1945,adult,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae,NA,marine,NA,Fundulus_parvipinnis,SO,intratherm_team,NA,"Doudoroff, P. The resistance and acclimatization of marine fishes to temperature changes. ii. experiments with Fundulus and Atherinops. The Biological Bulletin 88, 194-206 (1945).",10.2307/1538044,North America,Aquatic,2,2
Fundulus,parvipinnis,35.1,tmax,NA,"NA",NA,lethal,50percent_survival,NA,"NA",72h,20,30-51d,held,summer,32.779217,-117.2342,"NA","Mission Bay, San Diego, USA",Doudoroff_1945,adult,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae,NA,marine,NA,Fundulus_parvipinnis,SO,intratherm_team,NA,"Doudoroff, P. The resistance and acclimatization of marine fishes to temperature changes. ii. experiments with Fundulus and Atherinops. The Biological Bulletin 88, 194-206 (1945).",10.2307/1538044,North America,Aquatic,2,2
Fundulus,parvipinnis,34.8,tmax,NA,"NA",NA,lethal,50percent_survival,NA,"NA",96h,20,30-51d,held,summer,32.779217,-117.2342,"NA","Mission Bay, San Diego, USA",Doudoroff_1945,adult,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae,NA,marine,NA,Fundulus_parvipinnis,SO,intratherm_team,NA,"Doudoroff, P. The resistance and acclimatization of marine fishes to temperature changes. ii. experiments with Fundulus and Atherinops. The Biological Bulletin 88, 194-206 (1945).",10.2307/1538044,North America,Aquatic,2,2
Fundulus,parvipinnis,34.6,tmax,NA,"NA",NA,lethal,50percent_survival,NA,"NA",120h,20,30-51d,held,summer,32.779217,-117.2342,"NA","Mission Bay, San Diego, USA",Doudoroff_1945,adult,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae,NA,marine,NA,Fundulus_parvipinnis,SO,intratherm_team,NA,"Doudoroff, P. The resistance and acclimatization of marine fishes to temperature changes. ii. experiments with Fundulus and Atherinops. The Biological Bulletin 88, 194-206 (1945).",10.2307/1538044,North America,Aquatic,2,2
Fundulus,parvipinnis,34.4,tmax,NA,"NA",NA,lethal,50percent_survival,NA,"NA",140h,20,30-51d,held,summer,32.779217,-117.2342,"NA","Mission Bay, San Diego, USA",Doudoroff_1945,adult,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae,NA,marine,NA,Fundulus_parvipinnis,SO,intratherm_team,NA,"Doudoroff, P. The resistance and acclimatization of marine fishes to temperature changes. ii. experiments with Fundulus and Atherinops. The Biological Bulletin 88, 194-206 (1945).",10.2307/1538044,North America,Aquatic,2,2
Fundulus,parvipinnis,33.9,tmax,NA,"NA",NA,lethal,50percent_survival,NA,"NA",0.5h,14,58-70d,held,summer,32.779217,-117.2342,"NA","Mission Bay, San Diego, USA",Doudoroff_1945,adult,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae,NA,marine,NA,Fundulus_parvipinnis,SO,intratherm_team,NA,"Doudoroff, P. The resistance and acclimatization of marine fishes to temperature changes. ii. experiments with Fundulus and Atherinops. The Biological Bulletin 88, 194-206 (1945).",10.2307/1538044,North America,Aquatic,2,2
Fundulus,parvipinnis,33.7,tmax,NA,"NA",NA,lethal,50percent_survival,NA,"NA",1h,14,58-70d,held,summer,32.779217,-117.2342,"NA","Mission Bay, San Diego, USA",Doudoroff_1945,adult,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae,NA,marine,NA,Fundulus_parvipinnis,SO,intratherm_team,NA,"Doudoroff, P. The resistance and acclimatization of marine fishes to temperature changes. ii. experiments with Fundulus and Atherinops. The Biological Bulletin 88, 194-206 (1945).",10.2307/1538044,North America,Aquatic,2,2
Fundulus,parvipinnis,32.7,tmax,NA,"NA",NA,lethal,50percent_survival,NA,"NA",3h,14,58-70d,held,summer,32.779217,-117.2342,"NA","Mission Bay, San Diego, USA",Doudoroff_1945,adult,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae,NA,marine,NA,Fundulus_parvipinnis,SO,intratherm_team,NA,"Doudoroff, P. The resistance and acclimatization of marine fishes to temperature changes. ii. experiments with Fundulus and Atherinops. The Biological Bulletin 88, 194-206 (1945).",10.2307/1538044,North America,Aquatic,2,2
Fundulus,parvipinnis,32.4,tmax,NA,"NA",NA,lethal,50percent_survival,NA,"NA",6h,14,58-70d,held,summer,32.779217,-117.2342,"NA","Mission Bay, San Diego, USA",Doudoroff_1945,adult,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae,NA,marine,NA,Fundulus_parvipinnis,SO,intratherm_team,NA,"Doudoroff, P. The resistance and acclimatization of marine fishes to temperature changes. ii. experiments with Fundulus and Atherinops. The Biological Bulletin 88, 194-206 (1945).",10.2307/1538044,North America,Aquatic,2,2
Fundulus,parvipinnis,32.4,tmax,NA,"NA",NA,lethal,50percent_survival,NA,"NA",12h,14,58-70d,held,summer,32.779217,-117.2342,"NA","Mission Bay, San Diego, USA",Doudoroff_1945,adult,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae,NA,marine,NA,Fundulus_parvipinnis,SO,intratherm_team,NA,"Doudoroff, P. The resistance and acclimatization of marine fishes to temperature changes. ii. experiments with Fundulus and Atherinops. The Biological Bulletin 88, 194-206 (1945).",10.2307/1538044,North America,Aquatic,2,2
Fundulus,parvipinnis,32.3,tmax,NA,"NA",NA,lethal,50percent_survival,NA,"NA",24h,14,58-70d,held,summer,32.779217,-117.2342,"NA","Mission Bay, San Diego, USA",Doudoroff_1945,adult,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae,NA,marine,NA,Fundulus_parvipinnis,SO,intratherm_team,NA,"Doudoroff, P. The resistance and acclimatization of marine fishes to temperature changes. ii. experiments with Fundulus and Atherinops. The Biological Bulletin 88, 194-206 (1945).",10.2307/1538044,North America,Aquatic,2,2
Fundulus,parvipinnis,32.3,tmax,NA,"NA",NA,lethal,50percent_survival,NA,"NA",48h,14,58-70d,held,summer,32.779217,-117.2342,"NA","Mission Bay, San Diego, USA",Doudoroff_1945,adult,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae,NA,marine,NA,Fundulus_parvipinnis,SO,intratherm_team,NA,"Doudoroff, P. The resistance and acclimatization of marine fishes to temperature changes. ii. experiments with Fundulus and Atherinops. The Biological Bulletin 88, 194-206 (1945).",10.2307/1538044,North America,Aquatic,2,2
