"genus_species","lat_lon_1","lat_lon_2","elev_1","elev_2","mean_yearly_max_temp1","mean_yearly_max_temp2","experienced_mean_yearly_max_temp1","experienced_mean_yearly_max_temp2","distance","temp_difference","experienced_temp_difference","t_opt1","t_opt2","temp_difference_topt"
"Desmognathus ochrophaeus","35.255_-97.352","36.689_-80.321",328,497,31.9455875948405,28.2838873353317,31.9455875948405,28.2702234882067,1540575.02589811,3.66170025950877,3.67536410663375,34.3600182395912,27.7400030913417,6.6200151482495
"Desmognathus ochrophaeus","35.624_-82.993","36.689_-80.321",803,497,25.5361782622466,28.2838873353317,25.5361782622466,28.2702234882067,267813.915164608,2.74770907308506,2.73404522596008,25.1168982923387,27.7400030913417,2.623104799003
"Desmognathus quadramaculatus","35.219_-82.778","36.494_-81.12",757,906,25.7891782622466,24.0655806149298,25.7891782622466,24.0655806149298,206201.241379089,1.72359764731682,1.72359764731682,24.7933684993973,25.3628308048474,0.569462305450099
"Desmognathus quadramaculatus","35.219_-82.778","37.375_-80.523",757,1179,25.7891782622466,25.3019717296114,25.7891782622466,25.3019717296114,313878.47517938,0.487206532635266,0.487206532635266,24.7933684993973,24.2909260184769,0.502442480920401
"Desmognathus quadramaculatus","36.494_-81.12","37.375_-80.523",906,1179,24.0655806149298,25.3019717296114,24.0655806149298,25.3019717296114,111534.353288014,1.23639111468155,1.23639111468155,25.3628308048474,24.2909260184769,1.0719047863705
"Dicentrarchus labrax","36.76_35.71","38.82_-9",NA,NA,28.0017757068981,20.1397500276566,27.985234485973,NA,3900530.96677066,7.86202567924154,NA,NA,NA,NA
"Diplodus vulgaris","45_13.635093","38.82_-9",NA,NA,-0.467250005109236,20.1397500276566,-0.467250005109236,20.1397500276566,1989309.11800154,20.6070000327658,20.6070000327658,NA,NA,NA
"Dorosoma cepedianum","35.96_-83.92","41.65_-82.83",NA,NA,23.5405677101829,24.8923674149947,23.5405677101829,24.8923674149947,640409.906924305,1.35179970481179,1.35179970481179,NA,NA,NA
"Dorosoma cepedianum","35.96_-83.92","42.08_-81.34",NA,NA,23.5405677101829,24.8923674149947,23.5405677101829,24.8923674149947,716785.809811726,1.35179970481179,1.35179970481179,NA,NA,NA
"Dorosoma cepedianum","35.96_-83.92","38.34_-90.37",NA,NA,23.5405677101829,24.6074240944602,23.5405677101829,24.6074240944602,630445.276749768,1.06685638427734,1.06685638427734,NA,NA,NA
"Dorosoma cepedianum","41.65_-82.83","42.08_-81.34",NA,NA,24.8923674149947,24.8923674149947,24.8923674149947,24.8923674149947,132471.701743499,0,0,NA,NA,NA
"Dorosoma cepedianum","41.65_-82.83","38.34_-90.37",NA,NA,24.8923674149947,24.6074240944602,24.8923674149947,24.6074240944602,740706.251510595,0.284943320534445,0.284943320534445,NA,NA,NA
"Dorosoma cepedianum","42.08_-81.34","38.34_-90.37",NA,NA,24.8923674149947,24.6074240944602,24.8923674149947,24.6074240944602,872627.509359442,0.284943320534445,0.284943320534445,NA,NA,NA
"Drosophila melanogaster","-37.815338_144.963226","-17.525_146.031845",20,16,29.8700647254569,29.5070332137171,29.8700647254569,29.5070332137171,2261118.67352586,0.363031511739752,0.363031511739752,21.5329406503388,46.5473128136761,25.0143721633373
"Dryophytes versicolor","39.965_-74.312","41.569_-80.456",23,367,NA,26.2900598870186,NA,26.2900598870186,547760.853220974,NA,NA,23.501638648399,21.1866997115166,2.3149389368824
"Eleutherodactylus coqui","18.295_-65.8","18.403_-66.05",700,15,25.3473150321051,29.5867899432826,25.3473150321051,29.5867899432826,29022.1910477553,4.23947491117751,4.23947491117751,25.0580539439557,26.228940075701,1.1708861317453
"Eleutherodactylus portoricensis","18.295_-65.8","18.403_-66.05",745,35,25.0998150321051,29.4767899432826,25.0998150321051,29.4767899432826,29022.1910477553,4.37697491117751,4.37697491117751,28.533793756751,29.4335593283777,0.899765571626702
"Esox lucius","38.34_-90.37","58.44_38.42",NA,NA,24.6074240944602,14.3606867009943,24.6074240944602,14.3606867009943,8265745.42910058,10.2467373934659,10.2467373934659,NA,NA,NA
"Esox lucius","38.34_-90.37","47.1_-93.45",NA,NA,24.6074240944602,20.3866224809127,24.6074240944602,20.3866224809127,1006944.87418695,4.22080161354758,4.22080161354758,NA,NA,NA
"Esox lucius","58.44_38.42","47.1_-93.45",NA,NA,14.3606867009943,20.3866224809127,14.3606867009943,20.3866224809127,7488416.40322926,6.02593577991833,6.02593577991833,NA,NA,NA
"Esox masquinongy","51.51_-86.68","42.24_-79.48",NA,NA,4.09386527321558,24.8923674149947,4.09386527321558,24.8923674149947,1167033.57451617,20.7985021417791,20.7985021417791,NA,NA,NA
"Esox masquinongy","51.51_-86.68","42.184965_-79.430775",NA,NA,4.09386527321558,24.8923674149947,4.09386527321558,24.8923674149947,1174308.58977505,20.7985021417791,20.7985021417791,NA,NA,NA
"Esox masquinongy","42.24_-79.48","42.184965_-79.430775",NA,NA,24.8923674149947,24.8923674149947,24.8923674149947,24.8923674149947,7348.85915099755,0,0,NA,NA,NA
"Etheostoma blennioides","42.6_-78.47","39.72_-84.394",NA,NA,20.8822355790572,19.5342096502131,20.8822355790572,19.5342096502131,590778.171805037,1.3480259288441,1.3480259288441,NA,NA,NA
"Etheostoma caeruleum","42.6_-78.47","39.72_-84.394",NA,NA,20.8822355790572,19.5342096502131,20.8822355790572,19.5342096502131,590778.171805037,1.3480259288441,1.3480259288441,NA,NA,NA
"Etheostoma caeruleum","42.6_-78.47","38.189801_-91.908238",NA,NA,20.8822355790572,29.1581956343217,20.8822355790572,29.1581956343217,1238745.1015396,8.27596005526456,8.27596005526456,NA,NA,NA
"Etheostoma caeruleum","39.72_-84.394","38.189801_-91.908238",NA,NA,19.5342096502131,29.1581956343217,19.5342096502131,29.1581956343217,672181.983535492,9.62398598410865,9.62398598410865,NA,NA,NA
"Etheostoma flabellare","39.51_-84.65","39.97_-82.81",NA,NA,18.2217235218395,20.6581103238193,18.2217235218395,20.6581103238193,165614.294764555,2.43638680197976,2.43638680197976,NA,NA,NA
"Etheostoma flabellare","39.51_-84.65","42.6_-78.47",NA,NA,18.2217235218395,20.8822355790572,18.2217235218395,20.8822355790572,622188.663509395,2.66051205721768,2.66051205721768,NA,NA,NA
"Etheostoma flabellare","39.51_-84.65","39.72_-84.394",NA,NA,18.2217235218395,19.5342096502131,18.2217235218395,19.5342096502131,32069.1142353802,1.31248612837359,1.31248612837359,NA,NA,NA
"Etheostoma flabellare","39.51_-84.65","39_-84",NA,NA,18.2217235218395,23.4595587990501,18.2217235218395,23.4595587990501,79764.4533291185,5.23783527721059,5.23783527721059,NA,NA,NA
"Etheostoma flabellare","39.51_-84.65","38.524_-92.472",NA,NA,18.2217235218395,22.9367011330345,18.2217235218395,22.9367011330345,685146.091801505,4.71497761119496,4.71497761119496,NA,NA,NA
"Etheostoma flabellare","39.97_-82.81","42.6_-78.47",NA,NA,20.6581103238193,20.8822355790572,20.6581103238193,20.8822355790572,466270.017225933,0.224125255237926,0.224125255237926,NA,NA,NA
"Etheostoma flabellare","39.97_-82.81","39.72_-84.394",NA,NA,20.6581103238193,19.5342096502131,20.6581103238193,19.5342096502131,138211.559856165,1.12390067360617,1.12390067360617,NA,NA,NA
"Etheostoma flabellare","39.97_-82.81","39_-84",NA,NA,20.6581103238193,23.4595587990501,20.6581103238193,23.4595587990501,148699.789812214,2.80144847523083,2.80144847523083,NA,NA,NA
"Etheostoma flabellare","39.97_-82.81","38.524_-92.472",NA,NA,20.6581103238193,22.9367011330345,20.6581103238193,22.9367011330345,847905.656922424,2.2785908092152,2.2785908092152,NA,NA,NA
"Etheostoma flabellare","42.6_-78.47","39.72_-84.394",NA,NA,20.8822355790572,19.5342096502131,20.8822355790572,19.5342096502131,590778.171805037,1.3480259288441,1.3480259288441,NA,NA,NA
"Etheostoma flabellare","42.6_-78.47","39_-84",NA,NA,20.8822355790572,23.4595587990501,20.8822355790572,23.4595587990501,614375.267532649,2.57732321999291,2.57732321999291,NA,NA,NA
"Etheostoma flabellare","42.6_-78.47","38.524_-92.472",NA,NA,20.8822355790572,22.9367011330345,20.8822355790572,22.9367011330345,1266186.40106906,2.05446555397727,2.05446555397727,NA,NA,NA
"Etheostoma flabellare","39.72_-84.394","39_-84",NA,NA,19.5342096502131,23.4595587990501,19.5342096502131,23.4595587990501,87028.5317052834,3.925349148837,3.925349148837,NA,NA,NA
"Etheostoma flabellare","39.72_-84.394","38.524_-92.472",NA,NA,19.5342096502131,22.9367011330345,19.5342096502131,22.9367011330345,709960.502184455,3.40249148282137,3.40249148282137,NA,NA,NA
"Etheostoma flabellare","39_-84","38.524_-92.472",NA,NA,23.4595587990501,22.9367011330345,23.4595587990501,22.9367011330345,737022.531961479,0.522857666015632,0.522857666015632,NA,NA,NA
"Etheostoma nigrum","38.32_-92.54","39.3_-105.47",NA,NA,25.0811345880682,9.19284002130684,25.0811345880682,9.19284002130684,1125911.12862643,15.8882945667614,15.8882945667614,NA,NA,NA
"Etheostoma nigrum","38.32_-92.54","39.51_-84.65",NA,NA,25.0811345880682,18.2217235218395,25.0811345880682,18.2217235218395,695870.592264706,6.85941106622869,6.85941106622869,NA,NA,NA
"Etheostoma nigrum","38.32_-92.54","40.42_-104.6",NA,NA,25.0811345880682,11.4464979691939,25.0811345880682,11.4464979691939,1062927.92608418,13.6346366188743,13.6346366188743,NA,NA,NA
"Etheostoma nigrum","38.32_-92.54","42.6_-78.47",NA,NA,25.0811345880682,20.8822355790572,25.0811345880682,20.8822355790572,1281426.11029403,4.198899009011,4.198899009011,NA,NA,NA
"Etheostoma nigrum","39.3_-105.47","39.51_-84.65",NA,NA,9.19284002130684,18.2217235218395,9.19284002130684,18.2217235218395,1786965.17289981,9.02888350053266,9.02888350053266,NA,NA,NA
"Etheostoma nigrum","39.3_-105.47","40.42_-104.6",NA,NA,9.19284002130684,11.4464979691939,9.19284002130684,11.4464979691939,145157.38461002,2.25365794788707,2.25365794788707,NA,NA,NA
"Etheostoma nigrum","39.3_-105.47","42.6_-78.47",NA,NA,9.19284002130684,20.8822355790572,9.19284002130684,20.8822355790572,2289603.09968321,11.6893955577503,11.6893955577503,NA,NA,NA
"Etheostoma nigrum","39.51_-84.65","40.42_-104.6",NA,NA,18.2217235218395,11.4464979691939,18.2217235218395,11.4464979691939,1701513.28695194,6.77522555264559,6.77522555264559,NA,NA,NA
"Etheostoma nigrum","39.51_-84.65","42.6_-78.47",NA,NA,18.2217235218395,20.8822355790572,18.2217235218395,20.8822355790572,622188.663509395,2.66051205721768,2.66051205721768,NA,NA,NA
"Etheostoma nigrum","40.42_-104.6","42.6_-78.47",NA,NA,11.4464979691939,20.8822355790572,11.4464979691939,20.8822355790572,2182920.01904115,9.43573760986328,9.43573760986328,NA,NA,NA
"Etheostoma spectabile","34.28_-96.7","34.61_-96.63",NA,NA,29.5093974720348,30.3174779718573,29.5093974720348,30.3174779718573,37293.2537036006,0.808080499822445,0.808080499822445,NA,NA,NA
"Etheostoma spectabile","34.28_-96.7","35.66_-97.47",NA,NA,29.5093974720348,28.2693670099432,29.5093974720348,28.2693670099432,168915.509834233,1.24003046209162,1.24003046209162,NA,NA,NA
"Etheostoma spectabile","34.28_-96.7","48.362839_-96.164033",NA,NA,29.5093974720348,19.2510855934837,29.5093974720348,19.2510855934837,1568323.9612909,10.2583118785511,10.2583118785511,NA,NA,NA
"Etheostoma spectabile","34.28_-96.7","34.454398_-96.635722",NA,NA,29.5093974720348,29.5093974720348,29.5093974720348,29.5093974720348,20292.4615780669,0,0,NA,NA,NA
"Etheostoma spectabile","34.28_-96.7","38.938_-92.014",NA,NA,29.5093974720348,22.9367011330345,29.5093974720348,22.9367011330345,666271.235529411,6.57269633900035,6.57269633900035,NA,NA,NA
"Etheostoma spectabile","34.61_-96.63","35.66_-97.47",NA,NA,30.3174779718573,28.2693670099432,30.3174779718573,28.2693670099432,139676.707733928,2.04811096191406,2.04811096191406,NA,NA,NA
"Etheostoma spectabile","34.61_-96.63","48.362839_-96.164033",NA,NA,30.3174779718573,19.2510855934837,30.3174779718573,19.2510855934837,1531444.12638229,11.0663923783736,11.0663923783736,NA,NA,NA
"Etheostoma spectabile","34.61_-96.63","34.454398_-96.635722",NA,NA,30.3174779718573,29.5093974720348,30.3174779718573,29.5093974720348,17329.4818579848,0.808080499822445,0.808080499822445,NA,NA,NA
"Etheostoma spectabile","34.61_-96.63","38.938_-92.014",NA,NA,30.3174779718573,22.9367011330345,30.3174779718573,22.9367011330345,633470.738457173,7.3807768388228,7.3807768388228,NA,NA,NA
"Etheostoma spectabile","35.66_-97.47","48.362839_-96.164033",NA,NA,28.2693670099432,19.2510855934837,28.2693670099432,19.2510855934837,1418135.12121207,9.01828141645952,9.01828141645952,NA,NA,NA
"Etheostoma spectabile","35.66_-97.47","34.454398_-96.635722",NA,NA,28.2693670099432,29.5093974720348,28.2693670099432,29.5093974720348,154241.337253645,1.24003046209162,1.24003046209162,NA,NA,NA
"Etheostoma spectabile","35.66_-97.47","38.938_-92.014",NA,NA,28.2693670099432,22.9367011330345,28.2693670099432,22.9367011330345,605264.513522696,5.33266587690873,5.33266587690873,NA,NA,NA
"Etheostoma spectabile","48.362839_-96.164033","34.454398_-96.635722",NA,NA,19.2510855934837,29.5093974720348,19.2510855934837,29.5093974720348,1548773.11460465,10.2583118785511,10.2583118785511,NA,NA,NA
"Etheostoma spectabile","48.362839_-96.164033","38.938_-92.014",NA,NA,19.2510855934837,22.9367011330345,19.2510855934837,22.9367011330345,1100693.95044633,3.68561553955078,3.68561553955078,NA,NA,NA
"Etheostoma spectabile","34.454398_-96.635722","38.938_-92.014",NA,NA,29.5093974720348,22.9367011330345,29.5093974720348,22.9367011330345,647321.126777796,6.57269633900035,6.57269633900035,NA,NA,NA
"Eurycea bislineata","39.77_-84.69","37.375_-80.523",332,1179,27.6645207754725,25.3019717296114,27.6645207754725,25.3019717296114,450028.967368286,2.36254904586109,2.36254904586109,27.4475452691245,23.7995461220216,3.6479991471029
"Eurycea bislineata","39.77_-84.69","35.317_-83.209",332,845,27.6645207754725,23.6729658343167,27.6645207754725,23.6729658343167,512627.999187377,3.99155494115578,3.99155494115578,27.4475452691245,23.7860120500346,3.6615332190899
"Eurycea bislineata","37.375_-80.523","35.317_-83.209",1179,845,25.3019717296114,23.6729658343167,25.3019717296114,23.6729658343167,332363.553121286,1.62900589529469,1.62900589529469,23.7995461220216,23.7860120500346,0.0135340719869994
"Eurycea longicauda","36.1_-94.33","36.689_-80.321",346,497,30.075796534563,28.2838873353317,30.075796534563,28.2838873353317,1255893.7394975,1.79190919923133,1.79190919923133,25.7442221896206,22.7340256723134,3.0101965173072
"Eurycea longicauda","36.1_-94.33","37.433_-80.32",346,766,30.075796534563,25.2448964411321,30.075796534563,25.2448964411321,1256950.67052729,4.8309000934309,4.8309000934309,25.7442221896206,21.3007956229897,4.4434265666309
"Eurycea longicauda","36.689_-80.321","37.433_-80.32",497,766,28.2838873353317,25.2448964411321,28.2838873353317,25.2448964411321,82821.748787944,3.03899089419957,3.03899089419957,22.7340256723134,21.3007956229897,1.4332300493237
"Eurycea lucifuga","35.93_-94.15","37.313_-80.677",462,558,29.1492278027908,NA,29.1492278027908,NA,1212482.0447641,NA,NA,30.1875511971503,25.2329250873374,4.9546261098129
"Eurycea lucifuga","35.93_-94.15","37.433_-80.32",462,766,29.1492278027908,27.2188336003061,29.1492278027908,27.2188336003061,1244797.28874337,1.93039420248478,1.93039420248478,30.1875511971503,25.4169568328668,4.7705943642835
"Eurycea lucifuga","37.313_-80.677","37.433_-80.32",558,766,NA,27.2188336003061,NA,27.2188336003061,34291.1281114661,NA,NA,25.2329250873374,25.4169568328668,0.184031745529399
"Fundulus diaphanus","33.17_-97.32","35.57_-97.63",NA,NA,28.5454040527344,25.3044691606002,28.5454040527344,25.3044691606002,268680.375743415,3.24093489213423,3.24093489213423,NA,NA,NA
"Fundulus heteroclitus","31.11_-81.44","37.16_-76.52",NA,NA,28.492074584961,29.1199813842774,28.492074584961,29.1199813842774,811539.816223786,0.627906799316403,0.627906799316403,NA,NA,NA
"Fundulus heteroclitus","31.11_-81.44","42.9_-70.81",NA,NA,28.492074584961,19.0270000219345,28.492074584961,19.0270000219345,1614330.88940081,9.46507456302644,9.46507456302644,NA,NA,NA
"Fundulus heteroclitus","31.11_-81.44","34.73_-76.72",NA,NA,28.492074584961,28.0437499046326,28.492074584961,28.0437499046326,597281.766483313,0.448324680328387,0.448324680328387,NA,NA,NA
"Fundulus heteroclitus","37.16_-76.52","42.9_-70.81",NA,NA,29.1199813842774,19.0270000219345,29.1199813842774,19.0270000219345,802792.19663998,10.0929813623428,10.0929813623428,NA,NA,NA
"Fundulus heteroclitus","37.16_-76.52","34.73_-76.72",NA,NA,29.1199813842774,28.0437499046326,29.1199813842774,28.0437499046326,271105.969157904,1.07623147964479,1.07623147964479,NA,NA,NA
"Fundulus heteroclitus","42.9_-70.81","34.73_-76.72",NA,NA,19.0270000219345,28.0437499046326,19.0270000219345,28.0437499046326,1043325.29138573,9.01674988269806,9.01674988269806,NA,NA,NA
"Fundulus notatus","33.17_-97.32","38.524_-92.472",NA,NA,28.5454040527344,22.9367011330345,28.5454040527344,22.9367011330345,739046.777295272,5.60870291969993,5.60870291969993,NA,NA,NA
"Galaxias fasciatus","-38.4_175.71","-43.218139_170.210452",0,NA,21.297699806907,13.0599533081055,21.297699806907,13.0599533081055,708455.960971229,8.23774649880149,8.23774649880149,NA,NA,NA
"Galaxias fasciatus","-38.4_175.71","-37.595991_175.104216",0,NA,21.297699806907,22.7385602084073,21.297699806907,22.7385602084073,104088.677729893,1.44086040150035,1.44086040150035,NA,NA,NA
"Galaxias fasciatus","-43.218139_170.210452","-37.595991_175.104216",NA,NA,13.0599533081055,22.7385602084073,13.0599533081055,22.7385602084073,750524.998533551,9.67860690030184,9.67860690030184,NA,NA,NA
"Galaxias maculatus","-37.27_174.87","-35.15_173.68",NA,0,23.2783988259056,22.5688047929244,23.2783988259056,22.5688047929244,259066.585057591,0.709594032981176,0.709594032981176,NA,NA,NA
"Galaxias maculatus","-37.27_174.87","-37.595991_175.104216",NA,NA,23.2783988259056,22.7385602084073,23.2783988259056,22.7385602084073,41779.5866646433,0.53983861749823,0.53983861749823,NA,NA,NA
"Galaxias maculatus","-35.15_173.68","-37.595991_175.104216",0,NA,22.5688047929244,22.7385602084073,22.5688047929244,22.7385602084073,300713.855734586,0.169755415482946,0.169755415482946,NA,NA,NA
"Gambusia affinis","-37.27_174.87","29.48_-81.68",NA,NA,23.2783988259056,31.9100981278853,23.2783988259056,31.9100981278853,13061347.2111597,8.63169930197976,8.63169930197976,NA,NA,NA
"Gambusia affinis","-37.27_174.87","33_-109.9",NA,NA,23.2783988259056,24.8861085371538,23.2783988259056,24.8861085371538,11041527.957631,1.60770971124822,1.60770971124822,NA,NA,NA
"Gambusia affinis","-37.27_174.87","35.66_-97.47",NA,NA,23.2783988259056,28.2693670099432,23.2783988259056,28.2693670099432,12141012.7414297,4.99096818403764,4.99096818403764,NA,NA,NA
"Gambusia affinis","-37.27_174.87","35.96_-83.92",NA,NA,23.2783988259056,23.5405677101829,23.2783988259056,23.5405677101829,13218015.6721888,0.262168884277347,0.262168884277347,NA,NA,NA
"Gambusia affinis","-37.27_174.87","40.76_-111.92",NA,NA,23.2783988259056,25.5505240700462,23.2783988259056,25.5505240700462,11441712.7434622,2.27212524414062,2.27212524414062,NA,NA,NA
"Gambusia affinis","-37.27_174.87","32.874_-110.809",NA,NA,23.2783988259056,30.117353404652,23.2783988259056,30.117353404652,10966704.0052178,6.83895457874645,6.83895457874645,NA,NA,NA
"Gambusia affinis","29.48_-81.68","33_-109.9",NA,NA,31.9100981278853,24.8861085371538,31.9100981278853,24.8861085371538,2706132.61152406,7.02398959073154,7.02398959073154,NA,NA,NA
"Gambusia affinis","29.48_-81.68","35.66_-97.47",NA,NA,31.9100981278853,28.2693670099432,31.9100981278853,28.2693670099432,1630570.02906461,3.64073111794212,3.64073111794212,NA,NA,NA
"Gambusia affinis","29.48_-81.68","35.96_-83.92",NA,NA,31.9100981278853,23.5405677101829,31.9100981278853,23.5405677101829,751166.244612513,8.36953041770242,8.36953041770242,NA,NA,NA
"Gambusia affinis","29.48_-81.68","40.76_-111.92",NA,NA,31.9100981278853,25.5505240700462,31.9100981278853,25.5505240700462,3006328.27660844,6.35957405783915,6.35957405783915,NA,NA,NA
"Gambusia affinis","29.48_-81.68","32.874_-110.809",NA,NA,31.9100981278853,30.117353404652,31.9100981278853,30.117353404652,2790979.88797259,1.79274472323331,1.79274472323331,NA,NA,NA
"Gambusia affinis","33_-109.9","35.66_-97.47",NA,NA,24.8861085371538,28.2693670099432,24.8861085371538,28.2693670099432,1179477.76121276,3.38325847278942,3.38325847278942,NA,NA,NA
"Gambusia affinis","33_-109.9","35.96_-83.92",NA,NA,24.8861085371538,23.5405677101829,24.8861085371538,23.5405677101829,2399466.9824419,1.34554082697088,1.34554082697088,NA,NA,NA
"Gambusia affinis","33_-109.9","40.76_-111.92",NA,NA,24.8861085371538,25.5505240700462,24.8861085371538,25.5505240700462,882290.544325165,0.664415532892395,0.664415532892395,NA,NA,NA
"Gambusia affinis","33_-109.9","32.874_-110.809",NA,NA,24.8861085371538,30.117353404652,24.8861085371538,30.117353404652,86075.3321075958,5.23124486749823,5.23124486749823,NA,NA,NA
"Gambusia affinis","35.66_-97.47","35.96_-83.92",NA,NA,28.2693670099432,23.5405677101829,28.2693670099432,23.5405677101829,1222711.03360365,4.72879929976029,4.72879929976029,NA,NA,NA
"Gambusia affinis","35.66_-97.47","40.76_-111.92",NA,NA,28.2693670099432,25.5505240700462,28.2693670099432,25.5505240700462,1383317.2943743,2.71884293989702,2.71884293989702,NA,NA,NA
"Gambusia affinis","35.66_-97.47","32.874_-110.809",NA,NA,28.2693670099432,30.117353404652,28.2693670099432,30.117353404652,1264595.46448968,1.84798639470881,1.84798639470881,NA,NA,NA
"Gambusia affinis","35.96_-83.92","40.76_-111.92",NA,NA,23.5405677101829,25.5505240700462,23.5405677101829,25.5505240700462,2490511.52549707,2.00995635986327,2.00995635986327,NA,NA,NA
"Gambusia affinis","35.96_-83.92","32.874_-110.809",NA,NA,23.5405677101829,30.117353404652,23.5405677101829,30.117353404652,2485079.18367275,6.57678569446911,6.57678569446911,NA,NA,NA
"Gambusia affinis","40.76_-111.92","32.874_-110.809",NA,NA,25.5505240700462,30.117353404652,25.5505240700462,30.117353404652,883407.621426926,4.56682933460583,4.56682933460583,NA,NA,NA
"Gasterosteus aculeatus","52.34_18.35","37.327481_-113.705435",NA,NA,21.0566497802734,25.6969661365856,21.0566497802734,25.6969661365856,9028751.08017185,4.64031635631215,4.64031635631215,NA,NA,NA
"Geocrinia victoriana","-38_146.267","-37_144.284",304.8,304.8,25.008830888463,28.3036647254569,25.008830888463,28.3036647254569,207507.257656211,3.29483383699389,3.29483383699389,21.9422168099163,23.933382652359,1.9911658424427
"Gila robusta","37.2_-113.26","32.874_-110.809",NA,NA,24.5716352982955,30.117353404652,24.5716352982955,30.117353404652,530805.103878688,5.54571810635654,5.54571810635654,NA,NA,NA
"Gillichthys mirabilis","34.41_-119.67","38.06_-122.45",NA,NA,20.0477499485016,15.9037499904633,20.0477499485016,15.9037499904633,476804.015873467,4.14399995803834,4.14399995803834,NA,NA,NA
"Gillichthys mirabilis","34.41_-119.67","33_-120",NA,0,20.0477499485016,18.9997500658035,20.0477499485016,18.9997500658035,159907.539054243,1.04799988269807,1.04799988269807,NA,NA,NA
"Gillichthys mirabilis","38.06_-122.45","33_-120",NA,0,15.9037499904633,18.9997500658035,15.9037499904633,18.9997500658035,605359.4986217,3.09600007534027,3.09600007534027,NA,NA,NA
"Glossina pallidipes","-13_31.5","-4.18_39.46",600,388,30.4844564737986,28.299017951217,30.4844564737986,28.2631873924845,1315301.87923503,2.18543852258158,2.22126908131412,33.8028701849036,31.759186211046,2.0436839738576
"Gobiomorphus basalis","-37.27_174.87","-35.15_173.68",NA,NA,23.2783988259056,22.5688047929244,23.2783988259056,22.5688047929244,259066.585057591,0.709594032981176,0.709594032981176,NA,NA,NA
"Gobiomorphus cotidianus","-37.27_174.87","-35.15_173.68",NA,NA,23.2783988259056,22.5688047929244,23.2783988259056,22.5688047929244,259066.585057591,0.709594032981176,0.709594032981176,NA,NA,NA
"Gobionotothen gibberifrons","-64.77_-64.06","-64.1_-62.6",NA,NA,1.98274999856949,2.24275000095367,1.98274999856949,2.24275000095367,102375.813456281,0.260000002384186,0.260000002384186,NA,NA,NA
"Gobionotothen gibberifrons","-64.77_-64.06","-64_-64.06",NA,NA,1.98274999856949,2.28725001104176,1.98274999856949,2.28725001104176,85716.0079108195,0.304500012472272,0.304500012472272,NA,NA,NA
"Gobionotothen gibberifrons","-64.1_-62.6","-64_-64.06",NA,NA,2.24275000095367,2.28725001104176,2.24275000095367,2.28725001104176,71983.6873412564,0.0445000100880861,0.0445000100880861,NA,NA,NA
"Gobiosoma chiquita","31.18_-113.4","31.29_-113.54",NA,NA,30.8682502269745,21.8342499256134,30.8682502269745,21.8342499256134,18097.4394197981,9.03400030136109,9.03400030136109,NA,NA,NA
"Gobius paganellus","38.71_-9.49","38.78_-9.5",NA,NA,20.1397500276566,20.0954999923706,20.1397500276566,20.0954999923706,7840.58386216245,0.0442500352859483,0.0442500352859483,NA,NA,NA
"Gobius paganellus","38.71_-9.49","45_13.635093",NA,NA,20.1397500276566,26.2457500934601,20.1397500276566,26.2457500934601,2032680.63966734,6.10600006580353,6.10600006580353,NA,NA,NA
"Gobius paganellus","38.78_-9.5","45_13.635093",NA,NA,20.0954999923706,26.2457500934601,20.0954999923706,26.2457500934601,2029854.06604326,6.15025010108948,6.15025010108948,NA,NA,NA
"Gymnocephalus cernua","52.29_18.24","52.381587_18.313734",NA,NA,NA,21.0566497802734,NA,21.0566497802734,11362.2402781113,NA,NA,NA,NA,NA
"Haemulon flavolineatum","18.35_-65.04","24.8_-82.7",NA,NA,29.533000087738,30.2844998836517,29.533000087738,30.2844998836517,1961867.29756586,0.751499795913702,0.751499795913702,NA,NA,NA
"Heterandria formosa","29.87_-91.43","29.97_-92.87",NA,NA,32.4658447265625,29.4434143066406,32.4658447265625,29.4434143066406,139380.012578784,3.02243041992188,3.02243041992188,NA,NA,NA
"Hybognathus placitus","33.03_-101.12","34.86_-96.73",NA,NA,23.1090817538175,30.3174779718573,23.1090817538175,30.3174779718573,453647.614709049,7.20839621803977,7.20839621803977,NA,NA,NA
"Hybognathus placitus","33.03_-101.12","35.66_-97.47",NA,NA,23.1090817538175,28.2693670099432,23.1090817538175,28.2693670099432,445196.325231225,5.16028525612571,5.16028525612571,NA,NA,NA
"Hybognathus placitus","34.86_-96.73","35.66_-97.47",NA,NA,30.3174779718573,28.2693670099432,30.3174779718573,28.2693670099432,111602.422787671,2.04811096191406,2.04811096191406,NA,NA,NA
"Hypentelium nigricans","42.6_-78.47","36.94_-81.05",NA,NA,20.8822355790572,15.9185709173029,20.8822355790572,15.9185709173029,667526.378810403,4.96366466175427,4.96366466175427,NA,NA,NA
"Hypomesus transpacificus","37.9_-122.32","37.86_-122.37",NA,NA,17.7237897005948,15.9037499904633,17.7237897005948,15.9037499904633,6255.20448226714,1.82003971013157,1.82003971013157,NA,NA,NA
"Hypophthalmichthys nobilis","26.47_99.15","34.95_-92.49",NA,NA,7.88559251265095,28.3822452891957,6.5688020185991,25.9448500199752,13091171.8787754,20.4966527765447,19.3760480013761,NA,NA,NA
"Ictalurus punctatus","29.21_-89.28","29.48_-81.68",NA,NA,27.1091469504617,31.9100981278853,27.1091469504617,31.9100981278853,737950.726862413,4.80095117742365,4.80095117742365,NA,NA,NA
