"genus_species","lat_lon_1","lat_lon_2","elev_1","elev_2","mean_yearly_max_temp1","mean_yearly_max_temp2","experienced_mean_yearly_max_temp1","experienced_mean_yearly_max_temp2","distance","temp_difference","experienced_temp_difference","t_opt1","t_opt2","temp_difference_topt"
"Ambystoma maculatum","36.026_-79.11","40.203_-77.195",223,158,28.3732298139246,30.801586110626,25.587679480114,27.6311966465638,494269.506336183,2.42835629670143,2.04351716644983,23.7017211224385,20.4817967439263,3.2199243785122
"Ambystoma tigrinum","44.996399_-93.061598","32.32_-106.764",257,1217,28.1830421474566,29.4709580914302,28.1830421474566,29.4709580914302,1841319.99716289,1.28791594397359,1.28791594397359,28.7637278593834,38.2890546200465,9.5253267606631
"Ambystoma tigrinum","44.996399_-93.061598","33.126_-105.752",257,2225,28.1830421474566,24.4063468540477,28.1830421474566,24.4063468540477,1713049.41657095,3.77669529340895,3.77669529340895,28.7637278593834,25.8800137536042,2.8837141057792
"Ambystoma tigrinum","44.996399_-93.061598","37.722_-89.323",257,149,28.1830421474566,29.9163404048983,28.1830421474566,29.9163404048983,867683.724731073,1.73329825744163,1.73329825744163,28.7637278593834,30.8836886157019,2.1199607563185
"Ambystoma tigrinum","44.996399_-93.061598","40.841_-99.101",257,668,28.1830421474566,29.8735129559671,28.1830421474566,29.8735129559671,675197.352537363,1.69047080851043,1.69047080851043,28.7637278593834,32.3888225895429,3.6250947301595
"Ambystoma tigrinum","32.32_-106.764","33.126_-105.752",1217,2225,29.4709580914302,24.4063468540477,29.4709580914302,24.4063468540477,130508.399678746,5.06461123738254,5.06461123738254,38.2890546200465,25.8800137536042,12.4090408664423
"Ambystoma tigrinum","32.32_-106.764","37.722_-89.323",1217,149,29.4709580914302,29.9163404048983,29.4709580914302,29.9163404048983,1696643.99860831,0.445382313468038,0.445382313468038,38.2890546200465,30.8836886157019,7.4053660043446
"Ambystoma tigrinum","32.32_-106.764","40.841_-99.101",1217,668,29.4709580914302,29.8735129559671,29.4709580914302,29.8735129559671,1168950.68293704,0.402554864536835,0.402554864536835,38.2890546200465,32.3888225895429,5.9002320305036
"Ambystoma tigrinum","33.126_-105.752","37.722_-89.323",2225,149,24.4063468540477,29.9163404048983,24.4063468540477,29.9163404048983,1573107.37806782,5.50999355085058,5.50999355085058,25.8800137536042,30.8836886157019,5.0036748620977
"Ambystoma tigrinum","33.126_-105.752","40.841_-99.101",2225,668,24.4063468540477,29.8735129559671,24.4063468540477,29.8735129559671,1042018.59060991,5.46716610191938,5.46716610191938,25.8800137536042,32.3888225895429,6.5088088359387
"Ambystoma tigrinum","37.722_-89.323","40.841_-99.101",149,668,29.9163404048983,29.8735129559671,29.9163404048983,29.8735129559671,910601.901703036,0.0428274489312024,0.0428274489312024,30.8836886157019,32.3888225895429,1.505133973841
"Ameiurus catus","38.28_-76.42","41.24_-73.92",NA,NA,31.0756781838157,28.5509540904652,31.0756781838157,28.5509540904652,392821.325302676,2.5247240933505,2.5247240933505,NA,NA,NA
"Ameiurus melas","42.08_-81.34","39.016739_-90.992256",NA,NA,24.8923674149947,25.8512047507546,24.8923674149947,25.8512047507546,884140.983334307,0.958837335759945,0.958837335759945,NA,NA,NA
"Ameiurus melas","42.08_-81.34","38.34_-90.37",NA,NA,24.8923674149947,24.6074240944602,24.8923674149947,24.6074240944602,872627.509359442,0.284943320534445,0.284943320534445,NA,NA,NA
"Ameiurus melas","39.016739_-90.992256","38.34_-90.37",NA,NA,25.8512047507546,24.6074240944602,25.8512047507546,24.6074240944602,92732.7752424559,1.24378065629439,1.24378065629439,NA,NA,NA
"Ameiurus natalis","42.08_-81.34","39.201_-92.177",NA,NA,24.8923674149947,26.5348609230735,24.8923674149947,26.5348609230735,969048.276721371,1.64249350807884,1.64249350807884,NA,NA,NA
"Ameiurus natalis","42.08_-81.34","32.874_-110.809",NA,NA,24.8923674149947,30.117353404652,24.8923674149947,30.117353404652,2780525.55623038,5.22498598965732,5.22498598965732,NA,NA,NA
"Ameiurus natalis","39.201_-92.177","32.874_-110.809",NA,NA,26.5348609230735,30.117353404652,26.5348609230735,30.117353404652,1814658.30600046,3.58249248157848,3.58249248157848,NA,NA,NA
"Ameiurus nebulosus","39.92_-75.13","41.65_-82.83",NA,NA,28.1251326127486,24.8923674149947,28.1251326127486,24.8923674149947,676706.147099974,3.2327651977539,3.2327651977539,NA,NA,NA
"Ameiurus nebulosus","39.92_-75.13","42.08_-81.34",NA,NA,28.1251326127486,24.8923674149947,28.1251326127486,24.8923674149947,574277.315541592,3.2327651977539,3.2327651977539,NA,NA,NA
"Ameiurus nebulosus","39.92_-75.13","43.64_-79.49",NA,NA,28.1251326127486,24.3669511274858,28.1251326127486,24.3669511274858,549814.719272172,3.75818148526278,3.75818148526278,NA,NA,NA
"Ameiurus nebulosus","39.92_-75.13","45.83_-78.42",NA,NA,28.1251326127486,13.0631423950195,28.1251326127486,13.0631423950195,710371.824949753,15.0619902177291,15.0619902177291,NA,NA,NA
"Ameiurus nebulosus","39.92_-75.13","41.24_-73.92",NA,NA,28.1251326127486,28.5509540904652,28.1251326127486,28.5509540904652,179041.593526239,0.425821477716617,0.425821477716617,NA,NA,NA
"Ameiurus nebulosus","39.92_-75.13","45.73_-78.4",NA,NA,28.1251326127486,13.0631423950195,28.1251326127486,13.0631423950195,699541.006951714,15.0619902177291,15.0619902177291,NA,NA,NA
"Ameiurus nebulosus","41.65_-82.83","42.08_-81.34",NA,NA,24.8923674149947,24.8923674149947,24.8923674149947,24.8923674149947,132471.701743499,0,0,NA,NA,NA
"Ameiurus nebulosus","41.65_-82.83","43.64_-79.49",NA,NA,24.8923674149947,24.3669511274858,24.8923674149947,24.3669511274858,351899.405198105,0.525416287508879,0.525416287508879,NA,NA,NA
"Ameiurus nebulosus","41.65_-82.83","45.83_-78.42",NA,NA,24.8923674149947,13.0631423950195,24.8923674149947,13.0631423950195,584874.810074329,11.8292250199751,11.8292250199751,NA,NA,NA
"Ameiurus nebulosus","41.65_-82.83","41.24_-73.92",NA,NA,24.8923674149947,28.5509540904652,24.8923674149947,28.5509540904652,744553.561249245,3.65858667547052,3.65858667547052,NA,NA,NA
"Ameiurus nebulosus","41.65_-82.83","45.73_-78.4",NA,NA,24.8923674149947,13.0631423950195,24.8923674149947,13.0631423950195,577240.054641652,11.8292250199751,11.8292250199751,NA,NA,NA
"Ameiurus nebulosus","42.08_-81.34","43.64_-79.49",NA,NA,24.8923674149947,24.3669511274858,24.8923674149947,24.3669511274858,230086.391445351,0.525416287508879,0.525416287508879,NA,NA,NA
"Ameiurus nebulosus","42.08_-81.34","45.83_-78.42",NA,NA,24.8923674149947,13.0631423950195,24.8923674149947,13.0631423950195,478476.204809192,11.8292250199751,11.8292250199751,NA,NA,NA
"Ameiurus nebulosus","42.08_-81.34","41.24_-73.92",NA,NA,24.8923674149947,28.5509540904652,24.8923674149947,28.5509540904652,623937.003965757,3.65858667547052,3.65858667547052,NA,NA,NA
"Ameiurus nebulosus","42.08_-81.34","45.73_-78.4",NA,NA,24.8923674149947,13.0631423950195,24.8923674149947,13.0631423950195,469700.203240075,11.8292250199751,11.8292250199751,NA,NA,NA
"Ameiurus nebulosus","43.64_-79.49","45.83_-78.42",NA,NA,24.3669511274858,13.0631423950195,24.3669511274858,13.0631423950195,258049.034114124,11.3038087324663,11.3038087324663,NA,NA,NA
"Ameiurus nebulosus","43.64_-79.49","41.24_-73.92",NA,NA,24.3669511274858,28.5509540904652,24.3669511274858,28.5509540904652,529699.277757785,4.1840029629794,4.1840029629794,NA,NA,NA
"Ameiurus nebulosus","43.64_-79.49","45.73_-78.4",NA,NA,24.3669511274858,13.0631423950195,24.3669511274858,13.0631423950195,248130.390295437,11.3038087324663,11.3038087324663,NA,NA,NA
"Ameiurus nebulosus","45.83_-78.42","41.24_-73.92",NA,NA,13.0631423950195,28.5509540904652,13.0631423950195,28.5509540904652,626630.234405153,15.4878116954457,15.4878116954457,NA,NA,NA
"Ameiurus nebulosus","45.83_-78.42","45.73_-78.4",NA,NA,13.0631423950195,13.0631423950195,13.0631423950195,13.0631423950195,11239.716277189,0,0,NA,NA,NA
"Ameiurus nebulosus","41.24_-73.92","45.73_-78.4",NA,NA,28.5509540904652,13.0631423950195,28.5509540904652,13.0631423950195,616826.433518442,15.4878116954457,15.4878116954457,NA,NA,NA
"Anaxyrus americanus","34.683_-82.837","35.255_-97.352",232,328,28.5790260122623,31.9455875948405,28.5790260122623,31.9455875948405,1324439.23570355,3.3665615825782,3.3665615825782,24.8790169552828,28.550401836304,3.6713848810212
"Anaxyrus americanus","34.683_-82.837","42.878_-73.197",232,225,28.5790260122623,26.4281029735794,28.5790260122623,26.4281029735794,1236077.02864012,2.15092303868285,2.15092303868285,24.8790169552828,20.2159326824519,4.6630842728309
"Anaxyrus americanus","35.255_-97.352","42.878_-73.197",328,225,31.9455875948405,26.4281029735794,31.9455875948405,26.4281029735794,2243579.98413766,5.51748462126105,5.51748462126105,28.550401836304,20.2159326824519,8.3344691538521
"Anaxyrus boreas","34_-117.689","34_-117.693",304.8,304.8,29.7017933418428,27.5760050161687,29.7017933418428,27.5760050161687,369.152161679219,2.12578832567408,2.12578832567408,32.3339980020664,32.3340009770307,2.97496429624289e-06
"Anaxyrus boreas","34_-117.689","34_-118.033",304.8,304.8,29.7017933418428,23.4759564475526,29.7017933418428,23.4527877002079,31747.0709959342,6.22583689429015,6.24900564163486,32.3339980020664,30.1441900123433,2.1898079897231
"Anaxyrus boreas","34_-117.689","35_-120.087",304.8,2743.2,29.7017933418428,8.36875215677301,29.7017933418428,8.31404265395279,246545.900819641,21.3330411850698,21.38775068789,32.3339980020664,26.808994078979,5.5250039230874
"Anaxyrus boreas","34_-117.689","52_-121.587",304.8,304.8,29.7017933418428,31.3206176482971,29.7017933418428,31.3206176482971,2027979.98721217,1.61882430645432,1.61882430645432,32.3339980020664,19.2227762964709,13.1112217055955
"Anaxyrus boreas","34_-117.693","34_-118.033",304.8,304.8,27.5760050161687,23.4759564475526,27.5760050161687,23.4527877002079,31377.9193483371,4.10004856861606,4.12321731596078,32.3340009770307,30.1441900123433,2.1898109646874
"Anaxyrus boreas","34_-117.693","35_-120.087",304.8,2743.2,27.5760050161687,8.36875215677301,27.5760050161687,8.31404265395279,246218.560119712,19.2072528593957,19.2619623622159,32.3340009770307,26.808994078979,5.5250068980517
"Anaxyrus boreas","34_-117.693","52_-121.587",304.8,304.8,27.5760050161687,31.3206176482971,27.5760050161687,31.3206176482971,2027930.59178364,3.7446126321284,3.7446126321284,32.3340009770307,19.2227762964709,13.1112246805598
"Anaxyrus boreas","34_-118.033","35_-120.087",304.8,2743.2,23.4759564475526,8.36875215677301,23.4527877002079,8.31404265395279,218853.831881115,15.1072042907796,15.1387450462551,30.1441900123433,26.808994078979,3.3351959333643
"Anaxyrus boreas","34_-118.033","52_-121.587",304.8,304.8,23.4759564475526,31.3206176482971,23.4527877002079,31.3206176482971,2023913.18696189,7.84466120074446,7.86782994808918,30.1441900123433,19.2227762964709,10.9214137158724
"Anaxyrus boreas","35_-120.087","52_-121.587",2743.2,304.8,8.36875215677301,31.3206176482971,8.31404265395279,31.3206176482971,1896197.75926937,22.9518654915241,23.0065749943443,26.808994078979,19.2227762964709,7.5862177825081
"Anaxyrus cognatus","31_-110.331","35.223_-97.439",304.8,364,26.9664006061368,31.7475875948405,26.9664006061368,31.7475875948405,1289447.21076579,4.78118698870366,4.78118698870366,34.5274577742389,33.4982362932242,1.02922148101469
"Anaxyrus woodhousii","34.683_-82.837","41.682_-69.96",232,10,28.5790260122623,NA,28.5790260122623,NA,1367507.64296491,NA,NA,28.2657836159144,24.0626702709444,4.20311334497
"Anguilla australis","-37.27_174.87","-35.15_173.68",NA,NA,23.2783988259056,22.5688047929244,23.2783988259056,22.5688047929244,259066.585057591,0.709594032981176,0.709594032981176,NA,NA,NA
"Anolis armouri","18.3_-71.7","18.29_-71.71",2020,2318,20.3966749176875,18.7576749176875,20.3966749176875,18.7576749176875,1535.02302658635,1.639,1.639,23.4151980949237,23.4152517324076,5.36374839015252e-05
"Anolis roquet","14.79_-61.14","14.8_-61.14",500,650,NA,NA,NA,NA,1113.19490793302,NA,NA,44.5833924951595,44.5838680477002,0.000475552540699198
"Anolis roquet","14.79_-61.14","14.81_-61.12",500,350,NA,NA,NA,NA,3096.8013562337,NA,NA,44.5833924951595,44.5843429082381,0.000950413078598444
"Anolis roquet","14.79_-61.14","14.82_-61.11",500,175,NA,NA,NA,NA,4645.15026234182,NA,NA,44.5833924951595,44.5848170767571,0.00142458159759684
"Anolis roquet","14.79_-61.14","14.85_-61.09",500,20,NA,NA,NA,NA,8576.97503057321,NA,NA,44.5833924951595,41.7979389076154,2.7854535875441
"Anolis roquet","14.8_-61.14","14.81_-61.12",650,350,NA,NA,NA,NA,2423.29450944324,NA,NA,44.5838680477002,44.5843429082381,0.000474860537899247
"Anolis roquet","14.8_-61.14","14.82_-61.11",650,175,NA,NA,NA,NA,3921.85232324357,NA,NA,44.5838680477002,44.5848170767571,0.000949029056897643
"Anolis roquet","14.8_-61.14","14.85_-61.09",650,20,NA,NA,NA,NA,7741.57170678976,NA,NA,44.5838680477002,41.7979389076154,2.7859291400848
"Anolis roquet","14.81_-61.12","14.82_-61.11",350,175,NA,NA,NA,NA,1548.34891142399,NA,NA,44.5843429082381,44.5848170767571,0.000474168518998397
"Anolis roquet","14.81_-61.12","14.85_-61.09",350,20,NA,NA,NA,NA,5499.94861651223,NA,NA,44.5843429082381,41.7979389076154,2.7864040006227
"Anolis roquet","14.82_-61.11","14.85_-61.09",175,20,NA,NA,NA,NA,3972.99582781455,NA,NA,44.5848170767571,41.7979389076154,2.78687816914169
"Aplodinotus grunniens","42.08_-81.34","38.34_-90.37",NA,NA,24.8923674149947,24.6074240944602,24.8923674149947,24.6074240944602,872627.509359442,0.284943320534445,0.284943320534445,NA,NA,NA
"Apogon dovii","2.97_7.18","2.99_-78.2",NA,NA,30.5599999904633,29.0175000190735,30.5599999904633,29.0175000190735,9488555.42222461,1.54249997138977,1.54249997138977,NA,NA,NA
"Apogon dovii","2.97_7.18","7.33_-80.21",NA,NA,30.5599999904633,29.454749917984,30.5599999904633,29.454749917984,9688761.30011148,1.10525007247925,1.10525007247925,NA,NA,NA
"Apogon dovii","2.99_-78.2","7.33_-80.21",NA,NA,29.0175000190735,29.454749917984,29.0175000190735,29.454749917984,532021.622709955,0.437249898910522,0.437249898910522,NA,NA,NA
"Ascaphus truei","46.989_-114.015","41.823_-123.94",1396,686,22.3953612903533,23.5136969326719,22.3953612903533,23.5136969326719,975350.514458898,1.11833564231866,1.11833564231866,19.1040097301338,15.716272789061,3.3877369410728
"Atractosteus spatula","29.728724_-92.818166","31.35786_-91.41895",NA,NA,29.4434143066406,25.9323149247603,29.4434143066406,25.9323149247603,225571.176067028,3.51109938188032,3.51109938188032,NA,NA,NA
"Atractosteus spatula","29.728724_-92.818166","35.10124_-92.76766",NA,NA,29.4434143066406,28.0192248257724,29.4434143066406,28.0192248257724,598084.547947236,1.42418948086825,1.42418948086825,NA,NA,NA
"Atractosteus spatula","31.35786_-91.41895","35.10124_-92.76766",NA,NA,25.9323149247603,28.0192248257724,25.9323149247603,28.0192248257724,435209.537961049,2.08690990101207,2.08690990101207,NA,NA,NA
"Bathygobius fuscus","-5.47_123.76","5.28_123.6",NA,NA,30.8509999275207,30.6605000972748,30.8509999275207,30.6605000972748,1196816.67716177,0.190499830245969,0.190499830245969,NA,NA,NA
"Bathygobius ramosus","2.97_7.18","7.33_-80.21",NA,NA,30.5599999904633,29.454749917984,30.5599999904633,29.454749917984,9688761.30011148,1.10525007247925,1.10525007247925,NA,NA,NA
"Buergeria japonica","23.435_120.636","23.456_120.605",570,528,29.7201427349787,29.9511427349787,29.7058919736167,29.9368919736167,3935.53074444135,0.230999999999998,0.230999999999998,28.1331318914141,28.1332491091452,0.00011721773110196
"Buergeria japonica","23.435_120.636","24.027_121.187",570,1293,29.7201427349787,27.6423308773686,29.7058919736167,27.6278653972443,86578.3532594715,2.07781185761009,2.07802657637235,28.1331318914141,18.9436516637448,9.1894802276693
"Buergeria japonica","23.435_120.636","24.063_120.811",570,584,29.7201427349787,28.6991458526029,29.7058919736167,28.6615370280113,72146.8361351192,1.02099688237579,1.04435494560539,28.1331318914141,29.7643186613621,1.631186769948
"Buergeria japonica","23.435_120.636","24.553_121.5",570,559,29.7201427349787,31.6793308773686,29.7058919736167,31.6648653972443,152347.068964812,1.95918814238991,1.95897342362765,28.1331318914141,26.1567642025917,1.9763676888224
"Buergeria japonica","23.435_120.636","24.868_121.544",570,322,29.7201427349787,32.9828308773686,29.7058919736167,32.9683653972443,184262.319774892,3.26268814238991,3.26247342362765,28.1331318914141,28.990596733258,0.8574648418439
"Buergeria japonica","23.456_120.605","24.027_121.187",528,1293,29.9511427349787,27.6423308773686,29.9368919736167,27.6278653972443,86932.9850776734,2.30881185761008,2.30902657637235,28.1332491091452,18.9436516637448,9.1895974454004
"Buergeria japonica","23.456_120.605","24.063_120.811",528,584,29.9511427349787,28.6991458526029,29.9368919736167,28.6615370280113,70755.4208068978,1.25199688237579,1.27535494560539,28.1332491091452,29.7643186613621,1.6310695522169
"Buergeria japonica","23.456_120.605","24.553_121.5",528,559,29.9511427349787,31.6793308773686,29.9368919736167,31.6648653972443,152301.788744231,1.72818814238991,1.72797342362766,28.1332491091452,26.1567642025917,1.9764849065535
"Buergeria japonica","23.456_120.605","24.868_121.544",528,322,29.9511427349787,32.9828308773686,29.9368919736167,32.9683653972443,183851.748908042,3.03168814238991,3.03147342362766,28.1332491091452,28.990596733258,0.857347624112798
"Buergeria japonica","24.027_121.187","24.063_120.811",1293,584,27.6423308773686,28.6991458526029,27.6278653972443,28.6615370280113,38433.5847336104,1.05681497523429,1.03367163076696,18.9436516637448,29.7643186613621,10.8206669976173
"Buergeria japonica","24.027_121.187","24.553_121.5",1293,559,27.6423308773686,31.6793308773686,27.6278653972443,31.6648653972443,66612.0801551698,4.037,4.037,18.9436516637448,26.1567642025917,7.2131125388469
"Buergeria japonica","24.027_121.187","24.868_121.544",1293,322,27.6423308773686,32.9828308773686,27.6278653972443,32.9683653972443,100366.573269154,5.3405,5.3405,18.9436516637448,28.990596733258,10.0469450695132
"Buergeria japonica","24.063_120.811","24.553_121.5",584,559,28.6991458526029,31.6793308773686,28.6615370280113,31.6648653972443,88663.3999705731,2.98018502476571,3.00332836923304,29.7643186613621,26.1567642025917,3.6075544587704
"Buergeria japonica","24.063_120.811","24.868_121.544",584,322,28.6991458526029,32.9828308773686,28.6615370280113,32.9683653972443,116388.628205023,4.28368502476571,4.30682836923304,29.7643186613621,28.990596733258,0.773721928104102
"Buergeria japonica","24.553_121.5","24.868_121.544",559,322,31.6793308773686,32.9828308773686,31.6648653972443,32.9683653972443,35346.8173389227,1.3035,1.3035,26.1567642025917,28.990596733258,2.8338325306663
"Calathus melanocephalus","52.91_6.63","60.36_7.35",13,1200,24.2312746427584,13.6882787685677,24.2391552826787,13.6661424461215,830487.766051275,10.5429958741907,10.5730128365573,16.1440118474789,11.1917615312348,4.9522503162441
"Calathus melanocephalus","52.91_6.63","59.29_10.8",13,1066.8,24.2312746427584,15.4703642028534,24.2391552826787,15.4500025346485,755574.280971553,8.76091043990505,8.78915274803018,16.1440118474789,16.5008621323405,0.356850284861601
"Calathus melanocephalus","60.36_7.35","59.29_10.8",1200,1066.8,13.6882787685677,15.4703642028534,13.6661424461215,15.4500025346485,226789.305895064,1.78208543428568,1.78386008852707,11.1917615312348,16.5008621323405,5.3091006011057
"Campostoma anomalum","35.66_-97.47","39.97_-82.81",NA,NA,28.2693670099432,20.6581103238193,28.2693670099432,20.6581103238193,1373564.50684721,7.61125668612393,7.61125668612393,NA,NA,NA
"Campostoma anomalum","35.66_-97.47","39_-84",NA,NA,28.2693670099432,23.4595587990501,28.2693670099432,23.4595587990501,1247532.19769186,4.8098082108931,4.8098082108931,NA,NA,NA
"Campostoma anomalum","35.66_-97.47","38.603_-91.45",NA,NA,28.2693670099432,23.2976214322177,28.2693670099432,23.2976214322177,626507.666250369,4.97174557772549,4.97174557772549,NA,NA,NA
"Campostoma anomalum","35.66_-97.47","36.94_-81.05",NA,NA,28.2693670099432,15.9185709173029,28.2693670099432,15.9185709173029,1478156.64811896,12.3507960926403,12.3507960926403,NA,NA,NA
"Campostoma anomalum","39.97_-82.81","39_-84",NA,NA,20.6581103238193,23.4595587990501,20.6581103238193,23.4595587990501,148699.789812214,2.80144847523083,2.80144847523083,NA,NA,NA
"Campostoma anomalum","39.97_-82.81","38.603_-91.45",NA,NA,20.6581103238193,23.2976214322177,20.6581103238193,23.2976214322177,759488.245584927,2.63951110839844,2.63951110839844,NA,NA,NA
"Campostoma anomalum","39.97_-82.81","36.94_-81.05",NA,NA,20.6581103238193,15.9185709173029,20.6581103238193,15.9185709173029,370530.665676714,4.73953940651634,4.73953940651634,NA,NA,NA
"Campostoma anomalum","39_-84","38.603_-91.45",NA,NA,23.4595587990501,23.2976214322177,23.4595587990501,23.2976214322177,647641.772374566,0.161937366832387,0.161937366832387,NA,NA,NA
