genus,species,parameter_value,parameter_tmax_or_tmin,error_estimate,error_type,sample_size,metric_type,metric_description,ramping_rate,ramping_to_reach_st,duration_of_chronic_exposure,acclim_temp,acclim_time,temp_before_pretreament_held_or_ff_for_field_fresh,timing_of_collection,latitude,longitude,elevation_of_collection,location_description,ref,life_stage,phylum,class,order,family,realm_specific,realm_general,notes,genus_species,extractor,original_compilation,n_cat,record_number,record,family1,family2,genus2,species2,family3,genus3,species3,n_comment,raw_ctm2,acclim,acclim_time_life_120,log_acclim_time,safety,photoperiod,ep1,ep1_descrip,ep2,elevation,log_elevation,locality,geog_cat,abs_lat,log_abs_lat,source,comments,year,citation,reference,range,log_range,introduced,elev_min,elev_max,svl,log_svl,tmxslope,bioclim5,iucn_2014,iucn_2104risk,location,sampling_habitat,acclimation,rate_acclimation_c_day,methodology,endpoint,length_experiment_min,body_length_mm,weight_g,phylogeny,realm_general2,realm_general3
Ambystoma,maculatum,37.2,tmax,NA,NA,4,NA,NA,1,NA,NA,20,30,NA,NA,35.994,-78.899,NA,NA,NA,Adult,NA,NA,Caudata,NA,NA,Aquatic & terrestrial,NA,Ambystoma maculatum,NA,Rohr,A,129,129,Ambystomatidae,Ambystomatidae,Ambystoma,maculatum,Ambystomatidae,Ambystoma,maculatum,Given,NA,Y,30,1.49,6.6,NA,S,Onset of spasms,NA,111,2.05,"Durham, North Carolina",Subtropical,35.994,1.556,Field,NA,1961,Hutchison 1961,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",2989256,6.48,Not introduced,NA,NA,154,2.19,0.024533814,31.7,Not threatened,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aquatic & terrestrial,Aquatic
Ascaphus,truei,29.6,tmax,NA,NA,8,NA,NA,0.4,NA,NA,5,30,NA,NA,41.823,-123.94,NA,NA,NA,larva,NA,NA,Anura,NA,NA,Aquatic & terrestrial,NA,Ascaphus truei,NA,Rohr,A,57,57,Ascaphidae,Ascaphidae,Ascaphus,truei,Ascaphidae,Ascaphus,truei,N given,NA,Y,30,1.49,NA,16:8,S,Onset of paralysis,NA,550,2.74,Northern California,Temperate,41.823,1.621,Field,NA,1970,de Vlaming and Bury 1970,"de Vlaming, V. L., and R. B. Bury. 1970. Thermal selection in tadpoles of the tailed-frog, Ascaphus truei. Journal of Herpetology 4:179-189.",303453,5.48,Not introduced,0,2500,33,1.52,-0.001798319,24.8,Not threatened,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aquatic & terrestrial,Aquatic
Desmognathus,fuscus,36,tmax,NA,NA,12,NA,NA,1,NA,NA,20,30,NA,NA,34.588,-78.566,NA,NA,NA,Adult,NA,NA,Caudata,NA,NA,Terrestrial,NA,Desmognathus fuscus,NA,Rohr,B,136,136,Plethodontidae,Plethodontidae,Desmognathus,fuscus,Plethodontidae,Desmognathus,fuscus,Given,NA,Y,30,1.49,5.6,NA,S,Onset of spasms,NA,21,1.32,"Bladen County, North Carolina",Subtropical,34.588,1.539,Field,NA,1961,Hutchison 1961,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",1524467,6.18,Not introduced,NA,NA,78,1.89,0.015567027,31.4,Not threatened,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial
Desmognathus,fuscus,36.3,tmax,NA,NA,7,NA,NA,1,NA,NA,20,30,NA,NA,36.689,-80.321,NA,NA,NA,Adult,NA,NA,Caudata,NA,NA,Terrestrial,NA,Desmognathus fuscus,NA,Rohr,A,135,135,Plethodontidae,Plethodontidae,Desmognathus,fuscus,Plethodontidae,Desmognathus,fuscus,Given,NA,Y,30,1.49,8,NA,S,Onset of spasms,NA,544,2.74,"Patrick County, Virginia",Subtropical,36.689,1.565,Field,NA,1961,Hutchison 1961,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",1524467,6.18,Not introduced,NA,NA,78,1.89,0.012902761,28.9,Not threatened,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial
Desmognathus,monticola,34.4,tmax,NA,NA,8,NA,NA,1,NA,NA,20,30,NA,NA,35.219,-82.778,NA,NA,NA,Adult,NA,NA,Caudata,NA,NA,Terrestrial,NA,Desmognathus monticola,NA,Rohr,A,139,139,Plethodontidae,Plethodontidae,Desmognathus,monticola,Plethodontidae,Desmognathus,monticola,Given,NA,Y,30,1.49,6.8,NA,S,Onset of spasms,NA,801,2.9,"Transylvania County, North Carolina",Subtropical,35.219,1.547,Field,NA,1961,Hutchison 1961,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",323911,5.51,Not introduced,NA,NA,78,1.89,0.002310124,28.1,Not threatened,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial
Desmognathus,monticola,35.2,tmax,NA,NA,7,NA,NA,1,NA,NA,20,30,NA,NA,36.494,-81.12,NA,NA,NA,Adult,NA,NA,Caudata,NA,NA,Terrestrial,NA,Desmognathus monticola,NA,Rohr,A,140,140,Plethodontidae,Plethodontidae,Desmognathus,monticola,Plethodontidae,Desmognathus,monticola,Given,NA,Y,30,1.49,8.7,NA,S,Onset of spasms,NA,872,2.94,"Alleghany County, North Carolina",Subtropical,36.494,1.562,Field,NA,1961,Hutchison 1961,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",323911,5.51,Not introduced,NA,NA,78,1.89,0.019629852,26.7,Not threatened,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial
Desmognathus,ochrophaeus,35,tmax,NA,NA,8,NA,NA,1,NA,NA,20,30,NA,NA,36.689,-80.321,NA,NA,NA,Adult,NA,NA,Caudata,NA,NA,Terrestrial,NA,Desmognathus ochrophaeus,NA,Rohr,A,138,138,Plethodontidae,Plethodontidae,Desmognathus,ochrophaeus,Plethodontidae,Desmognathus,ochrophaeus,Given,NA,Y,30,1.49,6.7,NA,S,Onset of spasms,NA,544,2.74,"Patrick County, Virginia",Subtropical,36.689,1.565,Field,NA,1961,Hutchison 1961,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",308477,5.49,Not introduced,NA,NA,78,1.89,0.012902761,28.9,Not threatened,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial
Desmognathus,ochrophaeus,34.6,tmax,NA,NA,4,NA,NA,1,NA,NA,20,30,NA,NA,35.624,-82.993,NA,NA,NA,Adult,NA,NA,Caudata,NA,NA,Terrestrial,NA,Desmognathus ochrophaeus,NA,Rohr,A,137,137,Plethodontidae,Plethodontidae,Desmognathus,ochrophaeus,Plethodontidae,Desmognathus,ochrophaeus,Given,NA,Y,30,1.49,7.2,NA,S,Onset of spasms,NA,828,2.92,"Haywood County, North Carolina",Subtropical,35.624,1.552,Field,NA,1961,Hutchison 1961,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",308477,5.49,Not introduced,NA,NA,78,1.89,0.001383754,27.9,Not threatened,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial
Desmognathus,quadramaculcatus,33.9,tmax,NA,NA,4,NA,NA,1,NA,NA,20,30,NA,NA,35.219,-82.778,NA,NA,NA,Adult,NA,NA,Caudata,NA,NA,Terrestrial,NA,Desmognathus quadramaculatus,NA,Rohr,A,141,141,Plethodontidae,Plethodontidae,Desmognathus,quadramaculcatus,Plethodontidae,Desmognathus,quadramaculatus,Given,NA,Y,30,1.49,6.2,NA,S,Onset of spasms,NA,801,2.9,"Transylvania County, North Carolina",Subtropical,35.219,1.547,Field,NA,1961,Hutchison 1961,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",84401,4.93,Not introduced,NA,1646,78,1.89,0.002310124,28.1,Not threatened,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial
Desmognathus,quadramaculcatus,33.6,tmax,NA,NA,8,NA,NA,1,NA,NA,20,30,NA,NA,36.494,-81.12,NA,NA,NA,Adult,NA,NA,Caudata,NA,NA,Terrestrial,NA,Desmognathus quadramaculatus,NA,Rohr,A,142,142,Plethodontidae,Plethodontidae,Desmognathus,quadramaculcatus,Plethodontidae,Desmognathus,quadramaculatus,Given,NA,Y,30,1.49,7.2,NA,S,Onset of spasms,NA,872,2.94,"Alleghany County, North Carolina",Subtropical,36.494,1.562,Field,NA,1961,Hutchison 1961,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",84401,4.93,Not introduced,NA,1646,78,1.89,0.019629852,26.7,Not threatened,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial
Eurycea,bislineata,32.1,tmax,NA,NA,3,NA,NA,1,NA,NA,20,30,NA,NA,35.317,-83.209,NA,NA,NA,Juvenile,NA,NA,Caudata,NA,NA,Terrestrial,NA,Eurycea bislineata,NA,Rohr,A,154,154,Plethodontidae,Plethodontidae,Eurycea,bislineata,Plethodontidae,Eurycea,bislineata,Given,NA,Y,30,1.49,4.4,NA,S,Onset of spasms,NA,790,2.9,"Jackson County, North Carolina",Subtropical,35.317,1.548,Field,NA,1961,Hutchison 1961,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",1195927,6.08,Not introduced,NA,NA,78,1.89,0.003295318,28.2,Not threatened,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial
Eurycea,longicauda,35.8,tmax,NA,NA,3,NA,NA,1,NA,NA,20,30,NA,NA,36.689,-80.321,NA,NA,NA,Adult,NA,NA,Caudata,NA,NA,Terrestrial,NA,Eurycea longicauda,NA,Rohr,A,156,156,Plethodontidae,Plethodontidae,Eurycea,longicauda,Plethodontidae,Eurycea,longicauda,Given,NA,Y,30,1.49,7.5,NA,S,Onset of spasms,NA,544,2.74,"Patrick County, Virginia",Subtropical,36.689,1.565,Field,NA,1961,Hutchison 1961,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",848341,5.93,Not introduced,NA,NA,154,2.19,0.012902761,28.9,Not threatened,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial
Eurycea,lucifuga,35,tmax,NA,NA,10,NA,NA,1,NA,NA,20,30,NA,NA,37.313,-80.677,NA,NA,NA,Adult,NA,NA,Caudata,NA,NA,Terrestrial,NA,Eurycea lucifuga,NA,Rohr,B,155,155,Plethodontidae,Plethodontidae,Eurycea,lucifuga,Plethodontidae,Eurycea,lucifuga,Given,NA,Y,30,1.49,6.7,NA,S,Onset of spasms,NA,567,2.75,"Giles County, Virginia",Subtropical,37.313,1.572,Field,NA,1961,Hutchison 1961,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",449475,5.65,Not introduced,NA,NA,154,2.19,0.017852341,28.9,Not threatened,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial
Diemictylus,viridescens,39.4,tmax,NA,NA,10,NA,NA,1,NA,NA,20,30,NA,NA,34.028,-78.202,NA,NA,NA,Adult,NA,NA,Caudata,NA,NA,Aquatic & terrestrial,NA,Notophthalmus viridescens,NA,Rohr,B,172,172,Salamandridae,Salamandridae,Notophthalmus,viridescens,Salamandridae,Notophthalmus,viridescens,Given,NA,Y,30,1.49,8.9,NA,S,Onset of spasms,NA,9,0.95,"Brunswick County, North Carolina",Subtropical,34.028,1.532,Field,NA,1961,Hutchison 1961,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",3437299,6.54,Not introduced,NA,NA,78,1.89,0.007241697,31.6,Not threatened,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aquatic & terrestrial,Aquatic
Diemictylus,viridescens,38,tmax,NA,NA,12,NA,NA,1,NA,NA,20,30,NA,NA,42.117,-72.662,NA,NA,NA,Adult,NA,NA,Caudata,NA,NA,Aquatic & terrestrial,NA,Notophthalmus viridescens,NA,Rohr,B,160,160,Salamandridae,Salamandridae,Notophthalmus,viridescens,Salamandridae,Notophthalmus,viridescens,Given,NA,Y,30,1.49,9.4,NA,S,Onset of spasms,NA,56,1.75,"Hampden County, Massachusetts",Temperate,42.117,1.624,Field,NA,1961,Hutchison 1961,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",3437299,6.54,Not introduced,NA,NA,78,1.89,0.024527811,29.2,Not threatened,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aquatic & terrestrial,Aquatic
Diemictylus,viridescens,39,tmax,NA,NA,11,NA,NA,1,NA,NA,20,30,NA,NA,36.074,-78.243,NA,NA,NA,Adult,NA,NA,Caudata,NA,NA,Aquatic & terrestrial,NA,Notophthalmus viridescens,NA,Rohr,B,167,167,Salamandridae,Salamandridae,Notophthalmus,viridescens,Salamandridae,Notophthalmus,viridescens,Given,NA,Y,30,1.49,8.2,NA,S,Onset of spasms,NA,87,1.94,"Franklin County, North Carolina",Subtropical,36.074,1.557,Field,NA,1961,Hutchison 1961,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",3437299,6.54,Not introduced,NA,NA,78,1.89,0.02014926,31.9,Not threatened,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aquatic & terrestrial,Aquatic
Diemictylus,viridescens,38.7,tmax,NA,NA,6,NA,NA,1,NA,NA,20,30,NA,NA,51.254,-85.323,NA,NA,NA,Adult,NA,NA,Caudata,NA,NA,Aquatic & terrestrial,NA,Notophthalmus viridescens,NA,Rohr,A,158,158,Salamandridae,Salamandridae,Notophthalmus,viridescens,Salamandridae,Notophthalmus,viridescens,Given,NA,Y,30,1.49,15.3,NA,S,Onset of spasms,NA,169,2.23,"Ontario, Canada",Temperate,51.254,1.71,Field,NA,1961,Hutchison 1961,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",3437299,6.54,Not introduced,NA,NA,78,1.89,0.037494998,23.2,Not threatened,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aquatic & terrestrial,Aquatic
Diemictylus,viridescens,38.3,tmax,NA,NA,10,NA,NA,1,NA,NA,20,30,NA,NA,41.129,-74.687,NA,NA,NA,Adult,NA,NA,Caudata,NA,NA,Aquatic & terrestrial,NA,Notophthalmus viridescens,NA,Rohr,B,161,161,Salamandridae,Salamandridae,Notophthalmus,viridescens,Salamandridae,Notophthalmus,viridescens,Given,NA,Y,30,1.49,10.6,NA,S,Onset of spasms,NA,174,2.24,"Sussex County, New Jersey",Temperate,41.129,1.614,Field,NA,1961,Hutchison 1961,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",3437299,6.54,Not introduced,NA,NA,78,1.89,0.022910764,28.2,Not threatened,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aquatic & terrestrial,Aquatic
Diemictylus,viridescens,37.2,tmax,NA,NA,13,NA,NA,1,NA,NA,20,30,NA,NA,36.026,-79.11,NA,NA,NA,Adult,NA,NA,Caudata,NA,NA,Aquatic & terrestrial,NA,Notophthalmus viridescens,NA,Rohr,B,168,168,Salamandridae,Salamandridae,Notophthalmus,viridescens,Salamandridae,Notophthalmus,viridescens,Given,NA,Y,30,1.49,6.9,NA,S,Onset of spasms,NA,193,2.29,"Orange County, North Carolina",Subtropical,36.026,1.557,Field,NA,1961,Hutchison 1961,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",3437299,6.54,Not introduced,NA,NA,78,1.89,0.020466587,31.3,Not threatened,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aquatic & terrestrial,Aquatic
Diemictylus,viridescens,38.4,tmax,NA,NA,10,NA,NA,1,NA,NA,20,30,NA,NA,36.026,-79.11,NA,NA,NA,Adult,NA,NA,Caudata,NA,NA,Aquatic & terrestrial,NA,Notophthalmus viridescens,NA,Rohr,B,171,171,Salamandridae,Salamandridae,Notophthalmus,viridescens,Salamandridae,Notophthalmus,viridescens,Given,NA,Y,30,1.49,8.1,NA,S,Onset of spasms,NA,193,2.29,"Orange County, North Carolina",Subtropical,36.026,1.557,Field,NA,1961,Hutchison 1961,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",3437299,6.54,Not introduced,NA,NA,78,1.89,0.020466587,31.3,Not threatened,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aquatic & terrestrial,Aquatic
Diemictylus,viridescens,39.2,tmax,NA,NA,9,NA,NA,1,NA,NA,20,30,NA,NA,36.026,-79.11,NA,NA,NA,Adult,NA,NA,Caudata,NA,NA,Aquatic & terrestrial,NA,Notophthalmus viridescens,NA,Rohr,A,170,170,Salamandridae,Salamandridae,Notophthalmus,viridescens,Salamandridae,Notophthalmus,viridescens,Given,NA,Y,30,1.49,8.8,NA,S,Onset of spasms,NA,193,2.29,"Orange County, North Carolina",Subtropical,36.026,1.557,Field,NA,1961,Hutchison 1961,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",3437299,6.54,Not introduced,NA,NA,78,1.89,0.020466587,31.3,Not threatened,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aquatic & terrestrial,Aquatic
Diemictylus,viridescens,39.2,tmax,NA,NA,12,NA,NA,1,NA,NA,20,30,NA,NA,36.026,-79.11,NA,NA,NA,Adult,NA,NA,Caudata,NA,NA,Aquatic & terrestrial,NA,Notophthalmus viridescens,NA,Rohr,B,169,169,Salamandridae,Salamandridae,Notophthalmus,viridescens,Salamandridae,Notophthalmus,viridescens,Given,NA,Y,30,1.49,8.9,NA,S,Onset of spasms,NA,193,2.29,"Orange County, North Carolina",Subtropical,36.026,1.557,Field,NA,1961,Hutchison 1961,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",3437299,6.54,Not introduced,NA,NA,78,1.89,0.020466587,31.3,Not threatened,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aquatic & terrestrial,Aquatic
Diemictylus,viridescens,39.2,tmax,NA,NA,8,NA,NA,1,NA,NA,20,30,NA,NA,46.312,-84.593,NA,NA,NA,Adult,NA,NA,Caudata,NA,NA,Aquatic & terrestrial,NA,Notophthalmus viridescens,NA,Rohr,A,159,159,Salamandridae,Salamandridae,Notophthalmus,viridescens,Salamandridae,Notophthalmus,viridescens,Given,NA,Y,30,1.49,14.5,NA,S,Onset of spasms,NA,222,2.35,"Chippewa County, Michigan",Temperate,46.312,1.666,Field,NA,1961,Hutchison 1961,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",3437299,6.54,Not introduced,NA,NA,78,1.89,0.024971589,24.7,Not threatened,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aquatic & terrestrial,Aquatic
Diemictylus,viridescens,38,tmax,NA,NA,14,NA,NA,1,NA,NA,20,30,NA,NA,37.788,-81.953,NA,NA,NA,Adult,NA,NA,Caudata,NA,NA,Aquatic & terrestrial,NA,Notophthalmus viridescens,NA,Rohr,B,162,162,Salamandridae,Salamandridae,Notophthalmus,viridescens,Salamandridae,Notophthalmus,viridescens,Given,NA,Y,30,1.49,9.2,NA,S,Onset of spasms,NA,396,2.6,"Logan County, West Virginia",Subtropical,37.788,1.577,Field,NA,1961,Hutchison 1961,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",3437299,6.54,Not introduced,NA,NA,78,1.89,0.012912765,29.5,Not threatened,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aquatic & terrestrial,Aquatic
Diemictylus,viridescens,38.3,tmax,NA,NA,10,NA,NA,1,NA,NA,20,30,NA,NA,37.313,-80.677,NA,NA,NA,Adult,NA,NA,Caudata,NA,NA,Aquatic & terrestrial,NA,Notophthalmus viridescens,NA,Rohr,B,163,163,Salamandridae,Salamandridae,Notophthalmus,viridescens,Salamandridae,Notophthalmus,viridescens,Given,NA,Y,30,1.49,10,NA,S,Onset of spasms,NA,567,2.75,"Giles County, Virginia",Subtropical,37.313,1.572,Field,NA,1961,Hutchison 1961,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",3437299,6.54,Not introduced,NA,NA,78,1.89,0.017852341,28.9,Not threatened,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aquatic & terrestrial,Aquatic
Diemictylus,viridescens,39.2,tmax,NA,NA,10,NA,NA,1,NA,NA,20,30,NA,NA,35.317,-83.209,NA,NA,NA,Adult,NA,NA,Caudata,NA,NA,Aquatic & terrestrial,NA,Notophthalmus viridescens,NA,Rohr,B,166,166,Salamandridae,Salamandridae,Notophthalmus,viridescens,Salamandridae,Notophthalmus,viridescens,Given,NA,Y,30,1.49,11.5,NA,S,Onset of spasms,NA,790,2.9,"Jackson County, North Carolina",Subtropical,35.317,1.548,Field,NA,1961,Hutchison 1961,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",3437299,6.54,Not introduced,NA,NA,78,1.89,0.003295318,28.2,Not threatened,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aquatic & terrestrial,Aquatic
Diemictylus,viridescens,38.4,tmax,NA,NA,10,NA,NA,1,NA,NA,20,30,NA,NA,36.494,-81.12,NA,NA,NA,Adult,NA,NA,Caudata,NA,NA,Aquatic & terrestrial,NA,Notophthalmus viridescens,NA,Rohr,B,165,165,Salamandridae,Salamandridae,Notophthalmus,viridescens,Salamandridae,Notophthalmus,viridescens,Given,NA,Y,30,1.49,12,NA,S,Onset of spasms,NA,872,2.94,"Alleghany County, North Carolina",Subtropical,36.494,1.562,Field,NA,1961,Hutchison 1961,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",3437299,6.54,Not introduced,NA,NA,78,1.89,0.019629852,26.7,Not threatened,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aquatic & terrestrial,Aquatic
Diemictylus,viridescens,38.4,tmax,NA,NA,10,NA,NA,1,NA,NA,20,30,NA,NA,36.494,-81.12,NA,NA,NA,Adult,NA,NA,Caudata,NA,NA,Aquatic & terrestrial,NA,Notophthalmus viridescens,NA,Rohr,B,164,164,Salamandridae,Salamandridae,Notophthalmus,viridescens,Salamandridae,Notophthalmus,viridescens,Given,NA,Y,30,1.49,12,NA,S,Onset of spasms,NA,872,2.94,"Alleghany County, North Carolina",Subtropical,36.494,1.562,Field,NA,1961,Hutchison 1961,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",3437299,6.54,Not introduced,NA,NA,78,1.89,0.019629852,26.7,Not threatened,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aquatic & terrestrial,Aquatic
Plethodon,cinereus,34.3,tmax,NA,NA,12,NA,NA,1,NA,NA,15,30,NA,NA,39.953,-75.443,NA,NA,NA,Adult,NA,NA,Caudata,NA,NA,Terrestrial,NA,Plethodon cinereus,NA,Rohr,B,895,895,Plethodontidae,Plethodontidae,Plethodon,cinereus,Plethodontidae,Plethodon,cinereus,Given,NA,Y,30,1.49,6.3,12:12,S,Onset of spasms,NA,105,2.02,"Ridley Creek State Park, Media, Pennsylvania",Temperate,39.953,1.602,Field,NA,1998,Yu et al. 1998,"Yu, Z. M., R. Dickstein, W. E. Magee, and J. R. Spotila. 1998. Heat shock response in the salamanders Plethodon jordani and Plethodon cinereus. Journal of Thermal Biology 23:259-265.",1826920,6.26,Not introduced,NA,NA,78,1.89,0.021920768,29.5,Not threatened,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial
Plethodon,cinereus,34.7,tmax,NA,NA,5,NA,NA,1,NA,NA,20,30,NA,NA,37.375,-80.523,NA,NA,NA,Adult,NA,NA,Caudata,NA,NA,Terrestrial,NA,Plethodon cinereus,NA,Rohr,A,143,143,Plethodontidae,Plethodontidae,Plethodon,cinereus,Plethodontidae,Plethodon,cinereus,Given,NA,Y,30,1.49,9.8,NA,S,Onset of spasms,NA,1128,3.05,"Mountain Lake, Virginia",Subtropical,37.375,1.573,Field,NA,1961,Hutchison 1961,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",1826920,6.26,Not introduced,NA,NA,78,1.89,0.017852341,24.9,Not threatened,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial
Plethodon,jordani,35.2,tmax,NA,NA,10,NA,NA,1,NA,NA,20,30,NA,NA,35.827,-83.507,NA,NA,NA,Adult,NA,NA,Caudata,NA,NA,Terrestrial,NA,Plethodon jordani,NA,Rohr,B,146,146,Plethodontidae,Plethodontidae,Plethodon,jordani,Plethodontidae,Plethodon,jordani,Given,NA,Y,30,1.49,6,NA,S,Onset of spasms,NA,358,2.55,"Sevier County, Tennessee",Subtropical,35.827,1.554,Field,NA,1961,Hutchison 1961,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",1943,3.29,Not introduced,768,1780,78,1.89,0.001460584,30,Threatened,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial
Plethodon,jordani,35.1,tmax,NA,NA,4,NA,NA,1,NA,NA,20,30,NA,NA,35.113,-84.059,NA,NA,NA,Adult,NA,NA,Caudata,NA,NA,Terrestrial,NA,Plethodon jordani,NA,Rohr,A,150,150,Plethodontidae,Plethodontidae,Plethodon,jordani,Plethodontidae,Plethodon,jordani,Given,NA,Y,30,1.49,6.1,NA,S,Onset of spasms,NA,516,2.71,"Cherokee County, North Carolina",Subtropical,35.113,1.545,Field,NA,1961,Hutchison 1961,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",1943,3.29,Not introduced,768,1780,78,1.89,0.009664666,29.7,Threatened,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial
Plethodon,jordani,34.9,tmax,NA,NA,10,NA,NA,1,NA,NA,20,30,NA,NA,35.12,-83.336,NA,NA,NA,Adult,NA,NA,Caudata,NA,NA,Terrestrial,NA,Plethodon jordani,NA,Rohr,B,149,149,Plethodontidae,Plethodontidae,Plethodon,jordani,Plethodontidae,Plethodon,jordani,Given,NA,Y,30,1.49,7.4,NA,S,Onset of spasms,NA,800,2.9,"Macon County, North Carolina",Subtropical,35.12,1.546,Field,NA,1961,Hutchison 1961,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.",1943,3.29,Not introduced,768,1780,78,1.89,0.003295318,28,Threatened,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial
