"ID" "AIRTQ75" "BURRTQ75" "TeSunQ75" "TeBurrQ75"
"1" 290 30.79192358388 34.0844132668354 44.5833924951595 34.0827924432588
"2" 291 30.792065591823 34.0846683110988 44.5838680477002 34.0830474745922
"3" 292 30.7922074609573 34.0849230192535 44.5843429082381 34.083302169835
"4" 293 30.7923491912829 34.0851773912785 44.5848170767571 34.083556528966
"5" 294 27.7602625818818 29.0117255503903 41.7979389076154 29.0066338688367
"6" 3006 27.7436967838146 26.1208131211421 30.9095173295375 26.1192967030819
"7" 3007 21.0448618836161 18.5457597707318 23.4151980949237 18.5443235007285
"8" 3008 21.0447899494868 18.5457713512484 23.4152517324076 18.5443350740266
"9" 3009 21.0447899494868 18.5457713512484 23.4152517324076 18.5443350740266
"10" 3010 27.7436967838146 26.1208131211421 30.9095173295375 26.1192967030819
"11" 333 18.6408126299716 16.1441026367138 18.5554995729675 16.1440118474789
"12" 334 18.6408126299716 16.1441026367138 18.5554995729675 16.1440118474789
"13" 337 11.823850359469 11.1918474017094 15.6324015416603 11.1917615312348
"14" 338 11.823850359469 11.1918474017094 15.6324015416603 11.1917615312348
"15" 2018 25.489789582859 22.9258635622149 26.1255456947352 22.9255876705388
"16" 2019 25.489789582859 22.9258635622149 26.1255456947352 22.9255876705388
"17" 2020 17.7713959969662 16.1034507329859 19.6418250965595 16.1032899108911
"18" 2021 17.7713959969662 16.1034507329859 19.6418250965595 16.1032899108911
"19" 2022 20.8765678695034 18.4876911406874 21.1559415660714 18.4875643239015
"20" 2023 20.8765678695034 18.4876911406874 21.1559415660714 18.4875643239015
"21" 2024 19.8485130113645 17.432043265223 19.8678311498941 17.4318609787205
"22" 2025 19.8485130113645 17.432043265223 19.8678311498941 17.4318609787205
"23" 2026 19.0526923567199 16.8249588821779 19.1016766462417 16.8248848840376
"24" 2027 19.0526923567199 16.8249588821779 19.1016766462417 16.8248848840376
"25" 2028 18.2410352118109 15.8751421384233 18.6745369231895 15.8750143722087
"26" 2029 18.2410352118109 15.8751421384233 18.6745369231895 15.8750143722087
"27" 2030 18.2410352118109 15.8751421384233 18.6745369231895 15.8750143722087
"28" 2031 18.2410352118109 15.8751421384233 18.6745369231895 15.8750143722087
"29" 2032 18.2410352118109 15.8751421384233 18.6745369231895 15.8750143722087
"30" 2033 18.2410352118109 15.8751421384233 18.6745369231895 15.8750143722087
"31" 2034 18.2410352118109 15.8751421384233 18.6745369231895 15.8750143722087
"32" 2035 18.2410352118109 15.8751421384233 18.6745369231895 15.8750143722087
"33" 2036 18.2410352118109 15.8751421384233 18.6745369231895 15.8750143722087
"34" 2037 18.2410352118109 15.8751421384233 18.6745369231895 15.8750143722087
"35" 2038 18.2410352118109 15.8751421384233 18.6745369231895 15.8750143722087
"36" 2039 18.2410352118109 15.8751421384233 18.6745369231895 15.8750143722087
"37" 2040 18.2410352118109 15.8751421384233 18.6745369231895 15.8750143722087
"38" 2041 18.2410352118109 15.8751421384233 18.6745369231895 15.8750143722087
"39" 2042 18.2410352118109 15.8751421384233 18.6745369231895 15.8750143722087
"40" 2043 18.2410352118109 15.8751421384233 18.6745369231895 15.8750143722087
"41" 2044 18.2410352118109 15.8751421384233 18.6745369231895 15.8750143722087
"42" 2045 18.2410352118109 15.8751421384233 18.6745369231895 15.8750143722087
"43" 2046 18.2410352118109 15.8751421384233 18.6745369231895 15.8750143722087
"44" 2047 18.2410352118109 15.8751421384233 18.6745369231895 15.8750143722087
"45" 2048 18.2410352118109 15.8751421384233 18.6745369231895 15.8750143722087
"46" 2049 18.2410352118109 15.8751421384233 18.6745369231895 15.8750143722087
"47" 2050 18.2410352118109 15.8751421384233 18.6745369231895 15.8750143722087
"48" 2051 18.2410352118109 15.8751421384233 18.6745369231895 15.8750143722087
"49" 2052 18.2410352118109 15.8751421384233 18.6745369231895 15.8750143722087
"50" 2053 18.2410352118109 15.8751421384233 18.6745369231895 15.8750143722087
"51" 2054 18.2410352118109 15.8751421384233 18.6745369231895 15.8750143722087
"52" 2055 18.2410352118109 15.8751421384233 18.6745369231895 15.8750143722087
"53" 2056 21.0241085986049 19.6882139418675 20.9816309867841 19.6880320793163
"54" 2057 21.0241085986049 19.6882139418675 20.9816309867841 19.6880320793163
"55" 1801 26.353783977869 24.5094650431792 32.436467249512 24.5091077497395
"56" 1802 26.353783977869 24.5094650431792 32.436467249512 24.5091077497395
"57" 1803 26.353783977869 24.5094650431792 32.436467249512 24.5091077497395
"58" 1804 26.353783977869 24.5094650431792 32.436467249512 24.5091077497395
"59" 1805 26.353783977869 24.5094650431792 32.436467249512 24.5091077497395
"60" 1806 26.353783977869 24.5094650431792 32.436467249512 24.5091077497395
"61" 1807 26.353783977869 24.5094650431792 32.436467249512 24.5091077497395
"62" 1808 26.353783977869 24.5094650431792 32.436467249512 24.5091077497395
"63" 1809 26.353783977869 24.5094650431792 32.436467249512 24.5091077497395
"64" 1810 26.353783977869 24.5094650431792 32.436467249512 24.5091077497395
"65" 1811 26.353783977869 24.5094650431792 32.436467249512 24.5091077497395
"66" 1812 26.353783977869 24.5094650431792 32.436467249512 24.5091077497395
"67" 1813 26.353783977869 24.5094650431792 32.436467249512 24.5091077497395
"68" 1814 26.353783977869 24.5094650431792 32.436467249512 24.5091077497395
"69" 1815 26.353783977869 24.5094650431792 32.436467249512 24.5091077497395
